model,id,novel,n_tok,s_rate,k_crit,binding_token,binding_frac,ratio_skip0,ratio_skip1,ratio_skip5,ratio_skip10,ratio_skip20
jacquelinehe/tinycomma-1.8b-llama3-tokenizer,bookmia.44.01,their_eyes_were_watching_god,71,3.495953877174466,13.545003890991211,0,0.0,3.8744801467285623,1.1689410609519937,1.9105181538375415,1.276201111032368,1.2202632415199852
jacquelinehe/tinycomma-1.8b-llama3-tokenizer,bookmia.44.02,their_eyes_were_watching_god,59,3.394954288307325,13.05017375946045,0,0.0,3.8439910087764617,1.3892505956101007,2.5022964422855574,1.2323847796552045,2.3231923086986286
jacquelinehe/tinycomma-1.8b-llama3-tokenizer,bookmia.44.03,their_eyes_were_watching_god,61,4.618204163574446,15.984448432922363,0,0.0,3.4611827166494415,1.631934170159464,1.0530628666980817,1.843143390850273,1.4442633034983086
jacquelinehe/tinycomma-1.8b-llama3-tokenizer,bookmia.44.04,their_eyes_were_watching_god,60,4.030759219914519,15.071351051330566,0,0.0,3.739084928930631,1.3875822502861088,1.3409640496335944,1.6307047037787956,1.9104758966784046
jacquelinehe/tinycomma-1.8b-llama3-tokenizer,bookmia.44.05,their_eyes_were_watching_god,66,2.811727966756955,9.126019477844238,0,0.0,3.24569787182157,1.1192645846932805,1.2005117742080629,1.3683628466600581,1.5887566656314112
jacquelinehe/tinycomma-1.8b-llama3-tokenizer,bookmia.44.08,their_eyes_were_watching_god,64,3.073146167818777,8.066326141357422,0,0.0,2.6247778988926673,1.8668679414444864,1.107715010155694,3.230875665710241,1.1020243908354608
jacquelinehe/tinycomma-1.8b-llama3-tokenizer,bookmia.44.10,their_eyes_were_watching_god,57,4.0993847313863965,15.430192947387695,0,0.0,3.7640265450686945,1.0641448810640721,1.1657312026202653,1.2040411234718233,1.722269568763533
jacquelinehe/tinycomma-1.8b-llama3-tokenizer,bookmia.44.16,their_eyes_were_watching_god,72,3.4139529759251874,12.147942543029785,0,0.0,3.5583215787375253,2.0759460059821917,2.352457123523398,1.1152162906731986,1.8599457322587203
jacquelinehe/tinycomma-1.8b-llama3-tokenizer,bookmia.44.19,their_eyes_were_watching_god,73,3.484089758958387,11.17292594909668,0,0.0,3.2068421659828217,1.052586196888329,1.066031104888146,1.2181687064278042,2.007379718612038
jacquelinehe/tinycomma-1.8b-llama3-tokenizer,bookmia.44.22,their_eyes_were_watching_god,63,2.536516662865382,10.71967887878418,0,0.0,4.226141714627914,1.0710277458406787,2.322792481658984,2.3126061112587175,1.2211464831524996
jacquelinehe/tinycomma-1.8b-llama3-tokenizer,bookmia.44.23,their_eyes_were_watching_god,56,3.9247130011873588,14.185166358947754,0,0.0,3.6143194049236875,1.9881795950969732,1.1724451601368615,0.882406228893376,0.9526162191529479
jacquelinehe/tinycomma-1.8b-llama3-tokenizer,bookmia.44.25,their_eyes_were_watching_god,63,3.2070528296753764,16.06180763244629,0,0.0,5.008276597074983,2.0017326862170046,2.4255032436752844,1.206809878206518,1.2409993966622745
jacquelinehe/tinycomma-1.8b-llama3-tokenizer,bookmia.44.27,their_eyes_were_watching_god,63,3.0317275967644823,4.034192305803299,4,0.06349206349206349,1.3306579094073843,2.040535557359431,1.0319577312823283,1.4900732654741693,1.2312022524609996
