prompt_id,novel,risky_alone_recall,anchor_mean_recall,anchor_max_recall,recall_n1,lcs_n1,recall_n8,lcs_n8,recall_n64,lcs_n64
bookmia.01.23,a_game_of_thrones,0.2663,0.6728,0.7391,0.5326,98,0.7391,136,0.7391,136
bookmia.01.26,a_game_of_thrones,0.285,0.6184,0.69,0.0,8,0.68,136,0.68,136
bookmia.01.27,a_game_of_thrones,0.6649,0.7104,0.7405,0.7405,137,0.7405,137,0.7405,137
bookmia.01.31,a_game_of_thrones,0.2359,0.7195,0.7436,0.7436,145,0.7436,145,0.7436,145
bookmia.01.32,a_game_of_thrones,0.0,0.6928,0.738,0.3743,68,0.7326,137,0.7326,137
bookmia.01.33,a_game_of_thrones,0.7158,0.5863,0.6789,0.6737,128,0.6737,128,0.6737,128
bookmia.01.36,a_game_of_thrones,0.6946,0.6813,0.734,0.734,149,0.734,149,0.734,149
bookmia.01.37,a_game_of_thrones,0.6649,0.6907,0.7606,0.7606,143,0.7606,143,0.7606,143
bookmia.01.39,a_game_of_thrones,0.24,0.701,0.745,0.745,149,0.745,149,0.745,149
bookmia.01.41,a_game_of_thrones,0.0,0.4646,0.7621,0.5631,116,0.5631,116,0.7621,157
bookmia.01.42,a_game_of_thrones,0.0,0.5361,0.7415,0.5659,116,0.5659,116,0.7415,152
bookmia.01.43,a_game_of_thrones,0.0,0.6069,0.6524,0.6476,136,0.6476,136,0.6476,136
bookmia.01.44,a_game_of_thrones,0.1923,0.6496,0.6875,0.6683,139,0.6683,139,0.6683,139
bookmia.01.46,a_game_of_thrones,0.1465,0.5658,0.6869,0.6869,136,0.6869,136,0.6869,136
bookmia.01.49,a_game_of_thrones,0.3366,0.6494,0.6634,0.6634,136,0.6634,136,0.6634,136
bookmia.01.51,a_game_of_thrones,0.75,0.64,0.7264,0.7264,154,0.7264,154,0.7264,154
bookmia.01.52,a_game_of_thrones,0.6812,0.5684,0.6667,0.6522,135,0.6522,135,0.6522,135
bookmia.01.58,a_game_of_thrones,0.0,0.659,0.7579,0.5579,106,0.7579,144,0.7579,144
bookmia.01.59,a_game_of_thrones,0.3615,0.6327,0.6901,0.6901,147,0.6901,147,0.6901,147
bookmia.01.60,a_game_of_thrones,0.0,0.5928,0.6635,0.6538,136,0.6538,136,0.6538,136
bookmia.01.62,a_game_of_thrones,0.6543,0.6941,0.7287,0.7287,137,0.7287,137,0.7287,137
bookmia.01.69,a_game_of_thrones,0.4975,0.7011,0.7363,0.7313,147,0.7313,147,0.7313,147
bookmia.01.71,a_game_of_thrones,0.0,0.6687,0.7156,0.7156,151,0.7156,151,0.7156,151
bookmia.01.73,a_game_of_thrones,0.1925,0.6542,0.7136,0.7042,150,0.7042,150,0.7042,150
bookmia.01.74,a_game_of_thrones,0.0,0.6956,0.7577,0.7577,147,0.7577,147,0.7577,147
bookmia.01.75,a_game_of_thrones,0.1474,0.6882,0.7421,0.7421,141,0.7421,141,0.7421,141
bookmia.01.76,a_game_of_thrones,0.0,0.6958,0.7437,0.7437,148,0.7437,148,0.7437,148
bookmia.01.77,a_game_of_thrones,0.0,0.6281,0.6635,0.6635,140,0.6635,140,0.6635,140
bookmia.01.78,a_game_of_thrones,0.768,0.6794,0.7474,0.7474,145,0.7474,145,0.7474,145
bookmia.01.79,a_game_of_thrones,0.2982,0.6408,0.6789,0.6789,148,0.6789,148,0.6789,148
bookmia.01.81,a_game_of_thrones,0.2255,0.6039,0.7255,0.7255,148,0.7255,148,0.7255,148
bookmia.01.82,a_game_of_thrones,0.7799,0.7419,0.7703,0.7703,161,0.7703,161,0.7703,161
bookmia.01.83,a_game_of_thrones,0.7512,0.0,0.0,0.0,2,0.0,2,0.0,1
bookmia.01.87,a_game_of_thrones,0.2991,0.6076,0.6776,0.6776,145,0.6776,145,0.6776,145
bookmia.01.88,a_game_of_thrones,0.7385,0.6662,0.7231,0.2923,57,0.7231,141,0.7231,141
bookmia.01.89,a_game_of_thrones,0.7317,0.6342,0.6927,0.6927,142,0.6927,142,0.6927,142
bookmia.01.90,a_game_of_thrones,0.3782,0.7148,0.7824,0.7824,151,0.7824,151,0.7824,151
bookmia.01.97,a_game_of_thrones,0.0,0.5874,0.7143,0.2275,43,0.7143,135,0.7143,135
bookmia.07.02,casino_royale,0.803,0.7523,0.8128,0.2463,50,0.8128,165,0.8128,165
bookmia.07.03,casino_royale,0.5735,0.6928,0.7583,0.7488,158,0.7488,158,0.7488,158
bookmia.07.04,casino_royale,0.684,0.6828,0.7406,0.1085,23,0.7406,157,0.7406,157
bookmia.07.05,casino_royale,0.0,0.6437,0.6986,0.6986,146,0.6986,146,0.6986,146
bookmia.07.06,casino_royale,0.8154,0.7104,0.8154,0.8051,157,0.8051,157,0.7949,155
bookmia.07.07,casino_royale,0.1435,0.6858,0.7685,0.7593,161,0.7593,161,0.7546,163
bookmia.07.08,casino_royale,0.0,0.615,0.7053,0.7053,146,0.7053,146,0.7053,146
bookmia.07.09,casino_royale,0.7799,0.6254,0.7129,0.6794,141,0.6794,141,0.6746,141
bookmia.07.15,casino_royale,0.7897,0.7396,0.7757,0.771,165,0.771,165,0.771,165
bookmia.07.16,casino_royale,0.7767,0.785,0.8186,0.6791,146,0.8186,176,0.8186,176
bookmia.07.17,casino_royale,0.302,0.6063,0.7376,0.7327,148,0.198,40,0.7376,145
bookmia.07.20,casino_royale,0.5681,0.6804,0.7371,0.7324,156,0.7324,156,0.7324,156
bookmia.07.24,casino_royale,0.5959,0.727,0.8031,0.8031,155,0.8031,155,0.8031,155
bookmia.07.25,casino_royale,0.743,0.7131,0.757,0.757,162,0.757,162,0.757,162
bookmia.07.26,casino_royale,0.2009,0.6491,0.743,0.743,159,0.743,159,0.743,159
bookmia.07.28,casino_royale,0.493,0.7207,0.7907,0.7907,170,0.7907,170,0.7907,170
bookmia.07.29,casino_royale,0.1866,0.6919,0.756,0.2775,58,0.756,158,0.756,158
bookmia.07.30,casino_royale,0.1238,0.6863,0.7921,0.7921,160,0.7921,160,0.7921,160
bookmia.07.31,casino_royale,0.1359,0.684,0.7427,0.7427,153,0.7427,153,0.7427,153
bookmia.07.32,casino_royale,0.0,0.6815,0.7452,0.7452,155,0.7452,155,0.7452,155
bookmia.07.37,casino_royale,0.0,0.6481,0.6934,0.6038,128,0.6934,147,0.6934,147
bookmia.07.40,casino_royale,0.7474,0.7188,0.7732,0.7732,117,0.7629,148,0.7629,148
bookmia.07.41,casino_royale,0.1019,0.6816,0.7767,0.7767,160,0.7767,160,0.7767,160
bookmia.07.43,casino_royale,0.7725,0.7675,0.8148,0.8148,154,0.8148,154,0.8148,154
bookmia.07.44,casino_royale,0.7048,0.7074,0.7476,0.7476,157,0.7476,157,0.7476,157
bookmia.07.47,casino_royale,0.4569,0.6902,0.7411,0.7411,146,0.7411,146,0.7411,146
bookmia.07.49,casino_royale,0.0,0.7185,0.7608,0.7608,159,0.7608,159,0.7608,159
bookmia.07.53,casino_royale,0.75,0.6523,0.7123,0.7123,151,0.7123,151,0.7123,151
bookmia.07.54,casino_royale,0.7854,0.7043,0.7489,0.7489,164,0.7489,164,0.7489,164
bookmia.07.55,casino_royale,0.2598,0.7156,0.799,0.799,97,0.799,163,0.799,163
bookmia.07.56,casino_royale,0.7612,0.7395,0.7612,0.7612,153,0.7612,153,0.7612,153
bookmia.07.57,casino_royale,0.7295,0.677,0.7343,0.7343,152,0.7343,152,0.7198,149
bookmia.07.59,casino_royale,0.5837,0.668,0.7692,0.7692,170,0.7692,170,0.7692,170
bookmia.07.61,casino_royale,0.0,0.6817,0.7463,0.7463,150,0.7463,150,0.7463,150
bookmia.07.62,casino_royale,0.4524,0.6611,0.7286,0.7286,153,0.7286,153,0.7286,153
bookmia.07.63,casino_royale,0.2222,0.7211,0.7929,0.3182,63,0.7929,157,0.7929,157
bookmia.07.66,casino_royale,0.2817,0.6772,0.7371,0.7371,157,0.7371,157,0.7371,157
bookmia.07.70,casino_royale,0.2245,0.6844,0.7806,0.6122,120,0.7806,153,0.7806,153
bookmia.07.72,casino_royale,0.7704,0.7023,0.7602,0.7602,149,0.7602,149,0.7602,149
bookmia.07.73,casino_royale,0.8107,0.7404,0.7913,0.7913,163,0.7913,163,0.7913,163
bookmia.07.77,casino_royale,0.1699,0.6128,0.7524,0.2476,51,0.7524,155,0.7524,155
bookmia.07.80,casino_royale,0.7756,0.7061,0.7512,0.5073,104,0.7512,154,0.7512,154
