arm,prompt_id,n_facts,n_supported,precision,abstained
d24,fact_00007_Cheyenne Brando,0,0,,1
d25,fact_00007_Cheyenne Brando,0,0,,1
d26,fact_00007_Cheyenne Brando,3,1,0.333333,0
d27,fact_00007_Cheyenne Brando,0,0,,1
d28,fact_00007_Cheyenne Brando,0,0,,1
d29,fact_00007_Cheyenne Brando,8,0,0.0,0
d30,fact_00007_Cheyenne Brando,16,0,0.0,0
d31,fact_00007_Cheyenne Brando,7,1,0.142857,0
d32,fact_00007_Cheyenne Brando,0,0,,1
d33,fact_00007_Cheyenne Brando,0,0,,1
d34,fact_00007_Cheyenne Brando,7,0,0.0,0
d35,fact_00007_Cheyenne Brando,3,1,0.333333,0
d36,fact_00007_Cheyenne Brando,0,0,,1
d37,fact_00007_Cheyenne Brando,10,0,0.0,0
d38,fact_00007_Cheyenne Brando,12,0,0.0,0
d39,fact_00007_Cheyenne Brando,3,0,0.0,0
d40,fact_00007_Cheyenne Brando,13,0,0.0,0
d41,fact_00007_Cheyenne Brando,4,0,0.0,0
d42,fact_00007_Cheyenne Brando,9,0,0.0,0
d43,fact_00007_Cheyenne Brando,0,0,,1
d44,fact_00007_Cheyenne Brando,0,0,,1
d45,fact_00007_Cheyenne Brando,0,0,,1
d46,fact_00007_Cheyenne Brando,0,0,,1
d47,fact_00007_Cheyenne Brando,0,0,,1
d48,fact_00007_Cheyenne Brando,3,0,0.0,0
d49,fact_00007_Cheyenne Brando,0,0,,1
d50,fact_00007_Cheyenne Brando,0,0,,1
d51,fact_00007_Cheyenne Brando,2,0,0.0,0
d52,fact_00007_Cheyenne Brando,0,0,,1
d53,fact_00007_Cheyenne Brando,6,0,0.0,0
d54,fact_00007_Cheyenne Brando,7,0,0.0,0
d55,fact_00007_Cheyenne Brando,2,0,0.0,0
d56,fact_00007_Cheyenne Brando,0,0,,1
d57,fact_00007_Cheyenne Brando,0,0,,1
d58,fact_00007_Cheyenne Brando,10,0,0.0,0
d59,fact_00007_Cheyenne Brando,0,0,,1
d60,fact_00007_Cheyenne Brando,9,0,0.0,0
d61,fact_00007_Cheyenne Brando,0,0,,1
d62,fact_00007_Cheyenne Brando,0,0,,1
d63,fact_00007_Cheyenne Brando,9,0,0.0,0
d00,fact_00012_Braulio Lara,0,0,,1
d01,fact_00012_Braulio Lara,3,0,0.0,0
d02,fact_00012_Braulio Lara,9,0,0.0,0
d03,fact_00012_Braulio Lara,4,0,0.0,0
d04,fact_00012_Braulio Lara,9,0,0.0,0
d05,fact_00012_Braulio Lara,0,0,,1
d06,fact_00012_Braulio Lara,1,1,1.0,0
d07,fact_00012_Braulio Lara,9,0,0.0,0
d08,fact_00012_Braulio Lara,16,1,0.0625,0
d09,fact_00012_Braulio Lara,6,0,0.0,0
d10,fact_00012_Braulio Lara,1,0,0.0,0
d11,fact_00012_Braulio Lara,1,0,0.0,0
d12,fact_00012_Braulio Lara,10,0,0.0,0
d13,fact_00012_Braulio Lara,0,0,,1
d14,fact_00012_Braulio Lara,3,0,0.0,0
d15,fact_00012_Braulio Lara,4,0,0.0,0
d16,fact_00012_Braulio Lara,11,0,0.0,0
d17,fact_00012_Braulio Lara,2,0,0.0,0
d18,fact_00012_Braulio Lara,2,0,0.0,0
d19,fact_00012_Braulio Lara,0,0,,1
d20,fact_00012_Braulio Lara,5,0,0.0,0
d21,fact_00012_Braulio Lara,0,0,,1
d22,fact_00012_Braulio Lara,0,0,,1
d23,fact_00012_Braulio Lara,11,0,0.0,0
d24,fact_00012_Braulio Lara,0,0,,1
d25,fact_00012_Braulio Lara,0,0,,1
d26,fact_00012_Braulio Lara,0,0,,1
d27,fact_00012_Braulio Lara,4,0,0.0,0
d28,fact_00012_Braulio Lara,1,0,0.0,0
d29,fact_00012_Braulio Lara,6,0,0.0,0
d30,fact_00012_Braulio Lara,2,0,0.0,0
d31,fact_00012_Braulio Lara,7,0,0.0,0
d32,fact_00012_Braulio Lara,0,0,,1
d33,fact_00012_Braulio Lara,2,0,0.0,0
d34,fact_00012_Braulio Lara,7,0,0.0,0
d35,fact_00012_Braulio Lara,3,0,0.0,0
d36,fact_00012_Braulio Lara,19,2,0.105263,0
d37,fact_00012_Braulio Lara,0,0,,1
d38,fact_00012_Braulio Lara,0,0,,1
d39,fact_00012_Braulio Lara,2,0,0.0,0
d40,fact_00012_Braulio Lara,8,0,0.0,0
d41,fact_00012_Braulio Lara,0,0,,1
d42,fact_00012_Braulio Lara,1,0,0.0,0
d43,fact_00012_Braulio Lara,0,0,,1
d44,fact_00012_Braulio Lara,4,0,0.0,0
d45,fact_00012_Braulio Lara,0,0,,1
d46,fact_00012_Braulio Lara,0,0,,1
d47,fact_00012_Braulio Lara,7,0,0.0,0
d48,fact_00012_Braulio Lara,0,0,,1
d49,fact_00012_Braulio Lara,5,0,0.0,0
d50,fact_00012_Braulio Lara,1,0,0.0,0
d51,fact_00012_Braulio Lara,0,0,,1
d52,fact_00012_Braulio Lara,0,0,,1
d53,fact_00012_Braulio Lara,3,0,0.0,0
d54,fact_00012_Braulio Lara,15,1,0.066667,0
d55,fact_00012_Braulio Lara,2,0,0.0,0
d56,fact_00012_Braulio Lara,0,0,,1
d57,fact_00012_Braulio Lara,9,0,0.0,0
d58,fact_00012_Braulio Lara,8,0,0.0,0
d59,fact_00012_Braulio Lara,0,0,,1
d60,fact_00012_Braulio Lara,0,0,,1
d61,fact_00012_Braulio Lara,2,0,0.0,0
d62,fact_00012_Braulio Lara,0,0,,1
d63,fact_00012_Braulio Lara,4,0,0.0,0
d00,fact_00015_Amr Shabana,7,0,0.0,0
d01,fact_00015_Amr Shabana,9,3,0.333333,0
d02,fact_00015_Amr Shabana,7,0,0.0,0
d03,fact_00015_Amr Shabana,0,0,,1
d04,fact_00015_Amr Shabana,4,0,0.0,0
d05,fact_00015_Amr Shabana,0,0,,1
d06,fact_00015_Amr Shabana,0,0,,1
d07,fact_00015_Amr Shabana,0,0,,1
d08,fact_00015_Amr Shabana,15,0,0.0,0
d09,fact_00015_Amr Shabana,5,0,0.0,0
d10,fact_00015_Amr Shabana,0,0,,1
d11,fact_00015_Amr Shabana,0,0,,1
d12,fact_00015_Amr Shabana,0,0,,1
d13,fact_00015_Amr Shabana,0,0,,1
d14,fact_00015_Amr Shabana,0,0,,1
d15,fact_00015_Amr Shabana,0,0,,1
d16,fact_00015_Amr Shabana,19,0,0.0,0
d17,fact_00015_Amr Shabana,0,0,,1
d18,fact_00015_Amr Shabana,0,0,,1
d19,fact_00015_Amr Shabana,0,0,,1
d20,fact_00015_Amr Shabana,0,0,,1
d21,fact_00015_Amr Shabana,0,0,,1
d22,fact_00015_Amr Shabana,0,0,,1
d23,fact_00015_Amr Shabana,0,0,,1
d24,fact_00015_Amr Shabana,0,0,,1
d25,fact_00015_Amr Shabana,4,0,0.0,0
d26,fact_00015_Amr Shabana,5,0,0.0,0
d27,fact_00015_Amr Shabana,3,1,0.333333,0
d28,fact_00015_Amr Shabana,3,0,0.0,0
d29,fact_00015_Amr Shabana,0,0,,1
d30,fact_00015_Amr Shabana,0,0,,1
d31,fact_00015_Amr Shabana,4,0,0.0,0
d32,fact_00015_Amr Shabana,2,0,0.0,0
d33,fact_00015_Amr Shabana,0,0,,1
d34,fact_00015_Amr Shabana,0,0,,1
d35,fact_00015_Amr Shabana,9,0,0.0,0
d36,fact_00015_Amr Shabana,0,0,,1
d37,fact_00015_Amr Shabana,8,0,0.0,0
d38,fact_00015_Amr Shabana,0,0,,1
d39,fact_00015_Amr Shabana,0,0,,1
d40,fact_00015_Amr Shabana,0,0,,1
d41,fact_00015_Amr Shabana,0,0,,1
d42,fact_00015_Amr Shabana,0,0,,1
d43,fact_00015_Amr Shabana,4,0,0.0,0
d44,fact_00015_Amr Shabana,0,0,,1
d45,fact_00015_Amr Shabana,0,0,,1
d46,fact_00015_Amr Shabana,0,0,,1
d47,fact_00015_Amr Shabana,9,2,0.222222,0
d48,fact_00015_Amr Shabana,0,0,,1
d49,fact_00015_Amr Shabana,0,0,,1
d50,fact_00015_Amr Shabana,0,0,,1
d51,fact_00015_Amr Shabana,8,0,0.0,0
d52,fact_00015_Amr Shabana,0,0,,1
d53,fact_00015_Amr Shabana,0,0,,1
d54,fact_00015_Amr Shabana,4,0,0.0,0
d55,fact_00015_Amr Shabana,12,1,0.083333,0
d56,fact_00015_Amr Shabana,0,0,,1
d57,fact_00015_Amr Shabana,3,0,0.0,0
d58,fact_00015_Amr Shabana,0,0,,1
d59,fact_00015_Amr Shabana,0,0,,1
d60,fact_00015_Amr Shabana,5,0,0.0,0
d61,fact_00015_Amr Shabana,2,0,0.0,0
d62,fact_00015_Amr Shabana,5,0,0.0,0
d63,fact_00015_Amr Shabana,4,0,0.0,0
d00,fact_00017_Abdulqawi Yusuf,0,0,,1
d01,fact_00017_Abdulqawi Yusuf,0,0,,1
d02,fact_00017_Abdulqawi Yusuf,0,0,,1
d03,fact_00017_Abdulqawi Yusuf,3,2,0.666667,0
d04,fact_00017_Abdulqawi Yusuf,0,0,,1
d05,fact_00017_Abdulqawi Yusuf,0,0,,1
d06,fact_00017_Abdulqawi Yusuf,0,0,,1
d07,fact_00017_Abdulqawi Yusuf,8,1,0.125,0
d08,fact_00017_Abdulqawi Yusuf,0,0,,1
d09,fact_00017_Abdulqawi Yusuf,0,0,,1
d10,fact_00017_Abdulqawi Yusuf,11,1,0.090909,0
d11,fact_00017_Abdulqawi Yusuf,0,0,,1
d12,fact_00017_Abdulqawi Yusuf,0,0,,1
d13,fact_00017_Abdulqawi Yusuf,2,1,0.5,0
d14,fact_00017_Abdulqawi Yusuf,0,0,,1
d15,fact_00017_Abdulqawi Yusuf,9,0,0.0,0
d16,fact_00017_Abdulqawi Yusuf,2,0,0.0,0
d17,fact_00017_Abdulqawi Yusuf,3,0,0.0,0
d18,fact_00017_Abdulqawi Yusuf,0,0,,1
d19,fact_00017_Abdulqawi Yusuf,0,0,,1
d20,fact_00017_Abdulqawi Yusuf,3,0,0.0,0
d21,fact_00017_Abdulqawi Yusuf,0,0,,1
d22,fact_00017_Abdulqawi Yusuf,0,0,,1
d23,fact_00017_Abdulqawi Yusuf,0,0,,1
d24,fact_00017_Abdulqawi Yusuf,0,0,,1
d25,fact_00017_Abdulqawi Yusuf,0,0,,1
d26,fact_00017_Abdulqawi Yusuf,0,0,,1
d27,fact_00017_Abdulqawi Yusuf,6,0,0.0,0
d28,fact_00017_Abdulqawi Yusuf,1,0,0.0,0
d29,fact_00017_Abdulqawi Yusuf,0,0,,1
d30,fact_00017_Abdulqawi Yusuf,3,0,0.0,0
d31,fact_00017_Abdulqawi Yusuf,0,0,,1
d32,fact_00017_Abdulqawi Yusuf,5,0,0.0,0
d33,fact_00017_Abdulqawi Yusuf,0,0,,1
d34,fact_00017_Abdulqawi Yusuf,9,0,0.0,0
d35,fact_00017_Abdulqawi Yusuf,0,0,,1
d36,fact_00017_Abdulqawi Yusuf,3,0,0.0,0
d37,fact_00017_Abdulqawi Yusuf,0,0,,1
d38,fact_00017_Abdulqawi Yusuf,0,0,,1
d39,fact_00017_Abdulqawi Yusuf,0,0,,1
d40,fact_00017_Abdulqawi Yusuf,4,0,0.0,0
d41,fact_00017_Abdulqawi Yusuf,0,0,,1
d42,fact_00017_Abdulqawi Yusuf,2,0,0.0,0
d43,fact_00017_Abdulqawi Yusuf,0,0,,1
d44,fact_00017_Abdulqawi Yusuf,0,0,,1
d45,fact_00017_Abdulqawi Yusuf,0,0,,1
d46,fact_00017_Abdulqawi Yusuf,7,0,0.0,0
d47,fact_00017_Abdulqawi Yusuf,1,0,0.0,0
d48,fact_00017_Abdulqawi Yusuf,0,0,,1
d49,fact_00017_Abdulqawi Yusuf,0,0,,1
d50,fact_00017_Abdulqawi Yusuf,0,0,,1
d51,fact_00017_Abdulqawi Yusuf,0,0,,1
d52,fact_00017_Abdulqawi Yusuf,4,1,0.25,0
d53,fact_00017_Abdulqawi Yusuf,0,0,,1
d54,fact_00017_Abdulqawi Yusuf,0,0,,1
d55,fact_00017_Abdulqawi Yusuf,9,0,0.0,0
d56,fact_00017_Abdulqawi Yusuf,0,0,,1
d57,fact_00017_Abdulqawi Yusuf,0,0,,1
d58,fact_00017_Abdulqawi Yusuf,0,0,,1
d59,fact_00017_Abdulqawi Yusuf,0,0,,1
d60,fact_00017_Abdulqawi Yusuf,0,0,,1
d61,fact_00017_Abdulqawi Yusuf,16,1,0.0625,0
d62,fact_00017_Abdulqawi Yusuf,0,0,,1
d63,fact_00017_Abdulqawi Yusuf,3,0,0.0,0
d00,fact_00025_Carlos P. Romulo,12,1,0.083333,0
d01,fact_00025_Carlos P. Romulo,0,0,,1
d02,fact_00025_Carlos P. Romulo,0,0,,1
d03,fact_00025_Carlos P. Romulo,0,0,,1
d04,fact_00025_Carlos P. Romulo,4,0,0.0,0
d05,fact_00025_Carlos P. Romulo,0,0,,1
d06,fact_00025_Carlos P. Romulo,0,0,,1
d07,fact_00025_Carlos P. Romulo,0,0,,1
d08,fact_00025_Carlos P. Romulo,0,0,,1
d09,fact_00025_Carlos P. Romulo,0,0,,1
d10,fact_00025_Carlos P. Romulo,10,4,0.4,0
d11,fact_00025_Carlos P. Romulo,0,0,,1
d12,fact_00025_Carlos P. Romulo,0,0,,1
d13,fact_00025_Carlos P. Romulo,8,0,0.0,0
d14,fact_00025_Carlos P. Romulo,0,0,,1
d15,fact_00025_Carlos P. Romulo,0,0,,1
d16,fact_00025_Carlos P. Romulo,0,0,,1
d17,fact_00025_Carlos P. Romulo,0,0,,1
d18,fact_00025_Carlos P. Romulo,8,0,0.0,0
d19,fact_00025_Carlos P. Romulo,0,0,,1
d20,fact_00025_Carlos P. Romulo,0,0,,1
d21,fact_00025_Carlos P. Romulo,0,0,,1
d22,fact_00025_Carlos P. Romulo,6,1,0.166667,0
d23,fact_00025_Carlos P. Romulo,7,0,0.0,0
d24,fact_00025_Carlos P. Romulo,0,0,,1
d25,fact_00025_Carlos P. Romulo,15,0,0.0,0
d26,fact_00025_Carlos P. Romulo,0,0,,1
d27,fact_00025_Carlos P. Romulo,0,0,,1
d28,fact_00025_Carlos P. Romulo,4,0,0.0,0
d29,fact_00025_Carlos P. Romulo,0,0,,1
d30,fact_00025_Carlos P. Romulo,0,0,,1
d31,fact_00025_Carlos P. Romulo,0,0,,1
d32,fact_00025_Carlos P. Romulo,6,0,0.0,0
d33,fact_00025_Carlos P. Romulo,0,0,,1
d34,fact_00025_Carlos P. Romulo,0,0,,1
d35,fact_00025_Carlos P. Romulo,18,0,0.0,0
d36,fact_00025_Carlos P. Romulo,0,0,,1
d37,fact_00025_Carlos P. Romulo,0,0,,1
d38,fact_00025_Carlos P. Romulo,0,0,,1
d39,fact_00025_Carlos P. Romulo,0,0,,1
d40,fact_00025_Carlos P. Romulo,0,0,,1
d41,fact_00025_Carlos P. Romulo,2,0,0.0,0
d42,fact_00025_Carlos P. Romulo,0,0,,1
d43,fact_00025_Carlos P. Romulo,1,0,0.0,0
d44,fact_00025_Carlos P. Romulo,6,0,0.0,0
d45,fact_00025_Carlos P. Romulo,11,0,0.0,0
d46,fact_00025_Carlos P. Romulo,0,0,,1
d47,fact_00025_Carlos P. Romulo,0,0,,1
d48,fact_00025_Carlos P. Romulo,0,0,,1
d49,fact_00025_Carlos P. Romulo,0,0,,1
d50,fact_00025_Carlos P. Romulo,0,0,,1
d51,fact_00025_Carlos P. Romulo,0,0,,1
d52,fact_00025_Carlos P. Romulo,0,0,,1
d53,fact_00025_Carlos P. Romulo,0,0,,1
d54,fact_00025_Carlos P. Romulo,0,0,,1
d55,fact_00025_Carlos P. Romulo,0,0,,1
d56,fact_00025_Carlos P. Romulo,0,0,,1
d57,fact_00025_Carlos P. Romulo,13,1,0.076923,0
d58,fact_00025_Carlos P. Romulo,0,0,,1
d59,fact_00025_Carlos P. Romulo,0,0,,1
d60,fact_00025_Carlos P. Romulo,0,0,,1
d61,fact_00025_Carlos P. Romulo,11,1,0.090909,0
d62,fact_00025_Carlos P. Romulo,0,0,,1
d63,fact_00025_Carlos P. Romulo,5,0,0.0,0
d00,fact_00027_Arthur Ewert,0,0,,1
d01,fact_00027_Arthur Ewert,0,0,,1
d02,fact_00027_Arthur Ewert,9,1,0.111111,0
d03,fact_00027_Arthur Ewert,11,0,0.0,0
d04,fact_00027_Arthur Ewert,1,0,0.0,0
d05,fact_00027_Arthur Ewert,6,0,0.0,0
d06,fact_00027_Arthur Ewert,0,0,,1
d07,fact_00027_Arthur Ewert,5,0,0.0,0
d08,fact_00027_Arthur Ewert,8,0,0.0,0
d09,fact_00027_Arthur Ewert,6,0,0.0,0
d10,fact_00027_Arthur Ewert,18,0,0.0,0
d11,fact_00027_Arthur Ewert,0,0,,1
d12,fact_00027_Arthur Ewert,1,0,0.0,0
d13,fact_00027_Arthur Ewert,0,0,,1
d14,fact_00027_Arthur Ewert,0,0,,1
d15,fact_00027_Arthur Ewert,0,0,,1
d16,fact_00027_Arthur Ewert,12,0,0.0,0
d17,fact_00027_Arthur Ewert,0,0,,1
d18,fact_00027_Arthur Ewert,3,0,0.0,0
d19,fact_00027_Arthur Ewert,2,0,0.0,0
d20,fact_00027_Arthur Ewert,0,0,,1
d21,fact_00027_Arthur Ewert,0,0,,1
d22,fact_00027_Arthur Ewert,7,0,0.0,0
d23,fact_00027_Arthur Ewert,17,0,0.0,0
d24,fact_00027_Arthur Ewert,3,0,0.0,0
d25,fact_00027_Arthur Ewert,8,0,0.0,0
d26,fact_00027_Arthur Ewert,8,0,0.0,0
d27,fact_00027_Arthur Ewert,1,0,0.0,0
d28,fact_00027_Arthur Ewert,16,0,0.0,0
d29,fact_00027_Arthur Ewert,0,0,,1
d30,fact_00027_Arthur Ewert,6,0,0.0,0
d31,fact_00027_Arthur Ewert,0,0,,1
d32,fact_00027_Arthur Ewert,0,0,,1
d33,fact_00027_Arthur Ewert,0,0,,1
d34,fact_00027_Arthur Ewert,15,0,0.0,0
d35,fact_00027_Arthur Ewert,0,0,,1
d36,fact_00027_Arthur Ewert,5,0,0.0,0
d37,fact_00027_Arthur Ewert,1,0,0.0,0
d38,fact_00027_Arthur Ewert,2,0,0.0,0
d39,fact_00027_Arthur Ewert,17,0,0.0,0
d40,fact_00027_Arthur Ewert,0,0,,1
d41,fact_00027_Arthur Ewert,17,1,0.058824,0
d42,fact_00027_Arthur Ewert,0,0,,1
d43,fact_00027_Arthur Ewert,0,0,,1
d44,fact_00027_Arthur Ewert,0,0,,1
d45,fact_00027_Arthur Ewert,6,0,0.0,0
d46,fact_00027_Arthur Ewert,0,0,,1
d47,fact_00027_Arthur Ewert,0,0,,1
d48,fact_00027_Arthur Ewert,0,0,,1
d49,fact_00027_Arthur Ewert,0,0,,1
d50,fact_00027_Arthur Ewert,0,0,,1
d51,fact_00027_Arthur Ewert,10,0,0.0,0
d52,fact_00027_Arthur Ewert,0,0,,1
d53,fact_00027_Arthur Ewert,10,0,0.0,0
d54,fact_00027_Arthur Ewert,0,0,,1
d55,fact_00027_Arthur Ewert,6,0,0.0,0
