arm,prompt_id,n_facts,n_supported,precision,abstained
d36,fact_00227_Alf Garland,0,0,,1
d37,fact_00227_Alf Garland,0,0,,1
d38,fact_00227_Alf Garland,6,1,0.166667,0
d39,fact_00227_Alf Garland,7,0,0.0,0
d40,fact_00227_Alf Garland,5,0,0.0,0
d41,fact_00227_Alf Garland,0,0,,1
d42,fact_00227_Alf Garland,0,0,,1
d43,fact_00227_Alf Garland,8,0,0.0,0
d44,fact_00227_Alf Garland,0,0,,1
d45,fact_00227_Alf Garland,16,0,0.0,0
d46,fact_00227_Alf Garland,4,1,0.25,0
d47,fact_00227_Alf Garland,4,0,0.0,0
d48,fact_00227_Alf Garland,0,0,,1
d49,fact_00227_Alf Garland,1,0,0.0,0
d50,fact_00227_Alf Garland,6,0,0.0,0
d51,fact_00227_Alf Garland,0,0,,1
d52,fact_00227_Alf Garland,3,0,0.0,0
d53,fact_00227_Alf Garland,6,0,0.0,0
d54,fact_00227_Alf Garland,1,0,0.0,0
d55,fact_00227_Alf Garland,6,0,0.0,0
d56,fact_00227_Alf Garland,0,0,,1
d57,fact_00227_Alf Garland,0,0,,1
d58,fact_00227_Alf Garland,0,0,,1
d59,fact_00227_Alf Garland,5,0,0.0,0
d60,fact_00227_Alf Garland,12,0,0.0,0
d61,fact_00227_Alf Garland,14,0,0.0,0
d62,fact_00227_Alf Garland,0,0,,1
d63,fact_00227_Alf Garland,2,0,0.0,0
d00,fact_00230_Abdul Ilah Khatib,7,0,0.0,0
d01,fact_00230_Abdul Ilah Khatib,2,0,0.0,0
d02,fact_00230_Abdul Ilah Khatib,0,0,,1
d03,fact_00230_Abdul Ilah Khatib,3,0,0.0,0
d04,fact_00230_Abdul Ilah Khatib,12,0,0.0,0
d05,fact_00230_Abdul Ilah Khatib,2,0,0.0,0
d06,fact_00230_Abdul Ilah Khatib,0,0,,1
d07,fact_00230_Abdul Ilah Khatib,5,0,0.0,0
d08,fact_00230_Abdul Ilah Khatib,0,0,,1
d09,fact_00230_Abdul Ilah Khatib,0,0,,1
d10,fact_00230_Abdul Ilah Khatib,0,0,,1
d11,fact_00230_Abdul Ilah Khatib,0,0,,1
d12,fact_00230_Abdul Ilah Khatib,0,0,,1
d13,fact_00230_Abdul Ilah Khatib,17,0,0.0,0
d14,fact_00230_Abdul Ilah Khatib,0,0,,1
d15,fact_00230_Abdul Ilah Khatib,5,0,0.0,0
d16,fact_00230_Abdul Ilah Khatib,1,0,0.0,0
d17,fact_00230_Abdul Ilah Khatib,0,0,,1
d18,fact_00230_Abdul Ilah Khatib,8,0,0.0,0
d19,fact_00230_Abdul Ilah Khatib,0,0,,1
d20,fact_00230_Abdul Ilah Khatib,7,0,0.0,0
d21,fact_00230_Abdul Ilah Khatib,0,0,,1
d22,fact_00230_Abdul Ilah Khatib,0,0,,1
d23,fact_00230_Abdul Ilah Khatib,0,0,,1
d24,fact_00230_Abdul Ilah Khatib,0,0,,1
d25,fact_00230_Abdul Ilah Khatib,0,0,,1
d26,fact_00230_Abdul Ilah Khatib,0,0,,1
d27,fact_00230_Abdul Ilah Khatib,0,0,,1
d28,fact_00230_Abdul Ilah Khatib,4,0,0.0,0
d29,fact_00230_Abdul Ilah Khatib,0,0,,1
d30,fact_00230_Abdul Ilah Khatib,0,0,,1
d31,fact_00230_Abdul Ilah Khatib,4,1,0.25,0
d32,fact_00230_Abdul Ilah Khatib,0,0,,1
d33,fact_00230_Abdul Ilah Khatib,0,0,,1
d34,fact_00230_Abdul Ilah Khatib,0,0,,1
d35,fact_00230_Abdul Ilah Khatib,6,0,0.0,0
d36,fact_00230_Abdul Ilah Khatib,8,0,0.0,0
d37,fact_00230_Abdul Ilah Khatib,0,0,,1
d38,fact_00230_Abdul Ilah Khatib,9,0,0.0,0
d39,fact_00230_Abdul Ilah Khatib,0,0,,1
d40,fact_00230_Abdul Ilah Khatib,11,1,0.090909,0
d41,fact_00230_Abdul Ilah Khatib,0,0,,1
d42,fact_00230_Abdul Ilah Khatib,1,1,1.0,0
d43,fact_00230_Abdul Ilah Khatib,10,0,0.0,0
d44,fact_00230_Abdul Ilah Khatib,1,0,0.0,0
d45,fact_00230_Abdul Ilah Khatib,11,0,0.0,0
d46,fact_00230_Abdul Ilah Khatib,7,0,0.0,0
d47,fact_00230_Abdul Ilah Khatib,0,0,,1
d48,fact_00230_Abdul Ilah Khatib,12,0,0.0,0
d49,fact_00230_Abdul Ilah Khatib,0,0,,1
d50,fact_00230_Abdul Ilah Khatib,0,0,,1
d51,fact_00230_Abdul Ilah Khatib,21,1,0.047619,0
d52,fact_00230_Abdul Ilah Khatib,0,0,,1
d53,fact_00230_Abdul Ilah Khatib,0,0,,1
d54,fact_00230_Abdul Ilah Khatib,4,0,0.0,0
d55,fact_00230_Abdul Ilah Khatib,3,0,0.0,0
d56,fact_00230_Abdul Ilah Khatib,7,1,0.142857,0
d57,fact_00230_Abdul Ilah Khatib,2,0,0.0,0
d58,fact_00230_Abdul Ilah Khatib,7,0,0.0,0
d59,fact_00230_Abdul Ilah Khatib,0,0,,1
d60,fact_00230_Abdul Ilah Khatib,0,0,,1
d61,fact_00230_Abdul Ilah Khatib,9,0,0.0,0
d62,fact_00230_Abdul Ilah Khatib,3,0,0.0,0
d63,fact_00230_Abdul Ilah Khatib,6,0,0.0,0
d00,fact_00239_Bif Naked,0,0,,1
d01,fact_00239_Bif Naked,0,0,,1
d02,fact_00239_Bif Naked,0,0,,1
d03,fact_00239_Bif Naked,0,0,,1
d04,fact_00239_Bif Naked,8,1,0.125,0
d05,fact_00239_Bif Naked,0,0,,1
d06,fact_00239_Bif Naked,0,0,,1
d07,fact_00239_Bif Naked,0,0,,1
d08,fact_00239_Bif Naked,0,0,,1
d09,fact_00239_Bif Naked,1,0,0.0,0
d10,fact_00239_Bif Naked,8,0,0.0,0
d11,fact_00239_Bif Naked,0,0,,1
d12,fact_00239_Bif Naked,0,0,,1
d13,fact_00239_Bif Naked,0,0,,1
d14,fact_00239_Bif Naked,0,0,,1
d15,fact_00239_Bif Naked,0,0,,1
d16,fact_00239_Bif Naked,0,0,,1
d17,fact_00239_Bif Naked,3,0,0.0,0
d18,fact_00239_Bif Naked,2,0,0.0,0
d19,fact_00239_Bif Naked,1,0,0.0,0
d20,fact_00239_Bif Naked,2,0,0.0,0
d21,fact_00239_Bif Naked,0,0,,1
d22,fact_00239_Bif Naked,1,0,0.0,0
d23,fact_00239_Bif Naked,0,0,,1
d24,fact_00239_Bif Naked,0,0,,1
d25,fact_00239_Bif Naked,0,0,,1
d26,fact_00239_Bif Naked,3,0,0.0,0
d27,fact_00239_Bif Naked,8,0,0.0,0
d28,fact_00239_Bif Naked,0,0,,1
d29,fact_00239_Bif Naked,0,0,,1
d30,fact_00239_Bif Naked,0,0,,1
d31,fact_00239_Bif Naked,0,0,,1
d32,fact_00239_Bif Naked,0,0,,1
d33,fact_00239_Bif Naked,0,0,,1
d34,fact_00239_Bif Naked,0,0,,1
d35,fact_00239_Bif Naked,0,0,,1
d36,fact_00239_Bif Naked,0,0,,1
d37,fact_00239_Bif Naked,11,0,0.0,0
d38,fact_00239_Bif Naked,0,0,,1
d39,fact_00239_Bif Naked,0,0,,1
d40,fact_00239_Bif Naked,5,0,0.0,0
d41,fact_00239_Bif Naked,2,2,1.0,0
d42,fact_00239_Bif Naked,0,0,,1
d43,fact_00239_Bif Naked,0,0,,1
d44,fact_00239_Bif Naked,0,0,,1
d45,fact_00239_Bif Naked,0,0,,1
d46,fact_00239_Bif Naked,5,0,0.0,0
d47,fact_00239_Bif Naked,0,0,,1
d48,fact_00239_Bif Naked,0,0,,1
d49,fact_00239_Bif Naked,2,0,0.0,0
d50,fact_00239_Bif Naked,0,0,,1
d51,fact_00239_Bif Naked,0,0,,1
d52,fact_00239_Bif Naked,0,0,,1
d53,fact_00239_Bif Naked,0,0,,1
d54,fact_00239_Bif Naked,0,0,,1
d55,fact_00239_Bif Naked,9,1,0.111111,0
d56,fact_00239_Bif Naked,0,0,,1
d57,fact_00239_Bif Naked,10,2,0.2,0
d58,fact_00239_Bif Naked,0,0,,1
d59,fact_00239_Bif Naked,1,0,0.0,0
d60,fact_00239_Bif Naked,0,0,,1
d61,fact_00239_Bif Naked,17,1,0.058824,0
d62,fact_00239_Bif Naked,7,0,0.0,0
d63,fact_00239_Bif Naked,1,1,1.0,0
d00,fact_00245_Dominique Blake,14,0,0.0,0
d01,fact_00245_Dominique Blake,7,0,0.0,0
d02,fact_00245_Dominique Blake,9,0,0.0,0
d03,fact_00245_Dominique Blake,0,0,,1
d04,fact_00245_Dominique Blake,16,0,0.0,0
d05,fact_00245_Dominique Blake,0,0,,1
d06,fact_00245_Dominique Blake,2,0,0.0,0
d07,fact_00245_Dominique Blake,3,0,0.0,0
d08,fact_00245_Dominique Blake,2,0,0.0,0
d09,fact_00245_Dominique Blake,9,1,0.111111,0
d10,fact_00245_Dominique Blake,0,0,,1
d11,fact_00245_Dominique Blake,4,1,0.25,0
d12,fact_00245_Dominique Blake,0,0,,1
d13,fact_00245_Dominique Blake,8,0,0.0,0
d14,fact_00245_Dominique Blake,0,0,,1
d15,fact_00245_Dominique Blake,8,0,0.0,0
d16,fact_00245_Dominique Blake,0,0,,1
d17,fact_00245_Dominique Blake,6,0,0.0,0
d18,fact_00245_Dominique Blake,2,0,0.0,0
d19,fact_00245_Dominique Blake,1,0,0.0,0
d20,fact_00245_Dominique Blake,4,0,0.0,0
d21,fact_00245_Dominique Blake,7,0,0.0,0
d22,fact_00245_Dominique Blake,1,0,0.0,0
d23,fact_00245_Dominique Blake,3,0,0.0,0
d24,fact_00245_Dominique Blake,0,0,,1
d25,fact_00245_Dominique Blake,0,0,,1
d26,fact_00245_Dominique Blake,6,0,0.0,0
d27,fact_00245_Dominique Blake,2,0,0.0,0
d28,fact_00245_Dominique Blake,4,0,0.0,0
d29,fact_00245_Dominique Blake,22,0,0.0,0
d30,fact_00245_Dominique Blake,5,1,0.2,0
d31,fact_00245_Dominique Blake,17,0,0.0,0
d32,fact_00245_Dominique Blake,0,0,,1
d33,fact_00245_Dominique Blake,0,0,,1
d34,fact_00245_Dominique Blake,0,0,,1
d35,fact_00245_Dominique Blake,3,0,0.0,0
d36,fact_00245_Dominique Blake,5,0,0.0,0
d37,fact_00245_Dominique Blake,10,0,0.0,0
d38,fact_00245_Dominique Blake,9,0,0.0,0
d39,fact_00245_Dominique Blake,0,0,,1
d40,fact_00245_Dominique Blake,6,0,0.0,0
d41,fact_00245_Dominique Blake,14,1,0.071429,0
d42,fact_00245_Dominique Blake,9,0,0.0,0
d43,fact_00245_Dominique Blake,4,0,0.0,0
d44,fact_00245_Dominique Blake,4,0,0.0,0
d45,fact_00245_Dominique Blake,0,0,,1
d46,fact_00245_Dominique Blake,1,0,0.0,0
d47,fact_00245_Dominique Blake,4,0,0.0,0
d48,fact_00245_Dominique Blake,0,0,,1
d49,fact_00245_Dominique Blake,2,0,0.0,0
d50,fact_00245_Dominique Blake,14,0,0.0,0
d51,fact_00245_Dominique Blake,0,0,,1
d52,fact_00245_Dominique Blake,13,0,0.0,0
d53,fact_00245_Dominique Blake,10,0,0.0,0
d54,fact_00245_Dominique Blake,16,0,0.0,0
d55,fact_00245_Dominique Blake,0,0,,1
d56,fact_00245_Dominique Blake,3,0,0.0,0
d57,fact_00245_Dominique Blake,7,0,0.0,0
d58,fact_00245_Dominique Blake,4,0,0.0,0
d59,fact_00245_Dominique Blake,8,0,0.0,0
d60,fact_00245_Dominique Blake,16,0,0.0,0
d61,fact_00245_Dominique Blake,0,0,,1
d62,fact_00245_Dominique Blake,3,0,0.0,0
d63,fact_00245_Dominique Blake,0,0,,1
d00,fact_00247_Diafra Sakho,0,0,,1
d01,fact_00247_Diafra Sakho,0,0,,1
d02,fact_00247_Diafra Sakho,0,0,,1
d03,fact_00247_Diafra Sakho,0,0,,1
d04,fact_00247_Diafra Sakho,0,0,,1
d05,fact_00247_Diafra Sakho,0,0,,1
d06,fact_00247_Diafra Sakho,0,0,,1
d07,fact_00247_Diafra Sakho,1,0,0.0,0
d08,fact_00247_Diafra Sakho,0,0,,1
d09,fact_00247_Diafra Sakho,0,0,,1
d10,fact_00247_Diafra Sakho,0,0,,1
d11,fact_00247_Diafra Sakho,0,0,,1
d12,fact_00247_Diafra Sakho,0,0,,1
d13,fact_00247_Diafra Sakho,2,0,0.0,0
d14,fact_00247_Diafra Sakho,3,0,0.0,0
d15,fact_00247_Diafra Sakho,0,0,,1
d16,fact_00247_Diafra Sakho,0,0,,1
d17,fact_00247_Diafra Sakho,0,0,,1
d18,fact_00247_Diafra Sakho,15,0,0.0,0
d19,fact_00247_Diafra Sakho,0,0,,1
d20,fact_00247_Diafra Sakho,0,0,,1
d21,fact_00247_Diafra Sakho,0,0,,1
d22,fact_00247_Diafra Sakho,0,0,,1
d23,fact_00247_Diafra Sakho,0,0,,1
d24,fact_00247_Diafra Sakho,0,0,,1
d25,fact_00247_Diafra Sakho,0,0,,1
d26,fact_00247_Diafra Sakho,9,0,0.0,0
d27,fact_00247_Diafra Sakho,0,0,,1
d28,fact_00247_Diafra Sakho,0,0,,1
d29,fact_00247_Diafra Sakho,7,0,0.0,0
d30,fact_00247_Diafra Sakho,0,0,,1
d31,fact_00247_Diafra Sakho,0,0,,1
d32,fact_00247_Diafra Sakho,5,0,0.0,0
d33,fact_00247_Diafra Sakho,0,0,,1
d34,fact_00247_Diafra Sakho,0,0,,1
d35,fact_00247_Diafra Sakho,0,0,,1
d36,fact_00247_Diafra Sakho,0,0,,1
d37,fact_00247_Diafra Sakho,0,0,,1
d38,fact_00247_Diafra Sakho,0,0,,1
d39,fact_00247_Diafra Sakho,0,0,,1
d40,fact_00247_Diafra Sakho,6,0,0.0,0
d41,fact_00247_Diafra Sakho,0,0,,1
d42,fact_00247_Diafra Sakho,0,0,,1
d43,fact_00247_Diafra Sakho,0,0,,1
d44,fact_00247_Diafra Sakho,7,0,0.0,0
d45,fact_00247_Diafra Sakho,0,0,,1
d46,fact_00247_Diafra Sakho,0,0,,1
d47,fact_00247_Diafra Sakho,0,0,,1
d48,fact_00247_Diafra Sakho,0,0,,1
d49,fact_00247_Diafra Sakho,0,0,,1
d50,fact_00247_Diafra Sakho,3,1,0.333333,0
d51,fact_00247_Diafra Sakho,9,1,0.111111,0
d52,fact_00247_Diafra Sakho,5,0,0.0,0
d53,fact_00247_Diafra Sakho,13,1,0.076923,0
d54,fact_00247_Diafra Sakho,0,0,,1
d55,fact_00247_Diafra Sakho,0,0,,1
d56,fact_00247_Diafra Sakho,0,0,,1
d57,fact_00247_Diafra Sakho,4,0,0.0,0
d58,fact_00247_Diafra Sakho,0,0,,1
d59,fact_00247_Diafra Sakho,0,0,,1
d60,fact_00247_Diafra Sakho,0,0,,1
d61,fact_00247_Diafra Sakho,0,0,,1
d62,fact_00247_Diafra Sakho,0,0,,1
d63,fact_00247_Diafra Sakho,0,0,,1
d00,fact_00249_Fahadh Faasil,0,0,,1
d01,fact_00249_Fahadh Faasil,0,0,,1
d02,fact_00249_Fahadh Faasil,0,0,,1
d03,fact_00249_Fahadh Faasil,0,0,,1
d04,fact_00249_Fahadh Faasil,0,0,,1
d05,fact_00249_Fahadh Faasil,6,0,0.0,0
d06,fact_00249_Fahadh Faasil,0,0,,1
d07,fact_00249_Fahadh Faasil,0,0,,1
d08,fact_00249_Fahadh Faasil,0,0,,1
d09,fact_00249_Fahadh Faasil,8,0,0.0,0
d10,fact_00249_Fahadh Faasil,11,0,0.0,0
d11,fact_00249_Fahadh Faasil,0,0,,1
d12,fact_00249_Fahadh Faasil,0,0,,1
d13,fact_00249_Fahadh Faasil,0,0,,1
d14,fact_00249_Fahadh Faasil,0,0,,1
d15,fact_00249_Fahadh Faasil,3,1,0.333333,0
d16,fact_00249_Fahadh Faasil,4,1,0.25,0
d17,fact_00249_Fahadh Faasil,0,0,,1
d18,fact_00249_Fahadh Faasil,0,0,,1
d19,fact_00249_Fahadh Faasil,0,0,,1
d20,fact_00249_Fahadh Faasil,0,0,,1
d21,fact_00249_Fahadh Faasil,12,0,0.0,0
d22,fact_00249_Fahadh Faasil,8,0,0.0,0
d23,fact_00249_Fahadh Faasil,0,0,,1
d24,fact_00249_Fahadh Faasil,0,0,,1
d25,fact_00249_Fahadh Faasil,0,0,,1
d26,fact_00249_Fahadh Faasil,23,1,0.043478,0
d27,fact_00249_Fahadh Faasil,0,0,,1
d28,fact_00249_Fahadh Faasil,11,0,0.0,0
d29,fact_00249_Fahadh Faasil,0,0,,1
d30,fact_00249_Fahadh Faasil,2,0,0.0,0
d31,fact_00249_Fahadh Faasil,0,0,,1
d32,fact_00249_Fahadh Faasil,0,0,,1
d33,fact_00249_Fahadh Faasil,0,0,,1
d34,fact_00249_Fahadh Faasil,2,0,0.0,0
d35,fact_00249_Fahadh Faasil,4,0,0.0,0
d36,fact_00249_Fahadh Faasil,0,0,,1
d37,fact_00249_Fahadh Faasil,0,0,,1
d38,fact_00249_Fahadh Faasil,0,0,,1
d39,fact_00249_Fahadh Faasil,0,0,,1
d40,fact_00249_Fahadh Faasil,1,0,0.0,0
d41,fact_00249_Fahadh Faasil,0,0,,1
d42,fact_00249_Fahadh Faasil,0,0,,1
d43,fact_00249_Fahadh Faasil,4,0,0.0,0
d44,fact_00249_Fahadh Faasil,0,0,,1
d45,fact_00249_Fahadh Faasil,0,0,,1
d46,fact_00249_Fahadh Faasil,0,0,,1
d47,fact_00249_Fahadh Faasil,0,0,,1
d48,fact_00249_Fahadh Faasil,7,1,0.142857,0
d49,fact_00249_Fahadh Faasil,0,0,,1
d50,fact_00249_Fahadh Faasil,2,0,0.0,0
d51,fact_00249_Fahadh Faasil,0,0,,1
d52,fact_00249_Fahadh Faasil,2,0,0.0,0
d53,fact_00249_Fahadh Faasil,0,0,,1
d54,fact_00249_Fahadh Faasil,0,0,,1
d55,fact_00249_Fahadh Faasil,0,0,,1
d56,fact_00249_Fahadh Faasil,0,0,,1
d57,fact_00249_Fahadh Faasil,0,0,,1
d58,fact_00249_Fahadh Faasil,0,0,,1
d59,fact_00249_Fahadh Faasil,0,0,,1
d60,fact_00249_Fahadh Faasil,0,0,,1
d61,fact_00249_Fahadh Faasil,0,0,,1
d62,fact_00249_Fahadh Faasil,0,0,,1
d63,fact_00249_Fahadh Faasil,1,0,0.0,0
d00,fact_00250_Dr. Dre,0,0,,1
d01,fact_00250_Dr. Dre,10,2,0.2,0
d02,fact_00250_Dr. Dre,15,0,0.0,0
d03,fact_00250_Dr. Dre,5,1,0.2,0
d04,fact_00250_Dr. Dre,7,1,0.142857,0
d05,fact_00250_Dr. Dre,0,0,,1
d06,fact_00250_Dr. Dre,0,0,,1
d07,fact_00250_Dr. Dre,10,1,0.1,0
d08,fact_00250_Dr. Dre,12,3,0.25,0
d09,fact_00250_Dr. Dre,0,0,,1
d10,fact_00250_Dr. Dre,0,0,,1
d11,fact_00250_Dr. Dre,15,2,0.133333,0
d12,fact_00250_Dr. Dre,8,4,0.5,0
d13,fact_00250_Dr. Dre,11,2,0.181818,0
d14,fact_00250_Dr. Dre,0,0,,1
d15,fact_00250_Dr. Dre,0,0,,1
d16,fact_00250_Dr. Dre,0,0,,1
d17,fact_00250_Dr. Dre,0,0,,1
d18,fact_00250_Dr. Dre,0,0,,1
d19,fact_00250_Dr. Dre,0,0,,1
d20,fact_00250_Dr. Dre,0,0,,1
d21,fact_00250_Dr. Dre,0,0,,1
d22,fact_00250_Dr. Dre,0,0,,1
d23,fact_00250_Dr. Dre,0,0,,1
d24,fact_00250_Dr. Dre,6,0,0.0,0
d25,fact_00250_Dr. Dre,0,0,,1
d26,fact_00250_Dr. Dre,3,2,0.666667,0
d27,fact_00250_Dr. Dre,0,0,,1
d28,fact_00250_Dr. Dre,0,0,,1
d29,fact_00250_Dr. Dre,9,4,0.444444,0
d30,fact_00250_Dr. Dre,0,0,,1
d31,fact_00250_Dr. Dre,0,0,,1
d32,fact_00250_Dr. Dre,0,0,,1
d33,fact_00250_Dr. Dre,0,0,,1
d34,fact_00250_Dr. Dre,0,0,,1
d35,fact_00250_Dr. Dre,0,0,,1
d36,fact_00250_Dr. Dre,5,1,0.2,0
d37,fact_00250_Dr. Dre,0,0,,1
d38,fact_00250_Dr. Dre,4,0,0.0,0
d39,fact_00250_Dr. Dre,0,0,,1
d40,fact_00250_Dr. Dre,0,0,,1
d41,fact_00250_Dr. Dre,10,0,0.0,0
d42,fact_00250_Dr. Dre,20,3,0.15,0
d43,fact_00250_Dr. Dre,0,0,,1
d44,fact_00250_Dr. Dre,0,0,,1
d45,fact_00250_Dr. Dre,0,0,,1
d46,fact_00250_Dr. Dre,0,0,,1
d47,fact_00250_Dr. Dre,0,0,,1
d48,fact_00250_Dr. Dre,0,0,,1
d49,fact_00250_Dr. Dre,0,0,,1
d50,fact_00250_Dr. Dre,10,0,0.0,0
d51,fact_00250_Dr. Dre,0,0,,1
d52,fact_00250_Dr. Dre,0,0,,1
d53,fact_00250_Dr. Dre,0,0,,1
d54,fact_00250_Dr. Dre,17,7,0.411765,0
d55,fact_00250_Dr. Dre,0,0,,1
d56,fact_00250_Dr. Dre,10,5,0.5,0
d57,fact_00250_Dr. Dre,0,0,,1
d58,fact_00250_Dr. Dre,0,0,,1
d59,fact_00250_Dr. Dre,0,0,,1
d60,fact_00250_Dr. Dre,0,0,,1
d61,fact_00250_Dr. Dre,8,1,0.125,0
d62,fact_00250_Dr. Dre,3,1,0.333333,0
d63,fact_00250_Dr. Dre,0,0,,1
d00,fact_00255_Caitlin Lowe,1,0,0.0,0
d01,fact_00255_Caitlin Lowe,0,0,,1
d02,fact_00255_Caitlin Lowe,0,0,,1
d03,fact_00255_Caitlin Lowe,10,0,0.0,0
d04,fact_00255_Caitlin Lowe,4,0,0.0,0
d05,fact_00255_Caitlin Lowe,5,0,0.0,0
d06,fact_00255_Caitlin Lowe,0,0,,1
d07,fact_00255_Caitlin Lowe,5,0,0.0,0
d08,fact_00255_Caitlin Lowe,0,0,,1
d09,fact_00255_Caitlin Lowe,0,0,,1
d10,fact_00255_Caitlin Lowe,0,0,,1
d11,fact_00255_Caitlin Lowe,0,0,,1
d12,fact_00255_Caitlin Lowe,0,0,,1
d13,fact_00255_Caitlin Lowe,15,1,0.066667,0
d14,fact_00255_Caitlin Lowe,12,0,0.0,0
d15,fact_00255_Caitlin Lowe,4,0,0.0,0
d16,fact_00255_Caitlin Lowe,3,0,0.0,0
d17,fact_00255_Caitlin Lowe,0,0,,1
d18,fact_00255_Caitlin Lowe,0,0,,1
d19,fact_00255_Caitlin Lowe,4,0,0.0,0
d20,fact_00255_Caitlin Lowe,8,1,0.125,0
d21,fact_00255_Caitlin Lowe,9,0,0.0,0
d22,fact_00255_Caitlin Lowe,0,0,,1
d23,fact_00255_Caitlin Lowe,0,0,,1
d24,fact_00255_Caitlin Lowe,4,0,0.0,0
d25,fact_00255_Caitlin Lowe,0,0,,1
d26,fact_00255_Caitlin Lowe,0,0,,1
d27,fact_00255_Caitlin Lowe,0,0,,1
d28,fact_00255_Caitlin Lowe,3,0,0.0,0
d29,fact_00255_Caitlin Lowe,0,0,,1
d30,fact_00255_Caitlin Lowe,0,0,,1
d31,fact_00255_Caitlin Lowe,0,0,,1
d32,fact_00255_Caitlin Lowe,0,0,,1
d33,fact_00255_Caitlin Lowe,6,0,0.0,0
d34,fact_00255_Caitlin Lowe,0,0,,1
d35,fact_00255_Caitlin Lowe,15,2,0.133333,0
d36,fact_00255_Caitlin Lowe,0,0,,1
d37,fact_00255_Caitlin Lowe,17,0,0.0,0
d38,fact_00255_Caitlin Lowe,1,0,0.0,0
d39,fact_00255_Caitlin Lowe,0,0,,1
d40,fact_00255_Caitlin Lowe,7,0,0.0,0
d41,fact_00255_Caitlin Lowe,4,0,0.0,0
d42,fact_00255_Caitlin Lowe,14,0,0.0,0
d43,fact_00255_Caitlin Lowe,3,0,0.0,0
d44,fact_00255_Caitlin Lowe,0,0,,1
d45,fact_00255_Caitlin Lowe,8,0,0.0,0
d46,fact_00255_Caitlin Lowe,2,0,0.0,0
d47,fact_00255_Caitlin Lowe,0,0,,1
d48,fact_00255_Caitlin Lowe,0,0,,1
d49,fact_00255_Caitlin Lowe,0,0,,1
d50,fact_00255_Caitlin Lowe,6,0,0.0,0
d51,fact_00255_Caitlin Lowe,6,0,0.0,0
d52,fact_00255_Caitlin Lowe,0,0,,1
d53,fact_00255_Caitlin Lowe,14,0,0.0,0
d54,fact_00255_Caitlin Lowe,7,1,0.142857,0
d55,fact_00255_Caitlin Lowe,0,0,,1
d56,fact_00255_Caitlin Lowe,0,0,,1
d57,fact_00255_Caitlin Lowe,16,1,0.0625,0
d58,fact_00255_Caitlin Lowe,0,0,,1
d59,fact_00255_Caitlin Lowe,13,0,0.0,0
d60,fact_00255_Caitlin Lowe,16,0,0.0,0
d61,fact_00255_Caitlin Lowe,0,0,,1
d62,fact_00255_Caitlin Lowe,0,0,,1
d63,fact_00255_Caitlin Lowe,7,0,0.0,0
d00,fact_00257_Camille Paulus,14,0,0.0,0
d01,fact_00257_Camille Paulus,3,0,0.0,0
d02,fact_00257_Camille Paulus,6,1,0.166667,0
d03,fact_00257_Camille Paulus,11,0,0.0,0
d04,fact_00257_Camille Paulus,0,0,,1
d05,fact_00257_Camille Paulus,14,0,0.0,0
d06,fact_00257_Camille Paulus,5,0,0.0,0
d07,fact_00257_Camille Paulus,0,0,,1
d08,fact_00257_Camille Paulus,0,0,,1
d09,fact_00257_Camille Paulus,0,0,,1
d10,fact_00257_Camille Paulus,5,0,0.0,0
d11,fact_00257_Camille Paulus,4,0,0.0,0
d12,fact_00257_Camille Paulus,0,0,,1
d13,fact_00257_Camille Paulus,0,0,,1
d14,fact_00257_Camille Paulus,12,0,0.0,0
d15,fact_00257_Camille Paulus,7,0,0.0,0
d16,fact_00257_Camille Paulus,2,0,0.0,0
d17,fact_00257_Camille Paulus,12,0,0.0,0
d18,fact_00257_Camille Paulus,6,0,0.0,0
d19,fact_00257_Camille Paulus,3,0,0.0,0
d20,fact_00257_Camille Paulus,3,2,0.666667,0
d21,fact_00257_Camille Paulus,16,0,0.0,0
d22,fact_00257_Camille Paulus,0,0,,1
d23,fact_00257_Camille Paulus,8,0,0.0,0
d24,fact_00257_Camille Paulus,0,0,,1
d25,fact_00257_Camille Paulus,0,0,,1
d26,fact_00257_Camille Paulus,0,0,,1
d27,fact_00257_Camille Paulus,0,0,,1
d28,fact_00257_Camille Paulus,0,0,,1
d29,fact_00257_Camille Paulus,0,0,,1
d30,fact_00257_Camille Paulus,8,0,0.0,0
d31,fact_00257_Camille Paulus,16,0,0.0,0
d32,fact_00257_Camille Paulus,0,0,,1
d33,fact_00257_Camille Paulus,4,0,0.0,0
d34,fact_00257_Camille Paulus,10,0,0.0,0
d35,fact_00257_Camille Paulus,3,0,0.0,0
d36,fact_00257_Camille Paulus,7,0,0.0,0
d37,fact_00257_Camille Paulus,0,0,,1
d38,fact_00257_Camille Paulus,7,0,0.0,0
d39,fact_00257_Camille Paulus,0,0,,1
d40,fact_00257_Camille Paulus,2,0,0.0,0
d41,fact_00257_Camille Paulus,5,0,0.0,0
d42,fact_00257_Camille Paulus,11,0,0.0,0
d43,fact_00257_Camille Paulus,9,0,0.0,0
d44,fact_00257_Camille Paulus,8,0,0.0,0
d45,fact_00257_Camille Paulus,0,0,,1
d46,fact_00257_Camille Paulus,0,0,,1
d47,fact_00257_Camille Paulus,0,0,,1
d48,fact_00257_Camille Paulus,0,0,,1
d49,fact_00257_Camille Paulus,2,0,0.0,0
d50,fact_00257_Camille Paulus,0,0,,1
d51,fact_00257_Camille Paulus,6,0,0.0,0
d52,fact_00257_Camille Paulus,0,0,,1
