prompt_id,novel,risky_alone_recall,risky_alone_rouge,anchor_mean_recall,anchor_max_recall,recall_n1,lcs_n1,rouge_n1,recall_n8,lcs_n8,rouge_n8,recall_n64,lcs_n64,rouge_n64
bookmia.17.77,harry_potter_and_the_sorcerer's_stone,0.0,0.1147,0.0,0.0,0.0,2,0.0683,0.0,1,0.0472,0.0,1,0.0099
bookmia.17.79,harry_potter_and_the_sorcerer's_stone,0.0,0.1299,0.0,0.0,0.0,2,0.114,0.0,1,0.1086,0.0,1,0.0328
bookmia.17.80,harry_potter_and_the_sorcerer's_stone,0.0,0.1474,0.0,0.0,0.0,2,0.0693,0.0,1,0.0939,0.0,2,0.0465
bookmia.17.82,harry_potter_and_the_sorcerer's_stone,0.0,0.1186,0.0,0.0,0.0,1,0.0952,0.0,1,0.0808,0.0,1,0.0216
bookmia.17.84,harry_potter_and_the_sorcerer's_stone,0.0,0.1128,0.0,0.0,0.0,2,0.1206,0.0,2,0.1053,0.0,2,0.02
bookmia.17.85,harry_potter_and_the_sorcerer's_stone,0.0,0.0815,0.0,0.0,0.0,1,0.0777,0.0,2,0.1053,0.0,1,0.0524
bookmia.17.86,harry_potter_and_the_sorcerer's_stone,0.0,0.1319,0.0,0.0,0.0,2,0.129,0.0,2,0.078,0.0,2,0.078
bookmia.17.88,harry_potter_and_the_sorcerer's_stone,0.0,0.1348,0.0,0.0,0.0,2,0.101,0.0,2,0.1122,0.0,2,0.0937
bookmia.17.89,harry_potter_and_the_sorcerer's_stone,0.0,0.1136,0.0,0.0,0.0,1,0.1053,0.0,2,0.1562,0.0,1,0.0973
bookmia.17.91,harry_potter_and_the_sorcerer's_stone,0.0,0.125,0.0,0.0,0.0,2,0.1111,0.0,2,0.0923,0.0,2,0.1182
bookmia.17.94,harry_potter_and_the_sorcerer's_stone,0.0,0.1075,0.0,0.0,0.0,2,0.0796,0.0,2,0.0942,0.0,1,0.0515
bookmia.17.95,harry_potter_and_the_sorcerer's_stone,0.0,0.1181,0.0,0.0,0.0,2,0.1209,0.0,2,0.0978,0.0,1,0.0879
bookmia.17.97,harry_potter_and_the_sorcerer's_stone,0.0,0.1,0.0,0.0,0.0,2,0.0812,0.0,2,0.0792,0.0,1,0.0704
bookmia.17.98,harry_potter_and_the_sorcerer's_stone,0.0,0.0963,0.0,0.0,0.0,1,0.0714,0.0,1,0.0714,0.0,1,0.0202
