prompt_id,n_aliases,s_anchor_nats,s_risky_nats,s_perm_nats
tqa_0090,20,9.627343,0.698816,12.247332
tqa_0091,4,4.653315,1.022312,11.600643
tqa_0092,14,7.449179,0.403668,14.431709
tqa_0093,9,11.477983,0.518600,11.224969
tqa_0094,25,8.192701,0.041873,20.457018
tqa_0095,7,9.049699,0.036075,9.675673
tqa_0096,4,9.083454,4.696239,11.949594
tqa_0097,12,5.482004,0.156278,8.611507
tqa_0098,11,1.627064,0.210220,12.220471
tqa_0099,6,7.225340,0.021838,17.948032
tqa_0100,4,10.315742,3.671662,14.111358
tqa_0101,4,12.127769,0.094289,11.032191
tqa_0102,6,4.714173,0.624843,8.182155
tqa_0103,9,6.057251,0.496074,20.997444
tqa_0104,3,10.070930,3.531177,16.152864
tqa_0105,5,8.913089,0.146212,18.285297
tqa_0106,4,2.020523,3.697042,18.671240
tqa_0107,7,4.704043,0.604721,11.565686
tqa_0108,31,3.845054,0.028346,19.023420
tqa_0109,9,8.095233,2.144151,15.305206
tqa_0110,44,0.397270,0.026894,28.791012
tqa_0111,4,7.004752,3.309014,13.592665
tqa_0112,25,2.816499,1.077373,11.676508
tqa_0113,2,3.863478,4.613384,29.309666
tqa_0114,4,12.904990,3.360214,23.627150
tqa_0115,4,10.675795,1.021094,10.699676
tqa_0116,19,7.897577,0.185865,11.625402
tqa_0117,40,4.359690,0.358551,20.672047
tqa_0118,14,12.128431,0.681866,30.444183
tqa_0119,2,10.668612,10.554447,19.985203
tqa_0120,33,7.057695,7.743930,20.179310
tqa_0121,8,5.960648,3.112483,13.998653
tqa_0122,5,5.848158,2.355772,11.681900
tqa_0123,8,8.277515,0.198423,8.496387
tqa_0124,19,4.417984,3.592322,11.847315
tqa_0125,2,4.436190,0.327219,22.661800
tqa_0126,7,5.205383,1.834646,14.671664
tqa_0127,19,8.221461,11.482776,6.005688
tqa_0128,39,1.783744,0.046800,16.069355
tqa_0129,24,2.613644,3.133364,16.652466
tqa_0130,32,3.877805,6.528510,14.266522
tqa_0131,3,4.184631,1.289887,23.103813
tqa_0132,2,11.623672,0.324477,18.663698
tqa_0133,4,7.758717,4.524310,32.667770
tqa_0134,2,29.673422,10.656303,13.046384
tqa_0135,5,7.676293,5.265605,15.498352
tqa_0136,7,15.152241,13.770656,18.584749
tqa_0137,2,9.452532,0.123770,10.284945
tqa_0138,5,10.632544,13.479801,12.734055
tqa_0139,14,1.353226,0.297086,21.005882
tqa_0140,6,4.230661,0.799108,20.967148
tqa_0141,9,8.965673,3.905584,13.018653
tqa_0142,3,6.005863,0.844937,8.211761
tqa_0143,5,12.205087,3.728587,7.757491
tqa_0144,8,1.334552,0.749862,12.269014
tqa_0145,11,7.399738,1.102807,4.448061
tqa_0146,3,4.016264,0.171867,24.381138
tqa_0147,5,5.515853,2.742607,11.202887
tqa_0148,100,2.831685,0.547670,16.383554
tqa_0149,2,4.955270,0.086075,21.413771
tqa_0150,2,10.341282,0.002579,17.211712
tqa_0151,13,8.993631,2.338150,16.241795
tqa_0152,15,8.181477,4.142675,6.696625
tqa_0153,22,0.366599,1.881190,21.354198
tqa_0154,10,2.115233,0.296957,22.841839
tqa_0155,8,7.114098,4.157404,23.988014
tqa_0156,4,7.892918,0.547636,11.660725
tqa_0157,60,0.694947,0.009626,33.311363
tqa_0158,2,18.421665,0.445643,17.131233
tqa_0159,22,1.733756,0.121964,10.391210
tqa_0160,29,5.244682,5.352600,7.879705
tqa_0161,31,0.922095,0.009399,14.608190
tqa_0162,32,1.071436,0.310727,23.143461
tqa_0163,4,11.076921,2.563304,15.535358
tqa_0164,30,8.416143,2.251433,15.756965
tqa_0165,5,12.957619,3.093294,12.198692
tqa_0166,37,4.474562,2.665254,13.409064
tqa_0167,3,3.474116,5.644564,20.327557
tqa_0168,11,4.070160,0.182731,7.125933
tqa_0169,8,6.721129,0.189749,4.554642
tqa_0170,36,2.268064,2.377389,21.156797
tqa_0171,6,7.711001,1.038918,8.817007
tqa_0172,9,6.404518,0.534566,8.106651
tqa_0173,4,9.293032,0.297130,10.763566
tqa_0174,10,4.676436,2.735032,10.323894
tqa_0175,26,3.294252,0.406807,5.948137
tqa_0176,51,2.916765,0.003517,15.998551
tqa_0177,6,6.113183,4.012392,14.897614
tqa_0178,34,5.492272,2.028858,17.149521
tqa_0179,7,9.999578,0.079951,12.878755
tqa_0180,2,6.035316,0.094346,12.729232
tqa_0181,4,4.431566,0.792987,16.334417
tqa_0182,38,4.120871,0.080202,17.670250
tqa_0183,4,3.060692,0.335623,14.980597
tqa_0184,57,5.070511,3.467267,19.264782
tqa_0185,4,8.284041,0.067384,30.882673
tqa_0186,47,16.165159,6.613720,16.356369
tqa_0187,4,4.370082,0.724077,16.059925
tqa_0188,22,0.747663,0.157899,13.249395
tqa_0189,18,1.581501,1.985631,7.087540
tqa_0190,29,3.168341,0.520272,13.641201
tqa_0191,6,1.404594,0.062004,22.858395
tqa_0192,2,6.680761,0.782328,10.874338
tqa_0193,2,4.019962,1.691516,36.381405
tqa_0194,2,13.904583,4.667679,20.880348
tqa_0195,2,3.945608,4.514984,10.613134
tqa_0196,39,4.518547,0.110570,9.638002
tqa_0197,7,2.387906,1.108919,12.624071
tqa_0198,27,2.795958,0.065634,10.183313
tqa_0199,18,3.824182,0.092344,8.255747
tqa_0200,14,6.662818,0.050110,13.550629
tqa_0201,25,7.328571,2.707300,17.442455
tqa_0202,3,6.301105,1.338329,12.624940
tqa_0203,14,5.904151,0.026559,17.028965
tqa_0204,2,5.028500,6.721099,13.547886
tqa_0205,28,1.975147,2.510634,14.440310
tqa_0206,29,0.848720,0.062276,20.013733
tqa_0207,8,7.496938,4.181818,17.488367
tqa_0208,28,2.555182,2.033670,16.692310
tqa_0209,26,1.832581,0.163096,19.600754
tqa_0210,20,0.378022,0.072687,21.233458
tqa_0211,3,0.057174,0.014740,21.188393
tqa_0212,14,3.303309,1.089150,11.500142
tqa_0213,15,0.133141,0.005004,26.483978
tqa_0214,5,3.951691,3.951682,21.069469
tqa_0215,14,0.389605,0.187161,22.323683
tqa_0216,8,1.686714,4.088869,21.714354
tqa_0217,60,1.546201,0.233607,22.783010
tqa_0218,18,4.919364,0.671910,16.738356
tqa_0219,41,3.519315,0.680510,13.724279
tqa_0220,22,5.416790,4.145721,18.313311
tqa_0221,14,5.795764,0.252691,15.832871
tqa_0222,12,4.365939,1.694842,13.119035
tqa_0223,15,6.115487,1.251729,15.646091
tqa_0224,6,2.846422,0.122335,25.766005
tqa_0225,2,7.015187,3.258790,16.884382
tqa_0226,45,4.752517,0.088495,18.142952
tqa_0227,9,1.231548,0.343951,9.199309
tqa_0228,10,1.568164,1.589434,14.365640
tqa_0229,25,0.464124,0.520766,15.240640
tqa_0230,11,0.518494,0.562581,21.257336
tqa_0231,16,3.218391,0.996791,11.572785
tqa_0232,18,3.492336,4.636729,14.522482
tqa_0233,26,2.179925,0.206766,20.805063
tqa_0234,21,5.214460,2.648598,16.651546
tqa_0235,21,0.944301,0.189979,22.333561
tqa_0236,14,1.106581,0.069223,13.351509
tqa_0237,4,3.091536,0.997555,16.599789
tqa_0238,4,2.714453,0.138456,17.454395
tqa_0239,2,2.036775,4.896490,18.215347
tqa_0240,11,1.263161,0.231621,11.009033
tqa_0241,13,5.535779,0.225924,15.532927
tqa_0242,20,0.982145,0.054942,22.320984
tqa_0243,3,1.586939,0.344969,20.263506
tqa_0244,19,5.909802,0.608964,10.604828
tqa_0245,62,2.621267,0.850221,12.642719
tqa_0246,13,4.205846,0.950693,18.570448
tqa_0247,11,3.653050,2.598802,21.657957
tqa_0248,13,4.541501,0.599599,18.444098
tqa_0249,38,0.437696,0.142105,10.429161
tqa_0250,3,0.966978,0.142665,21.439091
tqa_0251,16,3.011443,2.024423,14.222794
tqa_0252,20,7.551334,3.581408,19.924061
tqa_0253,13,3.731699,1.524766,17.226173
tqa_0254,21,3.299941,4.295741,12.445540
tqa_0255,27,3.245310,1.712160,23.402483
tqa_0256,7,0.842749,0.305150,12.784791
tqa_0257,6,4.375575,2.909464,14.457841
tqa_0258,13,3.172131,0.691908,36.555786
tqa_0259,2,13.091959,7.452176,21.955601
tqa_0260,6,2.950572,0.136116,14.527478
tqa_0261,19,3.903508,0.307916,4.225008
tqa_0262,18,6.196722,0.781536,9.680368
tqa_0263,12,0.870421,0.050532,14.841211
tqa_0264,25,1.588664,0.049813,14.440738
tqa_0265,16,8.117102,5.680585,9.141754
tqa_0266,34,2.718990,2.443337,14.641663
tqa_0267,24,4.924784,0.729032,26.390568
tqa_0268,2,3.988988,4.570949,14.090302
tqa_0269,4,7.103073,0.341852,13.076600
tqa_0270,16,2.857140,0.359897,22.414673
tqa_0271,4,4.168365,0.105788,13.018233
tqa_0272,14,0.969693,1.258950,22.950008
tqa_0273,4,18.273239,9.160534,11.841173
tqa_0274,2,6.723971,0.039903,21.775955
tqa_0275,3,8.210517,1.461868,11.248244
tqa_0276,3,2.879869,3.855291,12.700510
tqa_0277,14,1.221707,0.457181,18.767517
tqa_0278,35,10.679842,2.763935,14.552275
tqa_0279,2,3.932793,1.308262,15.126578
tqa_0280,5,4.239552,1.089212,22.699179
tqa_0281,18,2.836302,6.428518,22.135147
tqa_0282,13,0.970533,1.328047,16.755455
tqa_0283,2,5.150748,0.063289,20.265917
tqa_0284,12,3.717963,0.313383,16.831469
tqa_0285,10,8.031871,3.465379,11.280638
tqa_0286,2,3.771306,0.044764,15.168159
tqa_0287,2,3.279554,0.022371,30.889309
tqa_0288,3,11.125165,7.741773,16.481115
tqa_0289,15,3.578876,0.025724,12.009275
tqa_0290,6,4.303769,1.803769,5.200054
tqa_0291,4,5.253004,0.921052,5.463403
tqa_0292,6,6.317089,1.871994,15.778341
tqa_0293,4,3.699300,0.179425,8.397282
tqa_0294,39,0.490395,0.181778,11.521241
tqa_0295,11,2.084662,0.089089,22.718727
tqa_0296,7,14.505167,7.963967,18.909790
tqa_0297,2,6.733373,2.837312,13.441730
tqa_0298,41,0.578375,6.268033,22.901638
tqa_0299,14,3.079987,0.488437,18.642057
tqa_0300,34,8.477300,2.239878,7.679572
tqa_0301,42,0.128294,0.004671,18.847248
tqa_0302,24,0.224263,0.004077,23.068087
tqa_0303,21,4.749925,0.734263,22.123510
tqa_0304,4,12.292982,4.727653,15.746121
tqa_0305,4,12.143741,5.393500,9.175098
tqa_0306,4,5.706760,1.471783,15.500272
tqa_0307,32,2.198792,0.851871,24.807808
tqa_0308,26,1.985376,1.209255,19.976643
tqa_0309,7,1.258289,0.461226,15.757025
tqa_0310,27,4.991990,0.177762,15.548267
tqa_0311,4,8.945756,0.299169,10.950527
tqa_0312,15,6.235767,0.143228,21.520744
tqa_0313,7,12.940950,1.084573,7.515467
tqa_0314,6,6.256456,0.318024,8.130435
tqa_0315,6,5.031479,0.034767,16.432178
tqa_0316,15,6.720025,0.358402,8.683241
tqa_0317,5,10.507144,4.071979,15.123788
tqa_0318,3,7.595880,0.007222,16.681374
tqa_0319,7,10.065926,5.502131,15.158775
tqa_0320,7,8.387184,0.071160,20.873909
tqa_0321,3,7.170878,1.125148,10.756974
tqa_0322,6,7.547596,0.023363,15.979584
tqa_0323,23,10.778121,6.250767,10.526918
tqa_0324,9,7.977597,1.509643,7.975562
tqa_0325,2,3.216724,2.043546,23.446388
tqa_0326,5,7.031419,0.073304,14.500280
tqa_0327,16,11.013139,5.066282,8.505413
tqa_0328,3,11.178909,0.249206,17.907173
tqa_0329,2,12.427967,0.268029,23.451323
tqa_0330,4,5.774092,0.170172,12.664303
tqa_0331,15,2.049326,0.053845,21.918015
tqa_0332,10,6.643447,0.977582,25.893673
tqa_0333,1,13.291251,4.081890,26.464685
tqa_0334,2,7.780694,0.150645,13.645533
tqa_0335,15,7.306843,6.710143,14.564705
tqa_0336,3,11.589489,0.018919,12.221861
tqa_0337,22,2.181495,0.077517,10.268151
tqa_0338,24,0.678951,0.032285,10.849302
tqa_0339,10,0.579637,0.125208,26.782959
tqa_0340,10,3.700116,0.188248,16.842880
tqa_0341,40,4.292790,1.176633,20.957968
tqa_0342,16,9.141730,0.049335,16.264292
tqa_0343,6,11.185700,0.793351,12.113737
tqa_0344,4,7.135668,0.137852,10.510352
tqa_0345,4,5.780411,0.251738,10.647913
tqa_0346,31,2.895259,0.297416,9.612253
tqa_0347,8,3.224722,0.524968,21.483425
tqa_0348,21,3.901497,0.037199,19.965065
tqa_0349,12,3.036305,0.120301,17.703693
tqa_0350,2,9.823711,0.122712,34.034355
tqa_0351,2,17.690523,2.206613,25.722713
tqa_0352,19,24.498741,6.792612,24.696178
tqa_0353,2,6.692307,0.019920,6.954820
tqa_0354,3,2.969913,2.725103,22.544172
tqa_0355,3,5.155894,2.086581,7.072730
tqa_0356,39,3.878392,3.579040,17.717018
tqa_0357,26,1.686103,0.005662,16.799829
tqa_0358,3,8.238864,4.418190,25.151848
tqa_0359,3,6.609676,2.459074,12.147129
tqa_0360,6,8.508074,2.402726,13.493343
tqa_0361,32,0.387618,0.028690,27.546099
tqa_0362,3,5.849667,0.002789,13.257063
tqa_0363,4,4.977661,0.138231,11.148180
tqa_0364,5,0.861663,0.016079,30.210365
tqa_0365,5,9.312853,0.102412,19.211945
tqa_0366,3,15.060496,2.808403,16.621014
tqa_0367,27,3.505975,0.391407,11.177273
tqa_0368,67,3.548686,0.073891,13.014339
tqa_0369,5,7.398971,7.653641,11.314411
tqa_0370,6,5.031466,4.742401,14.562106
tqa_0371,4,6.268902,0.224048,13.395405
tqa_0372,5,11.927315,0.315483,27.101192
tqa_0373,5,14.898227,5.512234,16.657478
tqa_0374,7,6.031909,1.184711,3.646563
tqa_0375,20,5.289341,2.982274,19.029613
tqa_0376,2,6.160470,1.427731,18.679329
tqa_0377,10,0.914224,0.214675,10.441841
tqa_0378,27,3.241795,0.121154,29.645855
tqa_0379,3,23.525192,8.431320,15.387307
tqa_0380,4,5.607437,0.702211,13.721279
tqa_0381,15,1.913086,0.790605,22.389349
tqa_0382,2,11.313426,11.240974,16.116043
tqa_0383,2,10.439821,2.495856,18.733276
tqa_0384,3,5.869218,0.137291,22.236397
tqa_0385,3,15.676995,17.261339,12.088284
tqa_0386,15,6.427197,0.015834,17.157301
tqa_0387,9,2.409295,1.512437,25.711964
tqa_0388,8,12.343836,4.509624,11.039648
tqa_0389,23,6.521161,0.858431,12.356354
tqa_0390,31,2.099861,0.339328,25.847322
tqa_0391,19,6.110264,0.023413,9.131002
tqa_0392,19,2.838752,0.112401,18.509472
tqa_0393,13,7.276055,3.320117,16.285707
tqa_0394,13,4.715663,0.311389,13.833425
tqa_0395,3,3.630372,0.007369,17.888023
tqa_0396,61,0.776228,0.375650,29.457117
tqa_0397,5,6.733966,0.050784,13.781513
tqa_0398,3,10.790423,0.118411,17.376736
tqa_0399,2,9.802341,0.060573,20.280197
tqa_0400,16,8.236548,3.821605,12.858355
tqa_0401,24,1.861111,0.314001,20.915598
tqa_0402,15,7.188049,1.129422,11.243665
tqa_0403,8,7.848477,10.165240,12.471725
tqa_0404,7,8.190184,0.021433,6.035604
tqa_0405,6,0.708947,0.208468,29.220997
tqa_0406,2,1.950796,0.109559,29.132782
tqa_0407,5,6.568042,1.206984,15.068689
tqa_0408,6,14.845668,3.052580,15.850046
tqa_0409,17,0.769436,1.086823,30.701065
tqa_0410,4,20.083717,0.594203,16.353151
tqa_0411,8,2.922907,1.152323,10.694047
tqa_0412,2,3.034435,5.165355,20.121666
tqa_0413,16,4.356216,0.936582,5.754245
tqa_0414,13,1.200007,0.016521,21.152937
tqa_0415,15,5.856705,4.463840,9.254725
tqa_0416,6,8.868610,5.174148,18.050377
tqa_0417,2,1.571558,0.019692,23.368862
tqa_0418,9,5.960346,1.224688,12.333216
tqa_0419,4,11.140796,3.056854,20.227821
tqa_0420,5,7.156930,2.087566,20.259611
tqa_0421,13,5.943661,1.853426,17.474174
tqa_0422,7,8.511641,0.073155,16.168797
tqa_0423,4,6.802367,8.141299,9.426677
tqa_0424,14,1.995980,0.412304,20.913170
tqa_0425,15,8.399275,0.550886,11.068169
tqa_0426,3,5.400323,0.066832,21.005787
tqa_0427,10,7.640549,1.336477,12.324105
tqa_0428,3,9.879937,0.081762,12.745384
tqa_0429,5,7.851181,0.027671,6.169205
tqa_0430,17,6.013442,0.013134,11.231087
tqa_0431,4,5.411220,0.021310,13.770782
tqa_0432,7,8.655350,0.156318,20.067825
tqa_0433,7,11.741879,2.087105,10.718775
tqa_0434,3,8.200468,6.541962,24.630154
tqa_0435,10,4.824161,2.028860,26.019180
tqa_0436,8,10.707234,6.024964,10.870870
tqa_0437,9,7.914717,0.992753,10.439139
tqa_0438,4,13.951311,1.948606,11.065523
tqa_0439,3,6.956048,4.094850,13.508670
tqa_0440,6,6.566683,1.512494,14.955363
tqa_0441,2,3.349844,1.655660,25.288118
tqa_0442,6,11.856594,3.908632,21.315689
tqa_0443,2,6.439739,6.915169,13.141017
tqa_0444,4,0.097432,0.127435,31.113640
tqa_0445,7,10.871846,4.841348,24.144367
tqa_0446,2,1.318942,1.486891,22.961769
tqa_0447,69,14.980763,0.448894,21.914757
tqa_0448,3,14.532722,4.574851,11.798701
tqa_0449,6,8.349492,0.012665,8.975492
tqa_0450,3,6.861999,0.510334,19.098083
tqa_0451,6,10.693916,4.156943,7.341918
tqa_0452,21,4.345408,0.028379,15.171173
tqa_0453,28,4.502927,0.013957,18.675854
tqa_0454,9,6.296423,0.016742,6.369161
tqa_0455,6,5.987154,0.091013,13.849820
tqa_0456,42,0.346506,0.022021,7.667122
tqa_0457,10,1.323889,0.010729,26.452351
tqa_0458,9,11.739571,0.014194,16.226843
tqa_0459,21,1.545795,0.978298,19.890806
tqa_0460,118,3.141121,0.955880,22.380690
tqa_0461,10,13.395969,10.819247,24.795612
tqa_0462,8,16.379175,6.177564,21.478289
tqa_0463,7,17.442934,6.279692,12.705678
tqa_0464,19,11.052558,0.012085,22.462702
tqa_0465,15,7.564026,4.175577,25.137403
tqa_0466,12,14.876368,4.565538,11.461291
tqa_0467,2,4.778568,0.017419,21.831707
tqa_0468,15,11.106711,1.847604,12.013834
tqa_0469,5,6.313960,0.147895,8.140465
tqa_0470,10,3.016497,0.195016,11.013255
tqa_0471,6,8.037690,0.197381,14.447052
tqa_0472,7,3.272863,0.111588,20.748365
tqa_0473,4,8.483278,1.637137,11.584044
tqa_0474,22,2.385291,0.012550,23.818209
tqa_0475,13,3.146698,2.038228,19.170944
tqa_0476,32,2.117775,0.620769,9.348397
tqa_0477,6,1.789140,1.270669,24.839750
tqa_0478,3,13.325943,0.205390,8.173165
tqa_0479,9,2.556555,1.457479,15.720015
tqa_0480,7,8.120317,0.284830,12.474701
tqa_0481,8,11.151686,0.139437,15.448647
tqa_0482,11,12.188787,6.631799,20.658249
tqa_0483,5,4.484729,1.338717,17.179741
tqa_0484,42,10.157972,1.213687,10.033397
tqa_0485,6,0.964711,0.239040,17.055050
tqa_0486,2,6.140367,0.433535,9.649717
tqa_0487,4,8.176291,0.065735,13.696528
tqa_0488,3,1.274279,0.290172,7.566897
tqa_0489,9,5.756336,0.019985,9.241587
tqa_0490,8,5.957718,0.292678,6.807333
tqa_0491,5,1.545094,0.397097,23.946718
tqa_0492,3,12.340298,7.101679,15.798215
tqa_0493,46,0.763204,2.341031,23.204489
tqa_0494,11,7.530435,0.236525,11.883650
tqa_0495,6,7.735053,1.560810,12.989473
tqa_0496,4,12.165201,1.870702,12.276325
tqa_0497,9,2.634327,0.032116,13.533442
tqa_0498,13,4.405079,0.962518,22.329456
tqa_0499,3,4.870832,1.975071,25.855286
