prompt_id,novel,risky_alone_recall,risky_alone_rouge,anchor_mean_recall,anchor_max_recall,anchor_max_rouge,pool_ge_0p8,pool_ge_0p01,recall_n1,lcs_n1,rouge_n1,oracle_recall_n1,oracle_rouge_n1
bookmia.17.58,harry_potter_and_the_sorcerer's_stone,0.0,0.1942,0.0,0.0,0.1297,0,0,0.0,2,0.1297,0.0,0.1297
bookmia.17.62,harry_potter_and_the_sorcerer's_stone,0.0,0.0944,0.0,0.0,0.0923,0,0,0.0,2,0.0923,0.0,0.0923
bookmia.17.64,harry_potter_and_the_sorcerer's_stone,0.0,0.0882,0.0,0.0,0.1098,0,0,0.0,2,0.1098,0.0,0.1098
bookmia.17.65,harry_potter_and_the_sorcerer's_stone,0.0,0.113,0.0,0.0,0.1337,0,0,0.0,2,0.1337,0.0,0.1337
bookmia.17.66,harry_potter_and_the_sorcerer's_stone,0.0,0.1079,0.0,0.0,0.1345,0,0,0.0,2,0.1345,0.0,0.1345
bookmia.17.67,harry_potter_and_the_sorcerer's_stone,0.0,0.1569,0.0,0.0,0.1046,0,0,0.0,2,0.1046,0.0,0.1046
bookmia.17.68,harry_potter_and_the_sorcerer's_stone,0.0,0.0912,0.0,0.0,0.0789,0,0,0.0,2,0.0789,0.0,0.0789
bookmia.17.69,harry_potter_and_the_sorcerer's_stone,0.0,0.1298,0.0,0.0,0.0894,0,0,0.0,1,0.0894,0.0,0.0894
bookmia.17.73,harry_potter_and_the_sorcerer's_stone,0.0,0.1,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0
bookmia.17.76,harry_potter_and_the_sorcerer's_stone,0.0,0.1023,0.0,0.0,0.1274,0,0,0.0,2,0.1274,0.0,0.1274
bookmia.17.77,harry_potter_and_the_sorcerer's_stone,0.5275,0.6177,0.0,0.0,0.0997,0,0,0.0,2,0.0997,0.0,0.0997
bookmia.17.79,harry_potter_and_the_sorcerer's_stone,0.0,0.0678,0.0,0.0,0.075,0,0,0.0,1,0.075,0.0,0.075
bookmia.17.80,harry_potter_and_the_sorcerer's_stone,0.0,0.1053,0.0,0.0,0.1134,0,0,0.0,2,0.1134,0.0,0.1134
bookmia.17.82,harry_potter_and_the_sorcerer's_stone,0.0,0.0887,0.0,0.0,0.082,0,0,0.0,2,0.082,0.0,0.082
bookmia.17.84,harry_potter_and_the_sorcerer's_stone,0.0,0.1319,0.0,0.0,0.1307,0,0,0.0,3,0.1307,0.0,0.1307
bookmia.17.85,harry_potter_and_the_sorcerer's_stone,0.0,0.1049,0.0,0.0,0.0803,0,0,0.0,2,0.0803,0.0,0.0803
bookmia.17.86,harry_potter_and_the_sorcerer's_stone,0.0,0.1092,0.0,0.0,0.1166,0,0,0.0,2,0.1166,0.0,0.1166
bookmia.17.88,harry_potter_and_the_sorcerer's_stone,0.0,0.1987,0.0,0.0,0.094,0,0,0.0,2,0.094,0.0,0.094
bookmia.17.89,harry_potter_and_the_sorcerer's_stone,0.0,0.1433,0.0,0.0,0.0976,0,0,0.0,2,0.0976,0.0,0.0976
bookmia.17.91,harry_potter_and_the_sorcerer's_stone,0.0,0.1118,0.0,0.0,0.0311,0,0,0.0,1,0.0311,0.0,0.0311
bookmia.17.94,harry_potter_and_the_sorcerer's_stone,0.0,0.0704,0.0,0.0,0.0769,0,0,0.0,1,0.0769,0.0,0.0769
bookmia.17.95,harry_potter_and_the_sorcerer's_stone,0.0,0.2152,0.0,0.0,0.1097,0,0,0.0,2,0.1097,0.0,0.1097
bookmia.17.97,harry_potter_and_the_sorcerer's_stone,0.0,0.1313,0.0,0.0,0.1191,0,0,0.0,2,0.1191,0.0,0.1191
bookmia.17.98,harry_potter_and_the_sorcerer's_stone,0.0,0.0966,0.0,0.0,0.094,0,0,0.0,2,0.094,0.0,0.094
