prompt_id,split,novel_source,S_safe,n_ref_tokens,S_safe_per_tok,S_safe_first_tok,S_risky,S_risky_per_tok,S_risky_first_tok,cap_k0.1,cap_k0.15,cap_k0.25,cap_k0.5,cap_k1,cap_k3,cap_k5
bookmia.01.26,attack_train,a_game_of_thrones,203.171,66,3.0783,14.234,33.17,0.5026,15.063,0.10004,0.149737,0.24886,0.495608,0.98478,1.0,1.0
bookmia.01.27,attack_train,a_game_of_thrones,217.929,70,3.1133,0.879,0.283,0.004,0.015,0.093195,0.139514,0.231918,0.462032,0.91902,1.0,1.0
bookmia.01.31,attack_train,a_game_of_thrones,180.084,64,2.8138,10.56,7.635,0.1193,7.569,0.113018,0.169113,0.280946,0.559107,1.0,1.0,1.0
bookmia.01.32,attack_train,a_game_of_thrones,192.075,64,3.0012,1.168,4.129,0.0645,0.002,0.105885,0.158465,0.263316,0.524233,1.0,1.0,1.0
bookmia.01.33,attack_train,a_game_of_thrones,194.29,66,2.9438,2.099,0.661,0.01,0.0,0.104664,0.156642,0.260298,0.518259,1.0,1.0,1.0
bookmia.01.36,attack_train,a_game_of_thrones,253.571,62,4.0899,14.233,18.953,0.3057,9.012,0.079972,0.119755,0.199152,0.397016,0.790757,1.0,1.0
bookmia.01.37,attack_train,a_game_of_thrones,203.659,67,3.0397,15.592,8.871,0.1324,8.473,0.099797,0.149375,0.24826,0.49442,0.982467,1.0,1.0
bookmia.01.39,attack_train,a_game_of_thrones,216.357,69,3.1356,12.676,14.274,0.2069,14.063,0.093879,0.140536,0.233612,0.465392,0.925622,1.0,1.0
bookmia.01.41,attack_train,a_game_of_thrones,199.67,65,3.0718,0.087,0.253,0.0039,0.0,0.101813,0.152386,0.253247,0.504298,1.0,1.0,1.0
bookmia.01.42,attack_train,a_game_of_thrones,220.175,59,3.7318,4.461,10.2,0.1729,9.762,0.092234,0.138079,0.229539,0.457316,0.909745,1.0,1.0
bookmia.01.43,attack_train,a_game_of_thrones,223.164,76,2.9364,14.493,9.891,0.1301,7.396,0.090986,0.136214,0.226448,0.451186,0.897681,1.0,1.0
bookmia.01.44,attack_train,a_game_of_thrones,213.112,68,3.134,16.341,24.495,0.3602,23.578,0.095324,0.142694,0.237189,0.472482,0.939545,1.0,1.0
bookmia.01.46,attack_train,a_game_of_thrones,256.032,68,3.7652,15.482,11.813,0.1737,9.014,0.079196,0.118595,0.197227,0.393194,0.783194,1.0,1.0
bookmia.01.49,attack_train,a_game_of_thrones,204.32,62,3.2955,12.844,7.917,0.1277,7.513,0.099471,0.148888,0.247453,0.49282,0.979349,1.0,1.0
bookmia.01.51,attack_train,a_game_of_thrones,190.575,64,2.9777,16.478,15.269,0.2386,14.879,0.106728,0.159723,0.2654,0.528356,1.0,1.0,1.0
bookmia.01.52,attack_train,a_game_of_thrones,220.226,68,3.2386,12.976,18.995,0.2793,18.877,0.092213,0.138046,0.229485,0.45721,0.909537,1.0,1.0
bookmia.01.58,attack_train,a_game_of_thrones,172.156,64,2.6899,11.815,10.589,0.1655,10.438,0.118285,0.176972,0.293952,0.584811,1.0,1.0,1.0
bookmia.01.59,attack_train,a_game_of_thrones,231.231,64,3.613,14.476,16.663,0.2604,15.885,0.08778,0.131423,0.218504,0.435429,0.866634,1.0,1.0
bookmia.01.60,attack_train,a_game_of_thrones,198.648,63,3.1531,10.797,14.962,0.2375,14.598,0.102343,0.153176,0.254557,0.506892,1.0,1.0,1.0
bookmia.01.62,attack_train,a_game_of_thrones,191.134,67,2.8527,12.208,11.57,0.1727,11.402,0.106412,0.159252,0.26462,0.526812,1.0,1.0,1.0
bookmia.01.69,attack_train,a_game_of_thrones,224.566,63,3.5645,12.92,2.0,0.0318,0.005,0.090412,0.135356,0.225026,0.448366,0.89213,1.0,1.0
bookmia.01.71,attack_train,a_game_of_thrones,195.137,65,3.0021,2.927,3.491,0.0537,0.01,0.104205,0.155957,0.259162,0.51601,1.0,1.0,1.0
bookmia.01.73,attack_train,a_game_of_thrones,216.828,67,3.2362,16.404,10.098,0.1507,7.695,0.093673,0.140228,0.233102,0.46438,0.923634,1.0,1.0
bookmia.01.74,attack_train,a_game_of_thrones,236.374,71,3.3292,7.015,15.239,0.2146,9.501,0.085851,0.12854,0.213724,0.425944,0.84792,1.0,1.0
bookmia.01.75,attack_train,a_game_of_thrones,231.801,65,3.5662,12.246,12.674,0.195,12.439,0.087562,0.131097,0.217964,0.434358,0.86452,1.0,1.0
bookmia.01.76,attack_train,a_game_of_thrones,200.616,69,2.9075,14.845,9.147,0.1326,8.295,0.101328,0.151661,0.252047,0.50192,0.99703,1.0,1.0
bookmia.01.77,attack_train,a_game_of_thrones,201.642,60,3.3607,13.261,10.624,0.1771,9.508,0.100807,0.150882,0.250757,0.499366,0.992086,1.0,1.0
bookmia.01.78,attack_train,a_game_of_thrones,199.56,63,3.1676,12.823,13.912,0.2208,13.688,0.10187,0.15247,0.253388,0.504576,1.0,1.0,1.0
bookmia.01.79,attack_train,a_game_of_thrones,221.188,67,3.3013,12.393,22.218,0.3316,12.189,0.091807,0.137441,0.228482,0.45522,0.905621,1.0,1.0
bookmia.01.81,attack_train,a_game_of_thrones,149.941,58,2.5852,1.511,0.227,0.0039,0.017,0.136038,0.203448,0.33773,0.671153,1.0,1.0,1.0
bookmia.01.82,attack_train,a_game_of_thrones,203.04,68,2.9859,15.395,8.931,0.1313,8.375,0.100105,0.149835,0.249021,0.495927,0.985403,1.0,1.0
bookmia.01.83,attack_train,a_game_of_thrones,235.441,70,3.3634,13.29,49.076,0.7011,13.661,0.086194,0.129054,0.214576,0.427634,0.851256,1.0,1.0
bookmia.01.87,attack_train,a_game_of_thrones,233.517,66,3.5381,13.486,11.287,0.171,10.753,0.086912,0.130126,0.216354,0.431162,0.858217,1.0,1.0
bookmia.01.88,attack_train,a_game_of_thrones,171.1,60,2.8517,12.463,11.859,0.1976,10.75,0.119024,0.178074,0.295776,0.588413,1.0,1.0,1.0
bookmia.01.89,attack_train,a_game_of_thrones,198.934,64,3.1083,13.267,8.936,0.1396,8.814,0.102194,0.152954,0.254189,0.506163,1.0,1.0,1.0
bookmia.01.90,attack_train,a_game_of_thrones,205.502,65,3.1616,17.807,9.441,0.1452,8.951,0.098893,0.148024,0.246022,0.489985,0.973816,1.0,1.0
bookmia.01.97,attack_train,a_game_of_thrones,172.538,60,2.8756,12.94,9.535,0.1589,9.327,0.11802,0.176577,0.293298,0.583519,1.0,1.0,1.0
bookmia.07.02,attack_train,casino_royale,137.412,53,2.5927,13.128,10.763,0.2031,10.69,0.148606,0.222176,0.368659,0.731969,1.0,1.0,1.0
bookmia.07.03,attack_train,casino_royale,229.02,61,3.7544,12.839,10.057,0.1649,9.758,0.088636,0.132702,0.220626,0.439638,0.874932,1.0,1.0
bookmia.07.04,attack_train,casino_royale,234.039,63,3.7149,11.863,11.748,0.1865,10.184,0.086716,0.129833,0.215868,0.430199,0.856317,1.0,1.0
bookmia.07.05,attack_train,casino_royale,244.665,57,4.2924,12.573,13.919,0.2442,11.38,0.082913,0.12415,0.206442,0.411491,0.819375,1.0,1.0
bookmia.07.06,attack_train,casino_royale,156.949,60,2.6158,0.554,0.135,0.0023,0.009,0.12989,0.194282,0.322581,0.641308,1.0,1.0,1.0
bookmia.07.07,attack_train,casino_royale,206.036,62,3.3232,19.519,12.544,0.2023,11.472,0.098634,0.147637,0.24538,0.488715,0.971335,1.0,1.0
bookmia.07.08,attack_train,casino_royale,166.435,69,2.4121,2.783,6.73,0.0975,0.002,0.1224,0.183111,0.304109,0.604867,1.0,1.0,1.0
bookmia.07.09,attack_train,casino_royale,226.272,64,3.5355,18.138,8.451,0.132,8.204,0.089723,0.134327,0.22332,0.444983,0.885465,1.0,1.0
bookmia.07.15,attack_train,casino_royale,200.806,69,2.9102,1.664,0.944,0.0137,0.005,0.101231,0.151516,0.251807,0.501445,0.996113,1.0,1.0
bookmia.07.16,attack_train,casino_royale,210.036,61,3.4432,14.295,13.856,0.2271,13.077,0.096735,0.144802,0.240682,0.479405,0.953119,1.0,1.0
bookmia.07.17,attack_train,casino_royale,209.328,58,3.6091,16.084,16.782,0.2894,15.194,0.097066,0.145296,0.2415,0.481027,0.956296,1.0,1.0
bookmia.07.20,attack_train,casino_royale,232.43,58,4.0074,13.735,16.439,0.2834,15.815,0.087322,0.13074,0.217371,0.433181,0.862199,1.0,1.0
bookmia.07.24,attack_train,casino_royale,146.789,56,2.6212,12.55,11.117,0.1985,8.259,0.138996,0.207857,0.345014,0.685492,1.0,1.0,1.0
bookmia.07.25,attack_train,casino_royale,216.795,60,3.6132,3.839,6.938,0.1156,6.753,0.093688,0.14025,0.233137,0.464451,0.923773,1.0,1.0
bookmia.07.26,attack_train,casino_royale,193.832,60,3.2305,13.389,12.633,0.2106,12.502,0.104914,0.157016,0.260917,0.519483,1.0,1.0,1.0
bookmia.07.28,attack_train,casino_royale,214.254,68,3.1508,0.88,0.327,0.0048,0.002,0.09481,0.141927,0.235918,0.469962,0.934599,1.0,1.0
bookmia.07.29,attack_train,casino_royale,218.83,62,3.5295,6.651,7.628,0.123,7.294,0.092807,0.138934,0.230958,0.460129,0.915277,1.0,1.0
bookmia.07.30,attack_train,casino_royale,216.332,57,3.7953,2.699,0.724,0.0127,0.018,0.09389,0.140552,0.233639,0.465446,0.925728,1.0,1.0
bookmia.07.31,attack_train,casino_royale,192.183,72,2.6692,10.445,15.057,0.2091,14.472,0.105825,0.158375,0.263168,0.523938,1.0,1.0,1.0
bookmia.07.32,attack_train,casino_royale,217.6,68,3.2,12.633,10.688,0.1572,10.441,0.093337,0.139726,0.23227,0.462731,0.920394,1.0,1.0
bookmia.07.37,attack_train,casino_royale,205.675,58,3.5461,0.895,0.274,0.0047,0.002,0.098809,0.147899,0.245813,0.489573,0.973011,1.0,1.0
bookmia.07.40,attack_train,casino_royale,149.044,62,2.4039,16.816,17.704,0.2855,17.549,0.136867,0.204683,0.339771,0.675173,1.0,1.0,1.0
bookmia.07.41,attack_train,casino_royale,234.358,63,3.72,14.687,15.771,0.2503,14.363,0.086597,0.129655,0.215573,0.429613,0.85516,1.0,1.0
bookmia.07.43,attack_train,casino_royale,247.179,67,3.6892,14.481,14.002,0.209,12.942,0.082061,0.122877,0.204331,0.407299,0.811091,1.0,1.0
bookmia.07.44,attack_train,casino_royale,205.206,57,3.6001,14.29,12.842,0.2253,12.347,0.099037,0.14824,0.246378,0.490692,0.975197,1.0,1.0
bookmia.07.47,attack_train,casino_royale,160.808,60,2.6801,11.234,9.951,0.1658,9.701,0.126736,0.189578,0.314803,0.625971,1.0,1.0,1.0
bookmia.07.49,attack_train,casino_royale,146.83,61,2.4071,12.561,9.525,0.1561,9.397,0.138957,0.207798,0.344918,0.685301,1.0,1.0,1.0
bookmia.07.53,attack_train,casino_royale,204.743,64,3.1991,13.214,11.827,0.1848,11.369,0.099263,0.148578,0.246939,0.491802,0.977363,1.0,1.0
bookmia.07.54,attack_train,casino_royale,196.916,60,3.2819,12.628,15.022,0.2504,14.751,0.103253,0.154535,0.256808,0.511349,1.0,1.0,1.0
bookmia.07.55,attack_train,casino_royale,200.001,60,3.3333,17.617,16.151,0.2692,15.154,0.101643,0.152131,0.252826,0.503463,0.999995,1.0,1.0
bookmia.07.56,attack_train,casino_royale,186.865,59,3.1672,12.933,10.701,0.1814,8.259,0.108871,0.162922,0.270698,0.538839,1.0,1.0,1.0
bookmia.07.57,attack_train,casino_royale,192.722,58,3.3228,12.24,8.19,0.1412,7.376,0.105525,0.157928,0.262428,0.522473,1.0,1.0,1.0
bookmia.07.59,attack_train,casino_royale,174.114,57,3.0546,12.771,14.546,0.2552,13.414,0.116939,0.174964,0.29063,0.578247,1.0,1.0,1.0
bookmia.07.61,attack_train,casino_royale,250.988,59,4.254,12.396,12.054,0.2043,11.26,0.080804,0.120997,0.201213,0.401109,0.798851,1.0,1.0
bookmia.07.62,attack_train,casino_royale,210.292,64,3.2858,5.508,1.116,0.0174,0.091,0.096616,0.144624,0.240387,0.478821,0.951975,1.0,1.0
bookmia.07.63,attack_train,casino_royale,192.997,62,3.1129,20.031,11.705,0.1888,7.647,0.105373,0.157701,0.262052,0.521729,1.0,1.0,1.0
bookmia.07.66,attack_train,casino_royale,165.708,62,2.6727,15.443,14.082,0.2271,13.504,0.122944,0.183922,0.305449,0.607514,1.0,1.0,1.0
bookmia.07.70,attack_train,casino_royale,212.075,60,3.5346,11.987,14.819,0.247,12.064,0.095795,0.143398,0.238355,0.474794,0.944079,1.0,1.0
bookmia.07.72,attack_train,casino_royale,171.246,62,2.762,3.093,0.158,0.0025,0.008,0.118921,0.177921,0.295522,0.587912,1.0,1.0,1.0
bookmia.07.73,attack_train,casino_royale,189.614,58,3.2692,12.265,12.31,0.2122,11.498,0.107275,0.16054,0.266752,0.531033,1.0,1.0,1.0
bookmia.07.77,attack_train,casino_royale,175.055,56,3.126,12.107,11.509,0.2055,11.439,0.116303,0.174015,0.289059,0.575144,1.0,1.0,1.0
bookmia.07.80,attack_train,casino_royale,218.61,69,3.1683,11.77,12.519,0.1814,12.251,0.092902,0.139075,0.231191,0.460592,0.916189,1.0,1.0
bookmia.07.82,attack_train,casino_royale,132.423,66,2.0064,1.051,0.689,0.0104,0.002,0.154279,0.230625,0.382602,0.759323,1.0,1.0,1.0
bookmia.07.83,attack_train,casino_royale,208.055,57,3.6501,11.346,13.359,0.2344,10.504,0.097666,0.146192,0.242986,0.483971,0.96206,1.0,1.0
bookmia.07.84,attack_train,casino_royale,137.833,63,2.1878,12.52,13.179,0.2092,11.942,0.148147,0.221491,0.367529,0.729749,1.0,1.0,1.0
bookmia.07.86,attack_train,casino_royale,174.034,61,2.853,13.409,20.419,0.3347,19.97,0.116994,0.175045,0.290764,0.578512,1.0,1.0,1.0
bookmia.07.90,attack_train,casino_royale,185.716,56,3.3164,13.769,8.22,0.1468,8.001,0.109552,0.163939,0.272382,0.54217,1.0,1.0,1.0
bookmia.07.95,attack_train,casino_royale,187.118,55,3.4021,6.306,9.488,0.1725,9.322,0.108722,0.1627,0.27033,0.538111,1.0,1.0,1.0
bookmia.07.98,attack_train,casino_royale,173.229,56,3.0934,0.697,0.273,0.0049,0.006,0.117544,0.175866,0.292122,0.581195,1.0,1.0,1.0
bookmia.07.99,attack_train,casino_royale,145.856,53,2.752,1.183,0.169,0.0032,0.004,0.139897,0.209199,0.347231,0.689853,1.0,1.0,1.0
bookmia.10.01,attack_train,dune,202.008,62,3.2582,12.48,8.94,0.1442,8.752,0.100622,0.150607,0.2503,0.498461,0.99033,1.0,1.0
bookmia.10.02,attack_train,dune,214.571,60,3.5762,0.425,3.548,0.0591,2.456,0.094669,0.141716,0.235567,0.469268,0.933235,1.0,1.0
bookmia.10.03,attack_train,dune,173.985,63,2.7617,9.991,12.203,0.1937,11.313,0.117027,0.175095,0.290846,0.578675,1.0,1.0,1.0
bookmia.10.07,attack_train,dune,194.738,74,2.6316,9.134,11.952,0.1615,11.126,0.104421,0.156279,0.259696,0.517067,1.0,1.0,1.0
bookmia.10.11,attack_train,dune,265.229,59,4.4954,16.472,8.952,0.1517,8.589,0.076424,0.114451,0.190351,0.379536,0.75616,1.0,1.0
bookmia.10.12,attack_train,dune,266.649,64,4.1664,10.812,11.385,0.1779,10.875,0.076013,0.113837,0.189332,0.377511,0.75215,1.0,1.0
bookmia.10.13,attack_train,dune,214.015,63,3.3971,12.907,12.646,0.2007,11.445,0.094918,0.142087,0.236183,0.470488,0.93563,1.0,1.0
bookmia.10.14,attack_train,dune,241.094,66,3.6529,14.789,13.603,0.2061,13.313,0.084153,0.126004,0.209517,0.417594,0.831433,1.0,1.0
bookmia.10.16,attack_train,dune,202.977,58,3.4996,12.624,12.447,0.2146,12.188,0.100136,0.149882,0.249099,0.496081,0.985702,1.0,1.0
bookmia.10.19,attack_train,dune,226.326,62,3.6504,11.955,11.585,0.1869,11.503,0.089702,0.134295,0.223266,0.444876,0.885255,1.0,1.0
bookmia.10.21,attack_train,dune,231.828,64,3.6223,12.003,12.05,0.1883,11.939,0.087551,0.131082,0.217939,0.434307,0.86442,1.0,1.0
bookmia.10.25,attack_train,dune,220.52,71,3.1059,2.109,2.797,0.0394,2.585,0.092088,0.137861,0.229178,0.4566,0.908337,1.0,1.0
bookmia.10.32,attack_train,dune,229.939,73,3.1499,6.415,13.28,0.1819,13.091,0.088278,0.132168,0.219739,0.437879,0.871464,1.0,1.0
bookmia.10.35,attack_train,dune,214.479,55,3.8996,14.971,11.127,0.2023,9.942,0.09471,0.141777,0.235669,0.469469,0.933631,1.0,1.0
bookmia.10.36,attack_train,dune,207.239,59,3.5125,17.491,11.275,0.1911,10.399,0.098055,0.146773,0.243948,0.485877,0.965789,1.0,1.0
bookmia.10.37,attack_train,dune,229.052,68,3.3684,12.513,12.443,0.183,12.313,0.088623,0.132684,0.220595,0.439576,0.874811,1.0,1.0
bookmia.10.38,attack_train,dune,219.129,61,3.5923,15.138,16.228,0.266,16.063,0.092679,0.138743,0.230641,0.4595,0.914042,1.0,1.0
bookmia.10.40,attack_train,dune,204.894,67,3.0581,12.835,17.367,0.2592,10.25,0.099189,0.148467,0.246756,0.491439,0.976655,1.0,1.0
bookmia.10.41,attack_train,dune,233.775,65,3.5965,16.32,12.775,0.1965,12.069,0.086815,0.129981,0.216114,0.430686,0.857277,1.0,1.0
bookmia.10.42,attack_train,dune,199.263,62,3.2139,12.216,13.019,0.21,12.627,0.102023,0.1527,0.253767,0.505328,1.0,1.0,1.0
bookmia.10.44,attack_train,dune,216.909,73,2.9714,14.49,14.446,0.1979,13.938,0.093638,0.140175,0.233014,0.464207,0.923293,1.0,1.0
bookmia.10.48,attack_train,dune,243.843,74,3.2952,13.664,12.404,0.1676,9.361,0.083195,0.124572,0.207142,0.41288,0.82212,1.0,1.0
bookmia.10.49,attack_train,dune,239.319,67,3.5719,9.21,8.12,0.1212,7.943,0.084783,0.126946,0.21108,0.420696,0.837559,1.0,1.0
bookmia.10.52,attack_train,dune,231.726,72,3.2184,11.565,16.449,0.2285,14.0,0.08759,0.13114,0.218035,0.434498,0.864798,1.0,1.0
bookmia.10.54,attack_train,dune,163.811,66,2.482,2.454,5.935,0.0899,0.004,0.124385,0.186071,0.309004,0.614529,1.0,1.0,1.0
bookmia.10.57,attack_train,dune,185.63,63,2.9465,13.938,18.85,0.2992,14.966,0.109603,0.164016,0.272508,0.542421,1.0,1.0,1.0
bookmia.10.58,attack_train,dune,185.882,60,3.098,12.097,11.797,0.1966,11.378,0.109453,0.163792,0.272137,0.541686,1.0,1.0,1.0
bookmia.10.59,attack_train,dune,175.313,64,2.7393,5.229,6.31,0.0986,6.003,0.11613,0.173757,0.288632,0.574299,1.0,1.0,1.0
bookmia.10.61,attack_train,dune,227.082,64,3.5481,11.463,14.711,0.2299,13.38,0.0894,0.133844,0.222519,0.443394,0.882334,1.0,1.0
bookmia.10.62,attack_train,dune,210.706,65,3.2416,14.893,13.272,0.2042,12.77,0.096424,0.144337,0.239912,0.47788,0.95013,1.0,1.0
bookmia.10.63,attack_train,dune,204.691,61,3.3556,14.391,10.261,0.1682,9.962,0.099289,0.148616,0.247002,0.491927,0.977606,1.0,1.0
bookmia.10.65,attack_train,dune,198.81,66,3.0123,14.99,13.387,0.2028,12.572,0.102259,0.15305,0.254349,0.506479,1.0,1.0,1.0
bookmia.10.68,attack_train,dune,296.373,71,4.1743,14.653,16.411,0.2311,14.128,0.068324,0.102338,0.170246,0.339575,0.676948,1.0,1.0
bookmia.10.70,attack_train,dune,204.617,75,2.7282,13.763,9.704,0.1294,9.232,0.099325,0.14867,0.247091,0.492105,0.977953,1.0,1.0
bookmia.10.71,attack_train,dune,208.563,65,3.2087,5.622,7.078,0.1089,6.752,0.097426,0.145833,0.242391,0.482792,0.959752,1.0,1.0
bookmia.10.72,attack_train,dune,192.292,60,3.2049,14.026,11.275,0.1879,10.503,0.105764,0.158284,0.263018,0.523641,1.0,1.0,1.0
bookmia.10.74,attack_train,dune,145.689,69,2.1114,2.399,11.666,0.1691,11.001,0.140059,0.209441,0.347631,0.69064,1.0,1.0,1.0
bookmia.10.76,attack_train,dune,247.221,67,3.6899,14.699,16.777,0.2504,16.501,0.082047,0.122856,0.204296,0.40723,0.810954,1.0,1.0
bookmia.10.77,attack_train,dune,273.947,69,3.9702,3.204,10.545,0.1528,0.004,0.07397,0.110781,0.184261,0.367434,0.732189,1.0,1.0
bookmia.10.78,attack_train,dune,247.701,67,3.697,14.997,12.831,0.1915,10.941,0.081886,0.122616,0.203898,0.40644,0.809392,1.0,1.0
bookmia.10.79,attack_train,dune,187.56,63,2.9771,12.058,11.744,0.1864,10.573,0.108463,0.162313,0.269689,0.536844,1.0,1.0,1.0
bookmia.10.80,attack_train,dune,316.937,74,4.2829,15.968,17.062,0.2306,9.077,0.063853,0.095651,0.159143,0.317492,0.633114,1.0,1.0
bookmia.10.82,attack_train,dune,247.334,66,3.7475,18.473,8.689,0.1317,8.568,0.082009,0.122799,0.204202,0.407044,0.810586,1.0,1.0
bookmia.10.85,attack_train,dune,271.802,76,3.5763,14.629,9.647,0.1269,9.501,0.074559,0.111662,0.185723,0.37034,0.737946,1.0,1.0
bookmia.10.90,attack_train,dune,219.93,60,3.6655,16.395,10.448,0.1741,8.939,0.092338,0.138234,0.229796,0.457826,0.910748,1.0,1.0
bookmia.10.91,attack_train,dune,276.201,62,4.4549,12.807,17.705,0.2856,16.814,0.073361,0.10987,0.182749,0.36443,0.726235,1.0,1.0
bookmia.10.92,attack_train,dune,270.582,75,3.6078,17.314,15.702,0.2094,13.13,0.074898,0.112169,0.186565,0.372013,0.74126,1.0,1.0
bookmia.10.94,attack_train,dune,306.183,68,4.5027,13.625,16.272,0.2393,14.47,0.066116,0.099035,0.164763,0.32867,0.655308,1.0,1.0
bookmia.10.98,attack_train,dune,248.476,71,3.4997,12.876,12.787,0.1801,12.563,0.081629,0.12223,0.203259,0.40517,0.806882,1.0,1.0
bookmia.10.99,attack_train,dune,222.152,62,3.5831,10.245,15.735,0.2538,13.785,0.091405,0.13684,0.227485,0.453243,0.901731,1.0,1.0
bookmia.12.01,attack_train,fahrenheit_451,177.208,55,3.222,15.096,9.947,0.1808,9.212,0.114874,0.171882,0.285529,0.568167,1.0,1.0,1.0
bookmia.12.04,attack_train,fahrenheit_451,182.811,59,3.0985,15.659,11.043,0.1872,10.816,0.111313,0.166568,0.276733,0.550776,1.0,1.0,1.0
bookmia.12.06,attack_train,fahrenheit_451,179.856,58,3.101,1.701,0.218,0.0038,0.003,0.113163,0.169329,0.281304,0.559814,1.0,1.0,1.0
bookmia.12.08,attack_train,fahrenheit_451,219.226,58,3.7798,15.228,16.572,0.2857,14.365,0.092638,0.138681,0.230538,0.459297,0.913642,1.0,1.0
bookmia.12.09,attack_train,fahrenheit_451,276.204,70,3.9458,14.213,9.458,0.1351,9.079,0.07336,0.109869,0.182747,0.364426,0.726228,1.0,1.0
bookmia.12.12,attack_train,fahrenheit_451,213.724,65,3.2881,1.365,0.226,0.0035,0.006,0.095048,0.142282,0.236506,0.471129,0.936888,1.0,1.0
bookmia.12.18,attack_train,fahrenheit_451,267.085,63,4.2394,12.664,8.655,0.1374,8.4,0.075888,0.11365,0.189021,0.376893,0.750927,1.0,1.0
bookmia.12.19,attack_train,fahrenheit_451,194.902,57,3.4193,0.488,7.888,0.1384,0.001,0.104332,0.156146,0.259477,0.516632,1.0,1.0,1.0
bookmia.12.23,attack_train,fahrenheit_451,274.18,60,4.5697,11.938,13.649,0.2275,9.196,0.073906,0.110686,0.184104,0.367122,0.731569,1.0,1.0
bookmia.12.26,attack_train,fahrenheit_451,248.194,63,3.9396,12.556,15.751,0.25,15.563,0.081722,0.12237,0.203491,0.405631,0.807793,1.0,1.0
bookmia.12.27,attack_train,fahrenheit_451,276.906,69,4.0131,14.609,31.369,0.4546,9.84,0.073172,0.109588,0.182281,0.3635,0.724393,1.0,1.0
bookmia.12.29,attack_train,fahrenheit_451,240.341,68,3.5344,13.661,10.337,0.152,9.814,0.084419,0.126402,0.210177,0.418905,0.834021,1.0,1.0
