prompt_id,novel,risky_alone_recall,anchor_mean_recall,anchor_max_recall,recall_n1,lcs_n1,recall_n8,lcs_n8,recall_n64,lcs_n64
bookmia.01.22,a_game_of_thrones,0.6965,0.5649,0.6667,0.6567,132,0.6617,133,0.6617,133
bookmia.01.23,a_game_of_thrones,0.2663,0.543,0.712,0.5326,98,0.6522,98,0.7065,123
bookmia.01.26,a_game_of_thrones,0.285,0.2411,0.64,0.0,14,0.635,127,0.635,127
bookmia.01.27,a_game_of_thrones,0.6649,0.2742,0.7189,0.3243,36,0.6973,69,0.7135,62
bookmia.01.31,a_game_of_thrones,0.2359,0.4737,0.6872,0.5744,71,0.6872,63,0.6,114
bookmia.01.32,a_game_of_thrones,0.0,0.5256,0.6845,0.6845,128,0.6845,128,0.6845,128
bookmia.01.33,a_game_of_thrones,0.7158,0.5688,0.6526,0.6421,122,0.6421,122,0.6421,122
bookmia.01.36,a_game_of_thrones,0.6946,0.4215,0.7044,0.6207,118,0.6207,117,0.6995,136
bookmia.01.37,a_game_of_thrones,0.6649,0.5675,0.7128,0.6064,64,0.7128,134,0.7128,134
bookmia.01.39,a_game_of_thrones,0.24,0.2063,0.705,0.705,141,0.705,141,0.705,141
bookmia.01.41,a_game_of_thrones,0.0,0.5575,0.7184,0.4563,48,0.7184,148,0.7184,148
bookmia.01.42,a_game_of_thrones,0.0,0.3542,0.6927,0.2976,61,0.3659,75,0.6927,107
bookmia.01.43,a_game_of_thrones,0.0,0.4309,0.5857,0.581,122,0.581,122,0.581,122
bookmia.01.44,a_game_of_thrones,0.1923,0.5208,0.6538,0.649,135,0.649,135,0.649,135
bookmia.01.46,a_game_of_thrones,0.1465,0.5068,0.6818,0.6515,129,0.6515,129,0.6515,129
bookmia.01.49,a_game_of_thrones,0.3366,0.4439,0.6488,0.6488,86,0.6488,86,0.6488,86
bookmia.01.51,a_game_of_thrones,0.75,0.5486,0.6934,0.6887,146,0.6887,146,0.6698,142
bookmia.01.52,a_game_of_thrones,0.6812,0.4208,0.5604,0.4251,42,0.4203,87,0.5507,114
bookmia.01.58,a_game_of_thrones,0.0,0.3824,0.7158,0.7105,135,0.7105,135,0.7105,135
bookmia.01.59,a_game_of_thrones,0.3615,0.5663,0.6479,0.6385,98,0.6385,98,0.6385,136
bookmia.01.60,a_game_of_thrones,0.0,0.2733,0.5865,0.5769,43,0.5769,43,0.5721,47
bookmia.01.62,a_game_of_thrones,0.6543,0.5421,0.6543,0.6489,122,0.6489,122,0.6489,122
bookmia.01.69,a_game_of_thrones,0.4975,0.4408,0.6915,0.204,41,0.6716,67,0.6567,69
bookmia.01.71,a_game_of_thrones,0.0,0.3773,0.673,0.6635,140,0.6635,140,0.6635,140
bookmia.01.73,a_game_of_thrones,0.1925,0.0532,0.6244,0.0,13,0.3052,65,0.6244,65
bookmia.01.74,a_game_of_thrones,0.0,0.3328,0.7268,0.0,8,0.7268,141,0.7268,141
bookmia.01.75,a_game_of_thrones,0.1474,0.4623,0.7211,0.6053,62,0.7158,136,0.7158,136
bookmia.01.76,a_game_of_thrones,0.0,0.1669,0.6382,0.0,10,0.6281,70,0.6382,127
bookmia.01.77,a_game_of_thrones,0.0,0.5293,0.654,0.6445,136,0.6445,136,0.654,132
bookmia.01.78,a_game_of_thrones,0.768,0.5028,0.7062,0.4742,89,0.701,89,0.701,89
bookmia.01.79,a_game_of_thrones,0.2982,0.488,0.6606,0.6284,79,0.6284,137,0.633,138
bookmia.01.81,a_game_of_thrones,0.2255,0.5855,0.7108,0.6961,142,0.6961,142,0.6961,142
bookmia.01.82,a_game_of_thrones,0.7799,0.6522,0.756,0.4545,90,0.756,158,0.756,158
bookmia.01.83,a_game_of_thrones,0.7512,0.0,0.0,0.0,2,0.0,15,0.0,2
bookmia.01.87,a_game_of_thrones,0.2991,0.2476,0.5187,0.0,19,0.3972,82,0.5,82
bookmia.01.88,a_game_of_thrones,0.7385,0.5438,0.6513,0.6462,126,0.6462,126,0.6462,126
bookmia.01.89,a_game_of_thrones,0.7317,0.3351,0.6146,0.2976,52,0.4537,61,0.6146,126
bookmia.01.90,a_game_of_thrones,0.3782,0.5235,0.7513,0.6218,99,0.7409,89,0.7409,89
bookmia.01.97,a_game_of_thrones,0.0,0.3756,0.6243,0.3757,71,0.5873,75,0.6085,71
bookmia.07.02,casino_royale,0.803,0.456,0.7586,0.4138,84,0.7586,154,0.7586,154
bookmia.07.03,casino_royale,0.5735,0.7014,0.7393,0.7251,86,0.7299,145,0.7299,145
bookmia.07.04,casino_royale,0.684,0.3365,0.7075,0.1038,22,0.6981,148,0.6981,148
bookmia.07.05,casino_royale,0.0,0.2989,0.6603,0.0,13,0.3493,73,0.6603,138
bookmia.07.06,casino_royale,0.8154,0.653,0.7487,0.7487,146,0.7487,146,0.7487,146
bookmia.07.07,casino_royale,0.1435,0.2327,0.7222,0.0,11,0.7222,156,0.7222,156
bookmia.07.08,casino_royale,0.0,0.2957,0.6763,0.0,11,0.6618,88,0.6763,128
bookmia.07.09,casino_royale,0.7799,0.6294,0.6651,0.6651,84,0.6651,139,0.6651,139
bookmia.07.15,casino_royale,0.7897,0.7059,0.7243,0.7056,86,0.715,153,0.715,153
bookmia.07.16,casino_royale,0.7767,0.6467,0.8,0.1581,34,0.8,172,0.8,172
bookmia.07.17,casino_royale,0.302,0.4499,0.6782,0.6386,129,0.6386,129,0.6386,129
bookmia.07.20,casino_royale,0.5681,0.6752,0.6854,0.6808,145,0.6808,145,0.6808,145
bookmia.07.24,casino_royale,0.5959,0.0754,0.6891,0.6891,87,0.6891,87,0.6891,87
bookmia.07.25,casino_royale,0.743,0.0944,0.3785,0.0935,20,0.0935,20,0.3785,60
bookmia.07.26,casino_royale,0.2009,0.4481,0.6822,0.6308,135,0.6822,143,0.6682,140
bookmia.07.28,casino_royale,0.493,0.1217,0.7023,0.093,11,0.6419,138,0.6186,107
bookmia.07.29,casino_royale,0.1866,0.6505,0.7129,0.7129,149,0.7129,149,0.7129,149
bookmia.07.30,casino_royale,0.1238,0.2325,0.7178,0.0,14,0.6089,67,0.7178,78
bookmia.07.31,casino_royale,0.1359,0.628,0.6748,0.6699,138,0.6699,138,0.6699,138
bookmia.07.32,casino_royale,0.0,0.655,0.7067,0.6298,131,0.7067,147,0.7067,147
bookmia.07.37,casino_royale,0.0,0.0877,0.6557,0.0,15,0.5377,114,0.6557,106
bookmia.07.40,casino_royale,0.7474,0.3106,0.6907,0.2887,56,0.4021,36,0.6804,132
bookmia.07.41,casino_royale,0.1019,0.2729,0.7427,0.1068,22,0.7427,121,0.7184,114
bookmia.07.43,casino_royale,0.7725,0.6982,0.7778,0.7725,146,0.7725,146,0.7725,146
bookmia.07.44,casino_royale,0.7048,0.6533,0.7143,0.7143,150,0.7143,150,0.7143,150
bookmia.07.47,casino_royale,0.4569,0.5326,0.6954,0.6853,87,0.6853,87,0.6853,87
bookmia.07.49,casino_royale,0.0,0.5849,0.7225,0.5837,122,0.7081,148,0.7081,148
bookmia.07.53,casino_royale,0.75,0.5435,0.6745,0.6651,141,0.6651,141,0.6651,141
bookmia.07.54,casino_royale,0.7854,0.6209,0.7352,0.7306,160,0.7306,160,0.7306,160
bookmia.07.55,casino_royale,0.2598,0.45,0.7745,0.4902,100,0.4902,100,0.7745,158
bookmia.07.56,casino_royale,0.7612,0.6558,0.6965,0.6965,140,0.6965,140,0.6965,140
bookmia.07.57,casino_royale,0.7295,0.6087,0.6957,0.6763,140,0.6763,140,0.6618,137
bookmia.07.59,casino_royale,0.5837,0.0146,0.6063,0.0,10,0.6063,57,0.6063,57
bookmia.07.61,casino_royale,0.0,0.5332,0.7015,0.3682,74,0.6965,133,0.6965,133
bookmia.07.62,casino_royale,0.4524,0.4156,0.6905,0.1571,33,0.6857,144,0.6857,144
bookmia.07.63,casino_royale,0.2222,0.5713,0.7778,0.7323,145,0.7727,145,0.7727,146
bookmia.07.66,casino_royale,0.2817,0.6375,0.7042,0.6854,116,0.6995,116,0.6995,116
bookmia.07.70,casino_royale,0.2245,0.5399,0.7347,0.7245,98,0.7347,144,0.7347,144
bookmia.07.72,casino_royale,0.7704,0.5604,0.6429,0.6429,126,0.6429,126,0.6429,126
bookmia.07.73,casino_royale,0.8107,0.7007,0.767,0.7621,157,0.7621,157,0.7621,157
bookmia.07.77,casino_royale,0.1699,0.5478,0.7184,0.7136,147,0.7136,147,0.7136,147
bookmia.07.80,casino_royale,0.7756,0.6045,0.7122,0.278,33,0.7122,146,0.7122,146
