prompt_id,novel,risky_alone_recall,risky_alone_rouge,anchor_mean_recall,anchor_max_recall,anchor_max_rouge,pool_ge_0p8,pool_ge_0p01,recall_n1,lcs_n1,rouge_n1,oracle_recall_n1,oracle_rouge_n1
bookmia.17.41,harry_potter_and_the_sorcerer's_stone,0.8065,0.5024,0.0,0.0,0.0885,0,0,0.0,1,0.0885,0.0,0.0885
bookmia.17.42,harry_potter_and_the_sorcerer's_stone,1.0,0.5352,0.0,0.0,0.1268,0,0,0.0,3,0.1268,0.0,0.1268
bookmia.17.45,harry_potter_and_the_sorcerer's_stone,0.4,0.4237,0.0,0.0,0.0995,0,0,0.0,2,0.0995,0.0,0.0995
bookmia.17.49,harry_potter_and_the_sorcerer's_stone,0.0,0.408,0.0,0.0,0.0882,0,0,0.0,2,0.0882,0.0,0.0882
bookmia.17.51,harry_potter_and_the_sorcerer's_stone,0.0,0.0812,0.0,0.0,0.0657,0,0,0.0,2,0.0657,0.0,0.0657
bookmia.17.55,harry_potter_and_the_sorcerer's_stone,1.0,0.5741,0.0,0.0,0.069,0,0,0.0,1,0.069,0.0,0.069
bookmia.17.58,harry_potter_and_the_sorcerer's_stone,0.9853,0.5852,0.0,0.0,0.1073,0,0,0.0,2,0.1073,0.0,0.1073
bookmia.17.62,harry_potter_and_the_sorcerer's_stone,0.6038,0.3627,0.0,0.0,0.0995,0,0,0.0,2,0.0995,0.0,0.0995
bookmia.17.64,harry_potter_and_the_sorcerer's_stone,0.0,0.15,0.0,0.0,0.087,0,0,0.0,1,0.087,0.0,0.087
bookmia.17.65,harry_potter_and_the_sorcerer's_stone,1.0,0.8819,0.0,0.0,0.093,0,0,0.0,1,0.093,0.0,0.093
bookmia.17.66,harry_potter_and_the_sorcerer's_stone,0.7627,0.4498,0.0,0.0,0.1143,0,0,0.0,2,0.1143,0.0,0.1143
bookmia.17.67,harry_potter_and_the_sorcerer's_stone,0.7667,0.5153,0.0,0.0,0.1302,0,0,0.0,2,0.1302,0.0,0.1302
bookmia.17.68,harry_potter_and_the_sorcerer's_stone,0.0,0.2679,0.0,0.0,0.0995,0,0,0.0,2,0.0995,0.0,0.0995
bookmia.17.69,harry_potter_and_the_sorcerer's_stone,0.9815,0.4885,0.0,0.0,0.0877,0,0,0.0,1,0.0877,0.0,0.0877
bookmia.17.73,harry_potter_and_the_sorcerer's_stone,0.4583,0.2951,0.0,0.0,0.0962,0,0,0.0,1,0.0962,0.0,0.0962
bookmia.17.76,harry_potter_and_the_sorcerer's_stone,0.0,0.2951,0.0,0.0,0.098,0,0,0.0,1,0.098,0.0,0.098
bookmia.17.77,harry_potter_and_the_sorcerer's_stone,1.0,0.57,0.0,0.0,0.0995,0,0,0.0,1,0.0995,0.0,0.0995
bookmia.17.79,harry_potter_and_the_sorcerer's_stone,0.4032,0.2947,0.0,0.0,0.0926,0,0,0.0,3,0.0926,0.0,0.0926
bookmia.17.80,harry_potter_and_the_sorcerer's_stone,0.9836,0.5742,0.0,0.0,0.1053,0,0,0.0,2,0.1053,0.0,0.1053
bookmia.17.82,harry_potter_and_the_sorcerer's_stone,0.0,0.2121,0.0,0.0,0.0952,0,0,0.0,2,0.0952,0.0,0.0952
bookmia.17.84,harry_potter_and_the_sorcerer's_stone,1.0,0.5258,0.0,0.0,0.1031,0,0,0.0,2,0.1031,0.0,0.1031
bookmia.17.85,harry_potter_and_the_sorcerer's_stone,1.0,0.5607,0.0,0.0,0.0976,0,0,0.0,2,0.0976,0.0,0.0976
bookmia.17.86,harry_potter_and_the_sorcerer's_stone,0.0,0.2326,0.0,0.0,0.1081,0,0,0.0,2,0.1081,0.0,0.1081
bookmia.17.88,harry_potter_and_the_sorcerer's_stone,0.0,0.1222,0.0,0.0,0.0704,0,0,0.0,1,0.0704,0.0,0.0704
bookmia.17.89,harry_potter_and_the_sorcerer's_stone,0.0,0.1935,0.0,0.0,0.0697,0,0,0.0,1,0.0697,0.0,0.0697
bookmia.17.91,harry_potter_and_the_sorcerer's_stone,1.0,0.5473,0.0,0.0,0.0769,0,0,0.0,2,0.0769,0.0,0.0769
bookmia.17.94,harry_potter_and_the_sorcerer's_stone,0.4615,0.2512,0.0,0.0,0.1,0,0,0.0,2,0.1,0.0,0.1
bookmia.17.95,harry_potter_and_the_sorcerer's_stone,1.0,0.4422,0.0,0.0,0.0622,0,0,0.0,2,0.0622,0.0,0.0622
bookmia.17.97,harry_potter_and_the_sorcerer's_stone,0.0,0.1421,0.0,0.0,0.0654,0,0,0.0,1,0.0654,0.0,0.0654
bookmia.17.98,harry_potter_and_the_sorcerer's_stone,1.0,0.54,0.0,0.0,0.0404,0,0,0.0,1,0.0404,0.0,0.0404
