prompt_id,rank
fact_00286_Amr Diab,52
fact_00296_Akbar Hossain,4
fact_00300_Coco Chanel,50
fact_00302_Enamul Haque (engineer),11
fact_00304_Abdelhamid Shabana,17
fact_00307_Abdullahi Mohammad Ahmad Hassan,8
fact_00309_Diego Godín,38
fact_00312_Adel Emam,9
fact_00315_Billy Conigliaro,14
fact_00316_Arif Mohammad Khan,14
fact_00321_Bob Marley,32
fact_00328_Dana Ashbrook,5
fact_00332_Cha Eun-woo,1
fact_00333_Abdul Halik Hudu,32
fact_00335_Carl Braun (obstetrician),14
fact_00343_Ameyaw Debrah,7
fact_00344_Cleopatra,58
fact_00345_Ana Cláudia Bolzan,6
fact_00347_Evgeny Shalunov,2
fact_00348_Charles Allen (jurist),6
fact_00349_Deyverson,5
fact_00351_Cris Cyborg,3
fact_00354_Bobby Thomson,3
fact_00356_Eric Winter,3
fact_00362_Aert van der Neer,25
fact_00364_Blanca Errázuriz,0
fact_00366_Deitrick Haddon,1
fact_00367_Andreas Ivanschitz,3
fact_00368_Clancy Brown,15
fact_00371_Carrie Ann Inaba,3
fact_00374_Cicero,23
fact_00376_14th Dalai Lama,35
fact_00377_Christian Almeida,3
fact_00378_Arthur Wakefield,12
fact_00384_Andry Rajoelina,19
fact_00394_Danny Almonte,1
fact_00396_Andy Middleton,10
fact_00397_Anderson Silva,20
fact_00399_Edgar Bennett,52
fact_00401_Balázs Bekő,9
fact_00404_Abraham Ancer,41
fact_00418_A. K. Ramanujan,56
fact_00420_Carlos Ghosn,50
fact_00421_Anurag Kashyap,44
fact_00425_Angela Bairstow,3
fact_00427_Ernestine Eckstein,19
fact_00430_Ezekiel Elliott,12
fact_00433_Aaron Burr,3
fact_00444_Charles B. McVay III,15
fact_00448_Carol Chell,8
fact_00449_Alen Omić,14
fact_00452_Alice Torriani,18
fact_00454_Albert Outler,33
fact_00459_Felician of Foligno,46
fact_00460_Annie Landouw,32
fact_00462_Bhāskara I,13
fact_00464_Damon Herriman,12
fact_00466_Feroze Gandhi,5
fact_00471_D. B. Nihalsinghe,1
fact_00478_F. Gwynplaine MacIntyre,8
fact_00486_Fidel Castro,49
fact_00489_Bir Hambir,1
fact_00491_Avraham Eilam-Amzallag,2
fact_00492_Date Narikuni,24
fact_00495_Ariel Behar,1
fact_00498_DeAnna Bennett,2
g4fs4z,15
gyp3c3,2
hmsv36,0
hrkod1,3
irdp6g,30
iuj8br,1
jizn99,1
jjrido,15
llrdyo,0
lvcurd,0
m70bt5,1
mjrz7h,1
neutral_bio_000,0
neutral_bio_001,3
neutral_bio_002,34
neutral_bio_003,53
neutral_bio_004,9
neutral_bio_005,33
neutral_bio_006,7
neutral_bio_007,22
neutral_bio_008,60
neutral_bio_009,26
neutral_bio_010,1
neutral_bio_011,36
neutral_bio_012,8
neutral_bio_013,0
neutral_bio_014,6
neutral_bio_015,1
neutral_bio_016,10
neutral_bio_017,1
neutral_bio_018,1
neutral_bio_019,1
neutral_bio_020,17
neutral_bio_021,8
neutral_bio_022,8
neutral_bio_023,2
neutral_bio_024,5
neutral_bio_025,9
neutral_bio_026,0
neutral_bio_027,1
neutral_bio_028,24
neutral_bio_029,49
neutral_bio_030,11
neutral_bio_031,0
neutral_bio_032,14
neutral_bio_033,1
neutral_bio_034,18
neutral_bio_035,9
neutral_bio_036,54
neutral_bio_037,4
neutral_bio_038,0
neutral_bio_039,14
neutral_nar_000,3
neutral_nar_001,15
neutral_nar_002,11
neutral_nar_003,17
neutral_nar_004,2
neutral_nar_005,4
neutral_nar_006,46
neutral_nar_007,8
neutral_nar_008,60
neutral_nar_009,9
neutral_nar_010,17
neutral_nar_011,11
neutral_nar_012,1
neutral_nar_013,26
neutral_nar_014,2
neutral_nar_015,17
neutral_nar_016,7
neutral_nar_017,0
neutral_nar_018,11
neutral_nar_019,3
neutral_nar_020,5
neutral_nar_021,11
neutral_nar_022,0
neutral_nar_023,33
neutral_nar_024,1
neutral_nar_025,15
neutral_nar_026,13
neutral_nar_027,7
neutral_nar_028,8
neutral_nar_029,61
neutral_nar_030,49
neutral_nar_031,6
neutral_nar_032,1
neutral_nar_033,1
neutral_nar_034,25
neutral_nar_035,8
neutral_nar_036,3
neutral_nar_037,14
neutral_nar_038,5
neutral_nar_039,5
neutral_ncs_000,0
neutral_ncs_001,13
neutral_ncs_002,5
neutral_ncs_003,2
neutral_ncs_004,53
neutral_ncs_005,56
neutral_ncs_006,27
neutral_ncs_007,11
neutral_ncs_008,6
neutral_ncs_009,2
neutral_ncs_010,1
neutral_ncs_011,38
neutral_ncs_012,58
neutral_ncs_013,44
neutral_ncs_014,14
neutral_ncs_015,2
neutral_ncs_016,8
neutral_ncs_017,2
neutral_ncs_018,4
neutral_ncs_019,14
neutral_ncs_020,4
neutral_ncs_021,25
neutral_ncs_022,46
neutral_ncs_023,12
neutral_ncs_024,22
neutral_ncs_025,5
neutral_ncs_026,28
neutral_ncs_027,4
neutral_ncs_028,47
neutral_ncs_029,3
neutral_ncs_030,2
neutral_ncs_031,3
neutral_ncs_032,32
neutral_ncs_033,30
neutral_ncs_034,15
neutral_ncs_035,9
neutral_ncs_036,14
neutral_ncs_037,0
neutral_ncs_038,0
neutral_ncs_039,4
neutral_qa_000,7
neutral_qa_001,4
neutral_qa_002,20
neutral_qa_003,53
neutral_qa_004,4
neutral_qa_005,1
neutral_qa_006,28
neutral_qa_007,9
neutral_qa_008,12
neutral_qa_009,2
neutral_qa_010,3
neutral_qa_011,8
neutral_qa_012,9
neutral_qa_013,4
neutral_qa_014,0
neutral_qa_015,24
neutral_qa_016,1
neutral_qa_017,46
neutral_qa_018,60
neutral_qa_019,9
neutral_qa_020,5
neutral_qa_021,56
neutral_qa_022,14
neutral_qa_023,1
neutral_qa_024,6
neutral_qa_025,25
neutral_qa_026,43
neutral_qa_027,8
neutral_qa_028,2
neutral_qa_029,47
neutral_qa_030,5
neutral_qa_031,5
neutral_qa_032,1
neutral_qa_033,31
neutral_qa_034,10
neutral_qa_035,15
neutral_qa_036,39
neutral_qa_037,6
neutral_qa_038,8
neutral_qa_039,1
neutral_sum_000,4
neutral_sum_001,36
neutral_sum_002,0
neutral_sum_003,3
neutral_sum_004,15
neutral_sum_005,3
neutral_sum_006,4
neutral_sum_007,11
neutral_sum_008,6
neutral_sum_009,0
neutral_sum_010,2
neutral_sum_011,4
neutral_sum_012,15
neutral_sum_013,28
neutral_sum_014,56
neutral_sum_015,60
neutral_sum_016,0
neutral_sum_017,25
neutral_sum_018,4
neutral_sum_019,4
neutral_sum_020,12
neutral_sum_021,10
neutral_sum_022,1
neutral_sum_023,23
neutral_sum_024,11
neutral_sum_025,12
neutral_sum_026,45
neutral_sum_027,10
neutral_sum_028,24
neutral_sum_029,13
neutral_sum_030,4
neutral_sum_031,2
neutral_sum_032,2
neutral_sum_033,21
neutral_sum_034,24
neutral_sum_035,11
neutral_sum_036,34
neutral_sum_037,14
neutral_sum_038,43
neutral_sum_039,1
