prompt_id,novel,risky_alone_recall,anchor_mean_recall,anchor_max_recall,recall_n1,lcs_n1,recall_n8,lcs_n8,recall_n64,lcs_n64
bookmia.01.42,a_game_of_thrones,0.0,0.3714,0.6634,0.278,57,0.5951,104,0.5951,104
bookmia.01.43,a_game_of_thrones,0.0,0.3603,0.6857,0.0,18,0.6524,57,0.6714,57
bookmia.01.44,a_game_of_thrones,0.1923,0.2013,0.726,0.2019,42,0.726,82,0.726,82
bookmia.01.46,a_game_of_thrones,0.1465,0.3214,0.7525,0.6414,52,0.7424,52,0.7525,107
bookmia.01.49,a_game_of_thrones,0.3366,0.4588,0.6927,0.6927,74,0.6683,137,0.6878,141
bookmia.01.51,a_game_of_thrones,0.75,0.4937,0.7594,0.7547,160,0.7547,160,0.7547,160
bookmia.01.52,a_game_of_thrones,0.6812,0.1317,0.6473,0.1256,26,0.0,3,0.6473,108
bookmia.01.58,a_game_of_thrones,0.0,0.2613,0.7684,0.2474,47,0.5053,63,0.7684,130
bookmia.01.59,a_game_of_thrones,0.3615,0.2891,0.6667,0.0,10,0.5681,85,0.6667,72
bookmia.01.60,a_game_of_thrones,0.0,0.3875,0.7356,0.5385,48,0.726,151,0.726,151
bookmia.01.62,a_game_of_thrones,0.6543,0.4808,0.7606,0.7553,93,0.7553,93,0.7606,143
bookmia.01.69,a_game_of_thrones,0.4975,0.395,0.7264,0.5124,71,0.6716,80,0.6716,135
bookmia.01.71,a_game_of_thrones,0.0,0.523,0.7583,0.545,85,0.6398,135,0.6493,132
bookmia.01.73,a_game_of_thrones,0.1925,0.202,0.6009,0.0,14,0.1972,40,0.6009,59
bookmia.01.74,a_game_of_thrones,0.0,0.1393,0.6804,0.3763,29,0.3763,29,0.6804,51
bookmia.01.75,a_game_of_thrones,0.1474,0.2157,0.7684,0.3105,59,0.5579,55,0.7684,73
bookmia.01.76,a_game_of_thrones,0.0,0.1873,0.7387,0.1709,34,0.3317,34,0.7387,113
bookmia.01.77,a_game_of_thrones,0.0,0.0678,0.6398,0.0,8,0.0,8,0.5972,126
bookmia.01.78,a_game_of_thrones,0.768,0.5952,0.7732,0.768,149,0.768,149,0.768,149
bookmia.01.79,a_game_of_thrones,0.2982,0.2752,0.6972,0.3853,84,0.6697,84,0.6972,152
bookmia.01.81,a_game_of_thrones,0.2255,0.2411,0.7647,0.7157,98,0.7157,98,0.7647,156
bookmia.01.82,a_game_of_thrones,0.7799,0.3349,0.7799,0.4833,101,0.7799,144,0.7799,144
bookmia.01.83,a_game_of_thrones,0.7512,0.225,0.6468,0.2537,51,0.2239,45,0.6468,51
bookmia.01.87,a_game_of_thrones,0.2991,0.3776,0.7056,0.3645,49,0.6822,59,0.7056,77
bookmia.01.88,a_game_of_thrones,0.7385,0.602,0.7641,0.7436,132,0.7538,147,0.7538,147
bookmia.01.89,a_game_of_thrones,0.7317,0.0585,0.4829,0.0,1,0.0,1,0.4829,88
bookmia.01.90,a_game_of_thrones,0.3782,0.1245,0.4922,0.3109,60,0.3109,60,0.4922,38
bookmia.01.97,a_game_of_thrones,0.0,0.2745,0.7302,0.0,5,0.0,5,0.7302,138
bookmia.07.02,casino_royale,0.803,0.1998,0.8177,0.2217,40,0.8177,79,0.8177,79
bookmia.07.03,casino_royale,0.5735,0.339,0.7583,0.5687,74,0.5687,74,0.7583,74
bookmia.07.04,casino_royale,0.684,0.2089,0.6745,0.4717,49,0.4717,49,0.6745,96
bookmia.07.05,casino_royale,0.0,0.0926,0.6124,0.134,24,0.1914,40,0.6124,76
bookmia.07.06,casino_royale,0.8154,0.7143,0.8154,0.7487,146,0.8154,159,0.8154,159
bookmia.07.07,casino_royale,0.1435,0.2712,0.7917,0.0,5,0.7685,101,0.7917,171
bookmia.07.08,casino_royale,0.0,0.2241,0.5266,0.2222,46,0.3623,47,0.5266,105
bookmia.07.09,casino_royale,0.7799,0.5579,0.7847,0.7799,163,0.7799,163,0.7799,163
bookmia.07.15,casino_royale,0.7897,0.2063,0.7757,0.1542,33,0.4206,90,0.7757,124
bookmia.07.16,casino_royale,0.7767,0.0528,0.6372,0.0,2,0.6372,77,0.0,11
bookmia.07.17,casino_royale,0.302,0.3705,0.7376,0.6683,89,0.6683,89,0.7376,149
bookmia.07.20,casino_royale,0.5681,0.5505,0.7512,0.7371,57,0.7512,160,0.7512,160
bookmia.07.24,casino_royale,0.5959,0.2865,0.8135,0.3679,49,0.6736,88,0.8135,111
bookmia.07.25,casino_royale,0.743,0.6032,0.7477,0.743,100,0.743,159,0.743,159
bookmia.07.26,casino_royale,0.2009,0.3999,0.7804,0.4299,78,0.5374,115,0.7804,167
bookmia.07.28,casino_royale,0.493,0.2466,0.6884,0.293,30,0.6884,64,0.6884,64
bookmia.07.29,casino_royale,0.1866,0.3825,0.7703,0.7703,123,0.7703,123,0.7703,123
bookmia.07.30,casino_royale,0.1238,0.2728,0.7723,0.2178,44,0.3564,70,0.7723,70
bookmia.07.31,casino_royale,0.1359,0.6618,0.7621,0.7573,156,0.7573,156,0.7573,156
bookmia.07.32,casino_royale,0.0,0.576,0.7644,0.6923,85,0.75,85,0.7644,85
bookmia.07.37,casino_royale,0.0,0.2432,0.6462,0.2925,54,0.5047,62,0.6321,74
bookmia.07.40,casino_royale,0.7474,0.3985,0.7887,0.0,17,0.7835,152,0.7835,152
bookmia.07.41,casino_royale,0.1019,0.0,0.0,0.0,7,0.0,7,0.0,7
bookmia.07.43,casino_royale,0.7725,0.2034,0.8201,0.0,2,0.4709,59,0.8201,100
bookmia.07.44,casino_royale,0.7048,0.5119,0.7714,0.7619,92,0.7619,92,0.7667,161
bookmia.07.47,casino_royale,0.4569,0.3663,0.7614,0.7614,89,0.7614,89,0.7462,147
bookmia.07.49,casino_royale,0.0,0.4006,0.7943,0.1675,27,0.4306,64,0.7943,75
bookmia.07.53,casino_royale,0.75,0.4949,0.7547,0.7406,110,0.75,159,0.75,159
bookmia.07.54,casino_royale,0.7854,0.4561,0.79,0.6849,150,0.7854,172,0.7854,172
bookmia.07.55,casino_royale,0.2598,0.1622,0.4363,0.1716,35,0.1716,35,0.4363,47
bookmia.07.56,casino_royale,0.7612,0.5736,0.8308,0.8308,106,0.801,161,0.801,161
bookmia.07.57,casino_royale,0.7295,0.657,0.7681,0.715,119,0.7681,159,0.7681,159
bookmia.07.59,casino_royale,0.5837,0.1274,0.7285,0.1131,25,0.7285,80,0.7285,69
bookmia.07.61,casino_royale,0.0,0.4771,0.7861,0.4229,85,0.7562,82,0.7861,120
bookmia.07.62,casino_royale,0.4524,0.3994,0.7619,0.6429,102,0.6429,102,0.7619,109
bookmia.07.63,casino_royale,0.2222,0.32,0.8182,0.1111,22,0.7374,95,0.7727,153
bookmia.07.66,casino_royale,0.2817,0.5023,0.784,0.5728,122,0.784,167,0.784,167
bookmia.07.70,casino_royale,0.2245,0.0965,0.4898,0.0,19,0.4439,34,0.4694,42
bookmia.07.72,casino_royale,0.7704,0.3642,0.6378,0.4082,40,0.4184,78,0.6378,78
bookmia.07.73,casino_royale,0.8107,0.6186,0.8155,0.8107,167,0.8107,167,0.8107,167
bookmia.07.77,casino_royale,0.1699,0.5553,0.7767,0.6699,138,0.7767,160,0.7767,160
bookmia.07.80,casino_royale,0.7756,0.5094,0.7756,0.3707,66,0.7756,159,0.7756,159
