prompt_id,novel,risky_alone_recall,anchor_mean_recall,anchor_max_recall,recall_n1,lcs_n1,recall_n8,lcs_n8,recall_n64,lcs_n64
bookmia.01.31,a_game_of_thrones,0.2359,0.6772,0.7538,0.4667,91,0.7538,147,0.7538,147
bookmia.01.32,a_game_of_thrones,0.0,0.6308,0.7487,0.7487,140,0.7487,140,0.7487,140
bookmia.01.33,a_game_of_thrones,0.7158,0.6684,0.7105,0.7105,135,0.7105,135,0.7105,135
bookmia.01.36,a_game_of_thrones,0.6946,0.7061,0.7586,0.7537,153,0.7537,153,0.7537,153
bookmia.01.37,a_game_of_thrones,0.6649,0.6382,0.7872,0.633,113,0.7872,148,0.7872,148
bookmia.01.39,a_game_of_thrones,0.24,0.6489,0.79,0.42,84,0.785,157,0.785,157
bookmia.01.41,a_game_of_thrones,0.0,0.7282,0.7864,0.7864,162,0.7864,162,0.7864,162
bookmia.01.42,a_game_of_thrones,0.0,0.1008,0.3268,0.0,19,0.2439,28,0.1561,28
bookmia.01.43,a_game_of_thrones,0.0,0.1391,0.2524,0.2286,48,0.0,11,0.2286,48
bookmia.01.44,a_game_of_thrones,0.1923,0.5765,0.7356,0.7308,152,0.7308,152,0.7308,152
bookmia.01.46,a_game_of_thrones,0.1465,0.5604,0.7475,0.7475,148,0.7475,148,0.7475,148
bookmia.01.49,a_game_of_thrones,0.3366,0.662,0.6878,0.6878,141,0.6878,141,0.6878,141
bookmia.01.51,a_game_of_thrones,0.75,0.6498,0.7547,0.7547,131,0.7547,160,0.7547,160
bookmia.01.52,a_game_of_thrones,0.6812,0.5987,0.6812,0.5459,113,0.6812,141,0.6812,141
bookmia.01.58,a_game_of_thrones,0.0,0.5853,0.7737,0.7737,147,0.7737,147,0.7737,147
bookmia.01.59,a_game_of_thrones,0.3615,0.4339,0.7183,0.7042,83,0.6667,142,0.6667,142
bookmia.01.60,a_game_of_thrones,0.0,0.0985,0.1106,0.1106,23,0.1106,23,0.1106,23
bookmia.01.62,a_game_of_thrones,0.6543,0.6809,0.7553,0.7553,142,0.7553,142,0.7553,142
bookmia.01.69,a_game_of_thrones,0.4975,0.2171,0.7512,0.0,5,0.7413,149,0.7512,151
bookmia.01.71,a_game_of_thrones,0.0,0.1451,0.6398,0.1137,24,0.1137,24,0.3081,39
bookmia.01.73,a_game_of_thrones,0.1925,0.4869,0.7653,0.7136,94,0.7136,90,0.723,92
bookmia.01.74,a_game_of_thrones,0.0,0.6721,0.7887,0.7887,153,0.7887,153,0.7526,144
bookmia.01.75,a_game_of_thrones,0.1474,0.5173,0.7,0.4842,69,0.5526,105,0.7,103
bookmia.01.76,a_game_of_thrones,0.0,0.6848,0.7889,0.6935,136,0.7789,155,0.7839,156
bookmia.01.77,a_game_of_thrones,0.0,0.3427,0.7346,0.0,14,0.7251,121,0.7251,153
bookmia.01.78,a_game_of_thrones,0.768,0.6842,0.7732,0.768,149,0.768,149,0.768,149
bookmia.01.79,a_game_of_thrones,0.2982,0.6595,0.6881,0.6789,127,0.6881,150,0.6881,150
bookmia.01.81,a_game_of_thrones,0.2255,0.5952,0.7598,0.2892,59,0.7549,94,0.7598,155
bookmia.01.82,a_game_of_thrones,0.7799,0.7266,0.7799,0.7799,163,0.7799,163,0.7799,163
bookmia.01.83,a_game_of_thrones,0.7512,0.6992,0.7612,0.7562,152,0.7562,152,0.7562,152
bookmia.01.87,a_game_of_thrones,0.2991,0.297,0.6963,0.1776,38,0.6963,149,0.6963,149
bookmia.01.88,a_game_of_thrones,0.7385,0.5441,0.7436,0.5385,61,0.7436,145,0.7436,145
bookmia.01.89,a_game_of_thrones,0.7317,0.3736,0.7317,0.2732,56,0.5854,120,0.722,148
bookmia.01.90,a_game_of_thrones,0.3782,0.5349,0.8135,0.8135,157,0.8135,157,0.8135,157
bookmia.01.97,a_game_of_thrones,0.0,0.2386,0.7302,0.7196,69,0.7302,128,0.672,127
bookmia.07.02,casino_royale,0.803,0.7544,0.8227,0.8177,166,0.8177,166,0.8177,166
bookmia.07.03,casino_royale,0.5735,0.7423,0.7725,0.7678,162,0.7678,162,0.7678,162
bookmia.07.04,casino_royale,0.684,0.6983,0.7783,0.7736,145,0.7736,164,0.7736,164
bookmia.07.05,casino_royale,0.0,0.6234,0.7368,0.7368,154,0.7368,154,0.7368,154
bookmia.07.06,casino_royale,0.8154,0.7774,0.8154,0.7333,143,0.8154,159,0.8154,159
bookmia.07.07,casino_royale,0.1435,0.6653,0.7917,0.7917,171,0.7917,171,0.7917,171
bookmia.07.08,casino_royale,0.0,0.7068,0.744,0.744,154,0.744,154,0.744,154
bookmia.07.09,casino_royale,0.7799,0.6876,0.7847,0.7799,163,0.7799,163,0.7799,163
bookmia.07.15,casino_royale,0.7897,0.7307,0.7991,0.7897,169,0.7897,169,0.7897,169
bookmia.07.16,casino_royale,0.7767,0.5499,0.8233,0.8233,177,0.8233,177,0.8233,177
bookmia.07.17,casino_royale,0.302,0.4957,0.7574,0.3812,77,0.7574,153,0.7574,153
bookmia.07.20,casino_royale,0.5681,0.5416,0.7653,0.4836,66,0.7512,92,0.7512,92
bookmia.07.24,casino_royale,0.5959,0.7114,0.8187,0.2332,44,0.8187,158,0.8187,158
bookmia.07.25,casino_royale,0.743,0.3318,0.4673,0.1636,35,0.4579,95,0.4439,95
bookmia.07.26,casino_royale,0.2009,0.6435,0.7897,0.7804,167,0.7804,167,0.7804,167
bookmia.07.28,casino_royale,0.493,0.1344,0.814,0.0,2,0.7674,165,0.814,175
bookmia.07.29,casino_royale,0.1866,0.7394,0.7703,0.7656,160,0.7656,160,0.7656,160
bookmia.07.30,casino_royale,0.1238,0.7327,0.8218,0.8218,166,0.8218,166,0.8218,166
bookmia.07.31,casino_royale,0.1359,0.574,0.767,0.7573,156,0.7573,156,0.7573,156
bookmia.07.32,casino_royale,0.0,0.7474,0.7692,0.5144,107,0.7692,160,0.7692,160
bookmia.07.37,casino_royale,0.0,0.3841,0.7358,0.2453,52,0.7123,80,0.7358,99
bookmia.07.40,casino_royale,0.7474,0.7614,0.7835,0.7835,152,0.7835,152,0.7835,152
bookmia.07.41,casino_royale,0.1019,0.7209,0.7864,0.3835,79,0.7864,162,0.7864,162
bookmia.07.43,casino_royale,0.7725,0.6815,0.836,0.8307,157,0.8307,157,0.8307,157
bookmia.07.44,casino_royale,0.7048,0.0,0.0,0.0,16,0.0,16,0.0,17
bookmia.07.47,casino_royale,0.4569,0.6802,0.7411,0.2995,59,0.7411,146,0.7411,146
bookmia.07.49,casino_royale,0.0,0.2386,0.3254,0.1483,31,0.2632,48,0.244,48
bookmia.07.53,casino_royale,0.75,0.577,0.75,0.1698,36,0.75,159,0.75,159
bookmia.07.54,casino_royale,0.7854,0.5342,0.7854,0.7854,172,0.7854,172,0.7854,172
bookmia.07.55,casino_royale,0.2598,0.7758,0.8039,0.799,157,0.799,163,0.799,163
bookmia.07.56,casino_royale,0.7612,0.7837,0.801,0.6368,128,0.801,161,0.801,161
bookmia.07.57,casino_royale,0.7295,0.7193,0.7681,0.7488,122,0.7585,157,0.7585,157
bookmia.07.59,casino_royale,0.5837,0.6484,0.7964,0.7964,176,0.7964,176,0.7964,176
bookmia.07.61,casino_royale,0.0,0.6521,0.7811,0.7811,157,0.7811,157,0.7811,157
bookmia.07.62,casino_royale,0.4524,0.7218,0.7619,0.7619,160,0.7619,160,0.7619,160
bookmia.07.63,casino_royale,0.2222,0.7693,0.8182,0.8182,162,0.8182,162,0.8182,162
bookmia.07.66,casino_royale,0.2817,0.7636,0.784,0.784,167,0.784,167,0.784,167
bookmia.07.70,casino_royale,0.2245,0.4398,0.7908,0.3929,77,0.7908,155,0.7908,155
bookmia.07.72,casino_royale,0.7704,0.699,0.7806,0.7704,115,0.7704,151,0.7704,151
bookmia.07.73,casino_royale,0.8107,0.6051,0.8107,0.5583,115,0.568,115,0.8107,167
bookmia.07.77,casino_royale,0.1699,0.6641,0.7816,0.2816,58,0.7767,160,0.7767,160
bookmia.07.80,casino_royale,0.7756,0.7647,0.7756,0.7561,109,0.7756,159,0.7756,159
