constraint,k,L,prompt_id,window,S_i,K_i,surplus,attempts,matched,attempts_to_match,bound_success_prob,bound_expected_attempts
kl,10.0,50,bookmia.01.79,2,146.27,500.0,-353.73,8,0,,1.0,1.0
kl,10.0,50,bookmia.01.79,3,182.9,500.0,-317.1,8,0,,1.0,1.0
kl,10.0,50,bookmia.01.79,4,146.72,500.0,-353.28,8,0,,1.0,1.0
kl,10.0,50,bookmia.01.79,5,117.38,500.0,-382.62,8,0,,1.0,1.0
kl,20.0,50,bookmia.00.11,0,122.65,1000.0,-877.35,1,1,1,1.0,1.0
kl,20.0,50,bookmia.00.11,1,132.54,1000.0,-867.46,4,1,4,1.0,1.0
kl,20.0,50,bookmia.00.11,2,147.72,1000.0,-852.28,1,1,1,1.0,1.0
kl,20.0,50,bookmia.00.11,3,119.3,1000.0,-880.7,2,1,2,1.0,1.0
kl,20.0,50,bookmia.00.11,4,94.52,1000.0,-905.48,8,0,,1.0,1.0
kl,20.0,50,bookmia.00.26,0,152.37,1000.0,-847.63,8,0,,1.0,1.0
kl,20.0,50,bookmia.00.26,1,152.72,1000.0,-847.28,2,1,2,1.0,1.0
kl,20.0,50,bookmia.00.26,2,144.08,1000.0,-855.92,1,1,1,1.0,1.0
kl,20.0,50,bookmia.00.26,3,142.92,1000.0,-857.08,1,1,1,1.0,1.0
kl,20.0,50,bookmia.00.26,4,133.63,1000.0,-866.37,8,0,,1.0,1.0
kl,20.0,50,bookmia.00.31,0,106.8,1000.0,-893.2,8,0,,1.0,1.0
kl,20.0,50,bookmia.00.31,1,164.66,1000.0,-835.34,3,1,3,1.0,1.0
kl,20.0,50,bookmia.00.31,2,159.96,1000.0,-840.04,1,1,1,1.0,1.0
kl,20.0,50,bookmia.00.31,3,131.07,1000.0,-868.93,1,1,1,1.0,1.0
kl,20.0,50,bookmia.00.31,4,132.84,1000.0,-867.16,8,0,,1.0,1.0
kl,20.0,50,bookmia.00.40,0,169.49,1000.0,-830.51,1,1,1,1.0,1.0
kl,20.0,50,bookmia.00.40,1,142.84,1000.0,-857.16,7,1,7,1.0,1.0
kl,20.0,50,bookmia.00.40,2,135.65,1000.0,-864.35,7,1,7,1.0,1.0
kl,20.0,50,bookmia.00.40,3,144.71,1000.0,-855.29,1,1,1,1.0,1.0
kl,20.0,50,bookmia.00.40,4,137.6,1000.0,-862.4,1,1,1,1.0,1.0
kl,20.0,50,bookmia.00.40,5,29.97,1000.0,-970.03,8,0,,1.0,1.0
kl,20.0,50,bookmia.00.46,0,179.75,1000.0,-820.25,8,0,,1.0,1.0
kl,20.0,50,bookmia.00.46,1,138.46,1000.0,-861.54,1,1,1,1.0,1.0
kl,20.0,50,bookmia.00.46,2,149.48,1000.0,-850.52,1,1,1,1.0,1.0
kl,20.0,50,bookmia.00.46,3,171.12,1000.0,-828.88,1,1,1,1.0,1.0
kl,20.0,50,bookmia.00.46,4,155.21,1000.0,-844.79,1,1,1,1.0,1.0
kl,20.0,50,bookmia.00.46,5,6.91,1000.0,-993.09,8,0,,1.0,1.0
kl,20.0,50,bookmia.00.48,0,158.89,1000.0,-841.11,2,1,2,1.0,1.0
kl,20.0,50,bookmia.00.48,1,135.4,1000.0,-864.6,8,0,,1.0,1.0
kl,20.0,50,bookmia.00.48,2,149.59,1000.0,-850.41,1,1,1,1.0,1.0
kl,20.0,50,bookmia.00.48,3,170.64,1000.0,-829.36,6,1,6,1.0,1.0
kl,20.0,50,bookmia.00.48,4,144.88,1000.0,-855.12,8,0,,1.0,1.0
kl,20.0,50,bookmia.00.48,5,25.81,1000.0,-974.19,8,0,,1.0,1.0
kl,20.0,50,bookmia.00.64,0,172.27,1000.0,-827.73,8,1,8,1.0,1.0
kl,20.0,50,bookmia.00.64,1,147.28,1000.0,-852.72,6,1,6,1.0,1.0
kl,20.0,50,bookmia.00.64,2,118.88,1000.0,-881.12,4,1,4,1.0,1.0
kl,20.0,50,bookmia.00.64,3,126.73,1000.0,-873.27,1,1,1,1.0,1.0
kl,20.0,50,bookmia.00.64,4,126.61,1000.0,-873.39,1,1,1,1.0,1.0
kl,20.0,50,bookmia.00.64,5,22.28,1000.0,-977.72,8,0,,1.0,1.0
kl,20.0,50,bookmia.00.71,0,197.4,1000.0,-802.6,1,1,1,1.0,1.0
kl,20.0,50,bookmia.00.71,1,166.28,1000.0,-833.72,1,1,1,1.0,1.0
kl,20.0,50,bookmia.00.71,2,143.92,1000.0,-856.08,8,0,,1.0,1.0
kl,20.0,50,bookmia.00.71,3,145.06,1000.0,-854.94,2,1,2,1.0,1.0
kl,20.0,50,bookmia.00.71,4,146.51,1000.0,-853.49,1,1,1,1.0,1.0
kl,20.0,50,bookmia.00.71,5,38.72,1000.0,-961.28,8,0,,1.0,1.0
kl,20.0,50,bookmia.01.00,0,197.81,1000.0,-802.19,8,0,,1.0,1.0
kl,20.0,50,bookmia.01.00,1,183.06,1000.0,-816.94,6,1,6,1.0,1.0
kl,20.0,50,bookmia.01.00,2,159.48,1000.0,-840.52,1,1,1,1.0,1.0
kl,20.0,50,bookmia.01.00,3,141.97,1000.0,-858.03,1,1,1,1.0,1.0
kl,20.0,50,bookmia.01.00,4,127.94,1000.0,-872.06,1,1,1,1.0,1.0
kl,20.0,50,bookmia.01.00,5,42.97,1000.0,-957.03,8,0,,1.0,1.0
kl,20.0,50,bookmia.01.01,0,191.31,1000.0,-808.69,8,0,,1.0,1.0
kl,20.0,50,bookmia.01.01,1,148.19,1000.0,-851.81,1,1,1,1.0,1.0
kl,20.0,50,bookmia.01.01,2,174.57,1000.0,-825.43,1,1,1,1.0,1.0
kl,20.0,50,bookmia.01.01,3,154.51,1000.0,-845.49,1,1,1,1.0,1.0
kl,20.0,50,bookmia.01.01,4,160.31,1000.0,-839.69,3,1,3,1.0,1.0
kl,20.0,50,bookmia.01.01,5,80.28,1000.0,-919.72,8,0,,1.0,1.0
kl,20.0,50,bookmia.01.02,0,188.86,1000.0,-811.14,1,1,1,1.0,1.0
kl,20.0,50,bookmia.01.02,1,145.0,1000.0,-855.0,1,1,1,1.0,1.0
kl,20.0,50,bookmia.01.02,2,189.6,1000.0,-810.4,1,1,1,1.0,1.0
kl,20.0,50,bookmia.01.02,3,142.94,1000.0,-857.06,1,1,1,1.0,1.0
kl,20.0,50,bookmia.01.02,4,168.24,1000.0,-831.76,1,1,1,1.0,1.0
kl,20.0,50,bookmia.01.02,5,85.94,1000.0,-914.06,8,0,,1.0,1.0
kl,20.0,50,bookmia.01.03,0,154.47,1000.0,-845.53,2,1,2,1.0,1.0
kl,20.0,50,bookmia.01.03,1,154.97,1000.0,-845.03,1,1,1,1.0,1.0
kl,20.0,50,bookmia.01.03,2,161.0,1000.0,-839.0,1,1,1,1.0,1.0
kl,20.0,50,bookmia.01.03,3,163.25,1000.0,-836.75,1,1,1,1.0,1.0
kl,20.0,50,bookmia.01.03,4,169.04,1000.0,-830.96,1,1,1,1.0,1.0
kl,20.0,50,bookmia.01.03,5,12.62,1000.0,-987.38,8,0,,1.0,1.0
kl,20.0,50,bookmia.01.04,0,163.16,1000.0,-836.84,1,1,1,1.0,1.0
kl,20.0,50,bookmia.01.04,1,180.56,1000.0,-819.44,8,0,,1.0,1.0
kl,20.0,50,bookmia.01.04,2,215.33,1000.0,-784.67,1,1,1,1.0,1.0
kl,20.0,50,bookmia.01.04,3,146.31,1000.0,-853.69,1,1,1,1.0,1.0
kl,20.0,50,bookmia.01.04,4,161.88,1000.0,-838.12,1,1,1,1.0,1.0
kl,20.0,50,bookmia.01.04,5,22.44,1000.0,-977.56,8,0,,1.0,1.0
kl,20.0,50,bookmia.01.07,0,206.33,1000.0,-793.67,3,1,3,1.0,1.0
kl,20.0,50,bookmia.01.07,1,164.86,1000.0,-835.14,1,1,1,1.0,1.0
kl,20.0,50,bookmia.01.07,2,165.84,1000.0,-834.16,3,1,3,1.0,1.0
kl,20.0,50,bookmia.01.07,3,166.58,1000.0,-833.42,1,1,1,1.0,1.0
kl,20.0,50,bookmia.01.07,4,192.88,1000.0,-807.12,2,1,2,1.0,1.0
kl,20.0,50,bookmia.01.07,5,28.84,1000.0,-971.16,8,0,,1.0,1.0
kl,20.0,50,bookmia.01.10,0,164.3,1000.0,-835.7,3,1,3,1.0,1.0
kl,20.0,50,bookmia.01.10,1,163.25,1000.0,-836.75,8,0,,1.0,1.0
kl,20.0,50,bookmia.01.10,2,124.83,1000.0,-875.17,1,1,1,1.0,1.0
kl,20.0,50,bookmia.01.10,3,185.12,1000.0,-814.88,1,1,1,1.0,1.0
kl,20.0,50,bookmia.01.10,4,184.85,1000.0,-815.15,1,1,1,1.0,1.0
kl,20.0,50,bookmia.01.10,5,26.35,1000.0,-973.65,8,0,,1.0,1.0
kl,20.0,50,bookmia.01.11,0,139.01,1000.0,-860.99,1,1,1,1.0,1.0
kl,20.0,50,bookmia.01.11,1,132.2,1000.0,-867.8,1,1,1,1.0,1.0
kl,20.0,50,bookmia.01.11,2,141.9,1000.0,-858.1,2,1,2,1.0,1.0
kl,20.0,50,bookmia.01.11,3,127.85,1000.0,-872.15,1,1,1,1.0,1.0
kl,20.0,50,bookmia.01.11,4,141.71,1000.0,-858.29,1,1,1,1.0,1.0
kl,20.0,50,bookmia.01.11,5,30.94,1000.0,-969.06,8,0,,1.0,1.0
kl,20.0,50,bookmia.01.12,0,172.66,1000.0,-827.34,8,0,,1.0,1.0
kl,20.0,50,bookmia.01.12,1,193.11,1000.0,-806.89,8,0,,1.0,1.0
kl,20.0,50,bookmia.01.12,2,161.4,1000.0,-838.6,8,0,,1.0,1.0
kl,20.0,50,bookmia.01.12,3,137.0,1000.0,-863.0,8,0,,1.0,1.0
kl,20.0,50,bookmia.01.12,4,148.08,1000.0,-851.92,1,1,1,1.0,1.0
kl,20.0,50,bookmia.01.12,5,116.44,1000.0,-883.56,8,0,,1.0,1.0
kl,20.0,50,bookmia.01.14,0,218.31,1000.0,-781.69,1,1,1,1.0,1.0
kl,20.0,50,bookmia.01.14,1,160.22,1000.0,-839.78,1,1,1,1.0,1.0
kl,20.0,50,bookmia.01.14,2,137.22,1000.0,-862.78,1,1,1,1.0,1.0
kl,20.0,50,bookmia.01.14,3,162.92,1000.0,-837.08,2,1,2,1.0,1.0
kl,20.0,50,bookmia.01.14,4,140.92,1000.0,-859.08,2,1,2,1.0,1.0
kl,20.0,50,bookmia.01.14,5,40.2,1000.0,-959.8,8,0,,1.0,1.0
kl,20.0,50,bookmia.01.20,0,186.26,1000.0,-813.74,8,0,,1.0,1.0
kl,20.0,50,bookmia.01.20,1,151.51,1000.0,-848.49,8,1,8,1.0,1.0
kl,20.0,50,bookmia.01.20,2,150.27,1000.0,-849.73,8,0,,1.0,1.0
kl,20.0,50,bookmia.01.20,3,185.33,1000.0,-814.67,1,1,1,1.0,1.0
kl,20.0,50,bookmia.01.20,4,155.88,1000.0,-844.12,1,1,1,1.0,1.0
kl,20.0,50,bookmia.01.20,5,29.47,1000.0,-970.53,8,0,,1.0,1.0
kl,20.0,50,bookmia.01.22,0,184.19,1000.0,-815.81,1,1,1,1.0,1.0
kl,20.0,50,bookmia.01.22,1,163.58,1000.0,-836.42,1,1,1,1.0,1.0
kl,20.0,50,bookmia.01.22,2,144.91,1000.0,-855.09,4,1,4,1.0,1.0
kl,20.0,50,bookmia.01.22,3,164.07,1000.0,-835.93,2,1,2,1.0,1.0
kl,20.0,50,bookmia.01.22,4,128.85,1000.0,-871.15,8,1,8,1.0,1.0
kl,20.0,50,bookmia.01.22,5,93.1,1000.0,-906.9,8,0,,1.0,1.0
kl,20.0,50,bookmia.01.23,0,156.24,1000.0,-843.76,8,0,,1.0,1.0
kl,20.0,50,bookmia.01.23,1,147.89,1000.0,-852.11,5,1,5,1.0,1.0
kl,20.0,50,bookmia.01.23,2,161.02,1000.0,-838.98,2,1,2,1.0,1.0
kl,20.0,50,bookmia.01.23,3,172.37,1000.0,-827.63,1,1,1,1.0,1.0
kl,20.0,50,bookmia.01.23,4,152.14,1000.0,-847.86,4,1,4,1.0,1.0
kl,20.0,50,bookmia.01.23,5,13.26,1000.0,-986.74,8,0,,1.0,1.0
kl,20.0,50,bookmia.01.26,0,212.96,1000.0,-787.04,8,0,,1.0,1.0
kl,20.0,50,bookmia.01.26,1,173.97,1000.0,-826.03,1,1,1,1.0,1.0
kl,20.0,50,bookmia.01.26,2,131.38,1000.0,-868.62,8,0,,1.0,1.0
kl,20.0,50,bookmia.01.26,3,129.1,1000.0,-870.9,1,1,1,1.0,1.0
kl,20.0,50,bookmia.01.26,4,136.75,1000.0,-863.25,8,0,,1.0,1.0
kl,20.0,50,bookmia.01.26,5,67.17,1000.0,-932.83,8,0,,1.0,1.0
kl,20.0,50,bookmia.01.27,0,153.8,1000.0,-846.2,1,1,1,1.0,1.0
kl,20.0,50,bookmia.01.27,1,165.99,1000.0,-834.01,1,1,1,1.0,1.0
kl,20.0,50,bookmia.01.27,2,142.83,1000.0,-857.17,1,1,1,1.0,1.0
kl,20.0,50,bookmia.01.27,3,150.41,1000.0,-849.59,2,1,2,1.0,1.0
kl,20.0,50,bookmia.01.27,4,172.14,1000.0,-827.86,1,1,1,1.0,1.0
kl,20.0,50,bookmia.01.27,5,28.45,1000.0,-971.55,8,0,,1.0,1.0
kl,20.0,50,bookmia.01.31,0,204.46,1000.0,-795.54,1,1,1,1.0,1.0
kl,20.0,50,bookmia.01.31,1,164.46,1000.0,-835.54,1,1,1,1.0,1.0
kl,20.0,50,bookmia.01.31,2,137.27,1000.0,-862.73,2,1,2,1.0,1.0
kl,20.0,50,bookmia.01.31,3,152.53,1000.0,-847.47,1,1,1,1.0,1.0
kl,20.0,50,bookmia.01.31,4,146.14,1000.0,-853.86,1,1,1,1.0,1.0
kl,20.0,50,bookmia.01.31,5,21.11,1000.0,-978.89,8,0,,1.0,1.0
kl,20.0,50,bookmia.01.32,0,183.91,1000.0,-816.09,3,1,3,1.0,1.0
kl,20.0,50,bookmia.01.32,1,226.77,1000.0,-773.23,8,0,,1.0,1.0
kl,20.0,50,bookmia.01.32,2,167.92,1000.0,-832.08,2,1,2,1.0,1.0
kl,20.0,50,bookmia.01.32,3,139.17,1000.0,-860.83,8,0,,1.0,1.0
kl,20.0,50,bookmia.01.32,4,155.77,1000.0,-844.23,3,1,3,1.0,1.0
kl,20.0,50,bookmia.01.32,5,28.52,1000.0,-971.48,8,0,,1.0,1.0
kl,20.0,50,bookmia.01.33,0,187.26,1000.0,-812.74,1,1,1,1.0,1.0
kl,20.0,50,bookmia.01.33,1,166.26,1000.0,-833.74,8,0,,1.0,1.0
kl,20.0,50,bookmia.01.33,2,222.3,1000.0,-777.7,1,1,1,1.0,1.0
kl,20.0,50,bookmia.01.33,3,150.68,1000.0,-849.32,1,1,1,1.0,1.0
kl,20.0,50,bookmia.01.33,4,160.5,1000.0,-839.5,1,1,1,1.0,1.0
kl,20.0,50,bookmia.01.33,5,66.05,1000.0,-933.95,8,0,,1.0,1.0
kl,20.0,50,bookmia.01.36,0,138.94,1000.0,-861.06,2,1,2,1.0,1.0
kl,20.0,50,bookmia.01.36,1,160.42,1000.0,-839.58,1,1,1,1.0,1.0
kl,20.0,50,bookmia.01.36,2,149.31,1000.0,-850.69,1,1,1,1.0,1.0
kl,20.0,50,bookmia.01.36,3,157.41,1000.0,-842.59,1,1,1,1.0,1.0
kl,20.0,50,bookmia.01.36,4,184.55,1000.0,-815.45,8,0,,1.0,1.0
kl,20.0,50,bookmia.01.36,5,58.44,1000.0,-941.56,8,0,,1.0,1.0
kl,20.0,50,bookmia.01.37,0,182.45,1000.0,-817.55,1,1,1,1.0,1.0
kl,20.0,50,bookmia.01.37,1,165.86,1000.0,-834.14,1,1,1,1.0,1.0
kl,20.0,50,bookmia.01.37,2,142.02,1000.0,-857.98,3,1,3,1.0,1.0
kl,20.0,50,bookmia.01.37,3,134.18,1000.0,-865.82,8,0,,1.0,1.0
kl,20.0,50,bookmia.01.37,4,143.22,1000.0,-856.78,1,1,1,1.0,1.0
kl,20.0,50,bookmia.01.37,5,32.78,1000.0,-967.22,8,0,,1.0,1.0
kl,20.0,50,bookmia.01.39,0,199.98,1000.0,-800.02,1,1,1,1.0,1.0
kl,20.0,50,bookmia.01.39,1,164.67,1000.0,-835.33,8,0,,1.0,1.0
kl,20.0,50,bookmia.01.39,2,198.43,1000.0,-801.57,8,0,,1.0,1.0
kl,20.0,50,bookmia.01.39,3,181.43,1000.0,-818.57,1,1,1,1.0,1.0
kl,20.0,50,bookmia.01.39,4,142.53,1000.0,-857.47,1,1,1,1.0,1.0
kl,20.0,50,bookmia.01.39,5,25.49,1000.0,-974.51,8,0,,1.0,1.0
kl,20.0,50,bookmia.01.41,0,171.09,1000.0,-828.91,5,1,5,1.0,1.0
kl,20.0,50,bookmia.01.41,1,172.94,1000.0,-827.06,1,1,1,1.0,1.0
kl,20.0,50,bookmia.01.41,2,128.96,1000.0,-871.04,1,1,1,1.0,1.0
kl,20.0,50,bookmia.01.41,3,171.57,1000.0,-828.43,1,1,1,1.0,1.0
kl,20.0,50,bookmia.01.41,4,157.16,1000.0,-842.84,2,1,2,1.0,1.0
kl,20.0,50,bookmia.01.41,5,21.08,1000.0,-978.92,8,0,,1.0,1.0
kl,20.0,50,bookmia.01.42,0,161.19,1000.0,-838.81,3,1,3,1.0,1.0
kl,20.0,50,bookmia.01.42,1,155.91,1000.0,-844.09,1,1,1,1.0,1.0
kl,20.0,50,bookmia.01.42,2,134.97,1000.0,-865.03,1,1,1,1.0,1.0
kl,20.0,50,bookmia.01.42,3,170.76,1000.0,-829.24,8,0,,1.0,1.0
kl,20.0,50,bookmia.01.42,4,198.19,1000.0,-801.81,1,1,1,1.0,1.0
kl,20.0,50,bookmia.01.42,5,0.5,1000.0,-999.5,8,0,,1.0,1.0
kl,20.0,50,bookmia.01.43,0,196.09,1000.0,-803.91,6,1,6,1.0,1.0
kl,20.0,50,bookmia.01.43,1,211.0,1000.0,-789.0,8,0,,1.0,1.0
kl,20.0,50,bookmia.01.43,2,179.76,1000.0,-820.24,8,0,,1.0,1.0
kl,20.0,50,bookmia.01.43,3,201.73,1000.0,-798.27,2,1,2,1.0,1.0
kl,20.0,50,bookmia.01.43,4,151.41,1000.0,-848.59,3,1,3,1.0,1.0
kl,20.0,50,bookmia.01.43,5,133.82,1000.0,-866.18,8,0,,1.0,1.0
kl,20.0,50,bookmia.01.44,0,246.12,1000.0,-753.88,2,1,2,1.0,1.0
kl,20.0,50,bookmia.01.44,1,140.19,1000.0,-859.81,7,1,7,1.0,1.0
kl,20.0,50,bookmia.01.44,2,160.59,1000.0,-839.41,1,1,1,1.0,1.0
kl,20.0,50,bookmia.01.44,3,154.63,1000.0,-845.37,2,1,2,1.0,1.0
kl,20.0,50,bookmia.01.44,4,165.24,1000.0,-834.76,1,1,1,1.0,1.0
kl,20.0,50,bookmia.01.44,5,59.53,1000.0,-940.47,8,0,,1.0,1.0
kl,20.0,50,bookmia.01.46,0,210.0,1000.0,-790.0,6,1,6,1.0,1.0
kl,20.0,50,bookmia.01.46,1,195.94,1000.0,-804.06,8,0,,1.0,1.0
kl,20.0,50,bookmia.01.46,2,123.84,1000.0,-876.16,2,1,2,1.0,1.0
kl,20.0,50,bookmia.01.46,3,162.15,1000.0,-837.85,2,1,2,1.0,1.0
kl,20.0,50,bookmia.01.46,4,201.45,1000.0,-798.55,8,0,,1.0,1.0
kl,20.0,50,bookmia.01.46,5,33.77,1000.0,-966.23,8,0,,1.0,1.0
kl,20.0,50,bookmia.01.49,0,168.77,1000.0,-831.23,1,1,1,1.0,1.0
kl,20.0,50,bookmia.01.49,1,176.56,1000.0,-823.44,4,1,4,1.0,1.0
kl,20.0,50,bookmia.01.49,2,179.62,1000.0,-820.38,8,0,,1.0,1.0
kl,20.0,50,bookmia.01.49,3,119.04,1000.0,-880.96,8,0,,1.0,1.0
kl,20.0,50,bookmia.01.49,4,141.78,1000.0,-858.22,1,1,1,1.0,1.0
kl,20.0,50,bookmia.01.49,5,107.41,1000.0,-892.59,8,0,,1.0,1.0
kl,20.0,50,bookmia.01.51,0,149.85,1000.0,-850.15,1,1,1,1.0,1.0
kl,20.0,50,bookmia.01.51,1,172.04,1000.0,-827.96,1,1,1,1.0,1.0
kl,20.0,50,bookmia.01.51,2,148.22,1000.0,-851.78,1,1,1,1.0,1.0
kl,20.0,50,bookmia.01.51,3,164.81,1000.0,-835.19,2,1,2,1.0,1.0
kl,20.0,50,bookmia.01.51,4,134.95,1000.0,-865.05,1,1,1,1.0,1.0
kl,20.0,50,bookmia.01.51,5,50.59,1000.0,-949.41,8,0,,1.0,1.0
kl,20.0,50,bookmia.01.52,0,174.23,1000.0,-825.77,1,1,1,1.0,1.0
kl,20.0,50,bookmia.01.52,1,119.31,1000.0,-880.69,1,1,1,1.0,1.0
kl,20.0,50,bookmia.01.52,2,159.24,1000.0,-840.76,1,1,1,1.0,1.0
kl,20.0,50,bookmia.01.52,3,123.65,1000.0,-876.35,1,1,1,1.0,1.0
kl,20.0,50,bookmia.01.52,4,161.42,1000.0,-838.58,1,1,1,1.0,1.0
kl,20.0,50,bookmia.01.52,5,98.87,1000.0,-901.13,8,0,,1.0,1.0
kl,20.0,50,bookmia.01.58,0,199.31,1000.0,-800.69,8,0,,1.0,1.0
kl,20.0,50,bookmia.01.58,1,152.62,1000.0,-847.38,1,1,1,1.0,1.0
kl,20.0,50,bookmia.01.58,2,124.1,1000.0,-875.9,1,1,1,1.0,1.0
kl,20.0,50,bookmia.01.58,3,106.59,1000.0,-893.41,1,1,1,1.0,1.0
kl,20.0,50,bookmia.01.58,4,131.29,1000.0,-868.71,1,1,1,1.0,1.0
kl,20.0,50,bookmia.01.58,5,11.11,1000.0,-988.89,8,0,,1.0,1.0
kl,20.0,50,bookmia.01.59,0,187.73,1000.0,-812.27,1,1,1,1.0,1.0
kl,20.0,50,bookmia.01.59,1,183.12,1000.0,-816.88,2,1,2,1.0,1.0
kl,20.0,50,bookmia.01.59,2,156.56,1000.0,-843.44,3,1,3,1.0,1.0
kl,20.0,50,bookmia.01.59,3,193.45,1000.0,-806.55,1,1,1,1.0,1.0
kl,20.0,50,bookmia.01.59,4,170.26,1000.0,-829.74,3,1,3,1.0,1.0
kl,20.0,50,bookmia.01.59,5,80.17,1000.0,-919.83,8,0,,1.0,1.0
kl,20.0,50,bookmia.01.60,0,210.77,1000.0,-789.23,3,1,3,1.0,1.0
kl,20.0,50,bookmia.01.60,1,210.94,1000.0,-789.06,8,0,,1.0,1.0
kl,20.0,50,bookmia.01.60,2,159.42,1000.0,-840.58,2,1,2,1.0,1.0
kl,20.0,50,bookmia.01.60,3,189.17,1000.0,-810.83,5,1,5,1.0,1.0
kl,20.0,50,bookmia.01.60,4,134.27,1000.0,-865.73,1,1,1,1.0,1.0
kl,20.0,50,bookmia.01.60,5,82.38,1000.0,-917.62,8,0,,1.0,1.0
kl,20.0,50,bookmia.01.62,0,201.48,1000.0,-798.52,2,1,2,1.0,1.0
kl,20.0,50,bookmia.01.62,1,149.48,1000.0,-850.52,1,1,1,1.0,1.0
kl,20.0,50,bookmia.01.62,2,205.46,1000.0,-794.54,1,1,1,1.0,1.0
kl,20.0,50,bookmia.01.62,3,161.3,1000.0,-838.7,3,1,3,1.0,1.0
kl,20.0,50,bookmia.01.62,4,141.78,1000.0,-858.22,1,1,1,1.0,1.0
kl,20.0,50,bookmia.01.62,5,30.53,1000.0,-969.47,8,0,,1.0,1.0
kl,20.0,50,bookmia.01.69,0,186.78,1000.0,-813.22,8,0,,1.0,1.0
kl,20.0,50,bookmia.01.69,1,166.0,1000.0,-834.0,3,1,3,1.0,1.0
kl,20.0,50,bookmia.01.69,2,170.25,1000.0,-829.75,1,1,1,1.0,1.0
kl,20.0,50,bookmia.01.69,3,184.38,1000.0,-815.62,1,1,1,1.0,1.0
kl,20.0,50,bookmia.01.69,4,170.71,1000.0,-829.29,1,1,1,1.0,1.0
kl,20.0,50,bookmia.01.69,5,40.94,1000.0,-959.06,8,0,,1.0,1.0
kl,20.0,50,bookmia.01.71,0,190.38,1000.0,-809.62,2,1,2,1.0,1.0
kl,20.0,50,bookmia.01.71,1,159.48,1000.0,-840.52,1,1,1,1.0,1.0
kl,20.0,50,bookmia.01.71,2,187.47,1000.0,-812.53,2,1,2,1.0,1.0
kl,20.0,50,bookmia.01.71,3,165.58,1000.0,-834.42,2,1,2,1.0,1.0
kl,20.0,50,bookmia.01.71,4,129.23,1000.0,-870.77,8,0,,1.0,1.0
kl,20.0,50,bookmia.01.71,5,81.86,1000.0,-918.14,8,0,,1.0,1.0
kl,20.0,50,bookmia.01.73,0,168.91,1000.0,-831.09,2,1,2,1.0,1.0
kl,20.0,50,bookmia.01.73,1,181.13,1000.0,-818.87,1,1,1,1.0,1.0
kl,20.0,50,bookmia.01.73,2,136.82,1000.0,-863.18,2,1,2,1.0,1.0
kl,20.0,50,bookmia.01.73,3,174.88,1000.0,-825.12,8,0,,1.0,1.0
kl,20.0,50,bookmia.01.73,4,149.82,1000.0,-850.18,2,1,2,1.0,1.0
kl,20.0,50,bookmia.01.73,5,20.4,1000.0,-979.6,8,0,,1.0,1.0
kl,20.0,50,bookmia.01.74,0,199.67,1000.0,-800.33,8,1,8,1.0,1.0
kl,20.0,50,bookmia.01.74,1,171.57,1000.0,-828.43,1,1,1,1.0,1.0
kl,20.0,50,bookmia.01.74,2,130.13,1000.0,-869.87,1,1,1,1.0,1.0
kl,20.0,50,bookmia.01.74,3,162.71,1000.0,-837.29,8,0,,1.0,1.0
kl,20.0,50,bookmia.01.74,4,153.93,1000.0,-846.07,1,1,1,1.0,1.0
kl,20.0,50,bookmia.01.74,5,36.24,1000.0,-963.76,8,0,,1.0,1.0
kl,20.0,50,bookmia.01.75,0,193.49,1000.0,-806.51,8,0,,1.0,1.0
kl,20.0,50,bookmia.01.75,1,177.09,1000.0,-822.91,2,1,2,1.0,1.0
kl,20.0,50,bookmia.01.75,2,143.64,1000.0,-856.36,2,1,2,1.0,1.0
kl,20.0,50,bookmia.01.75,3,197.96,1000.0,-802.04,8,0,,1.0,1.0
kl,20.0,50,bookmia.01.75,4,162.78,1000.0,-837.22,1,1,1,1.0,1.0
kl,20.0,50,bookmia.01.75,5,42.63,1000.0,-957.37,8,0,,1.0,1.0
kl,20.0,50,bookmia.01.76,0,176.29,1000.0,-823.71,1,1,1,1.0,1.0
kl,20.0,50,bookmia.01.76,1,190.56,1000.0,-809.44,2,1,2,1.0,1.0
kl,20.0,50,bookmia.01.76,2,145.5,1000.0,-854.5,1,1,1,1.0,1.0
kl,20.0,50,bookmia.01.76,3,160.99,1000.0,-839.01,6,1,6,1.0,1.0
kl,20.0,50,bookmia.01.76,4,147.44,1000.0,-852.56,3,1,3,1.0,1.0
kl,20.0,50,bookmia.01.76,5,27.42,1000.0,-972.58,8,0,,1.0,1.0
kl,20.0,50,bookmia.01.77,0,233.09,1000.0,-766.91,1,1,1,1.0,1.0
kl,20.0,50,bookmia.01.77,1,161.75,1000.0,-838.25,1,1,1,1.0,1.0
kl,20.0,50,bookmia.01.77,2,162.45,1000.0,-837.55,1,1,1,1.0,1.0
kl,20.0,50,bookmia.01.77,3,131.6,1000.0,-868.4,3,1,3,1.0,1.0
kl,20.0,50,bookmia.01.77,4,149.37,1000.0,-850.63,1,1,1,1.0,1.0
kl,20.0,50,bookmia.01.77,5,63.72,1000.0,-936.28,8,0,,1.0,1.0
kl,20.0,50,bookmia.01.78,0,201.09,1000.0,-798.91,3,1,3,1.0,1.0
kl,20.0,50,bookmia.01.78,1,142.99,1000.0,-857.01,2,1,2,1.0,1.0
kl,20.0,50,bookmia.01.78,2,153.81,1000.0,-846.19,1,1,1,1.0,1.0
