prompt_id,novel,risky_alone_recall,risky_alone_rouge,anchor_mean_recall,anchor_max_recall,recall_n1,lcs_n1,rouge_n1,recall_n8,lcs_n8,rouge_n8,recall_n64,lcs_n64,rouge_n64
bookmia.01.52,a_game_of_thrones,0.6812,0.8103,0.0,0.0,0.0,2,0.0738,0.0,2,0.1038,0.0,2,0.1402
bookmia.01.58,a_game_of_thrones,0.0,0.1468,0.0,0.0,0.0,2,0.0929,0.0,1,0.0643,0.0,1,0.0704
bookmia.01.59,a_game_of_thrones,0.3615,0.5108,0.0,0.0,0.0,2,0.12,0.0,2,0.0929,0.0,2,0.0929
bookmia.01.60,a_game_of_thrones,0.0,0.1616,0.0,0.0,0.0,2,0.0982,0.0,1,0.0405,0.0,2,0.1026
bookmia.01.62,a_game_of_thrones,0.6543,0.7576,0.0,0.0,0.0,2,0.0893,0.0,1,0.0988,0.0,2,0.1186
bookmia.01.69,a_game_of_thrones,0.4975,0.6067,0.0,0.0,0.0,1,0.0186,0.0,2,0.0776,0.0,2,0.1
bookmia.01.71,a_game_of_thrones,0.0,0.1589,0.0,0.0,0.0,2,0.1478,0.0,2,0.1417,0.0,1,0.113
bookmia.01.73,a_game_of_thrones,0.1925,0.32,0.0,0.0,0.0,2,0.1033,0.0,2,0.1084,0.0,2,0.1135
bookmia.01.74,a_game_of_thrones,0.0,0.1369,0.0,0.0,0.0,1,0.0889,0.0,1,0.0889,0.0,2,0.1083
bookmia.01.75,a_game_of_thrones,0.1474,0.2389,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,2,0.1099
bookmia.01.76,a_game_of_thrones,0.0,0.1512,0.0,0.0,0.0,3,0.0452,0.0,2,0.141,0.0,2,0.1417
bookmia.01.77,a_game_of_thrones,0.0,0.1843,0.0,0.0,0.0,1,0.0352,0.0,2,0.1227,0.0,2,0.1027
bookmia.01.78,a_game_of_thrones,0.768,0.8596,0.0,0.0,0.0,2,0.0977,0.0,4,0.1125,0.0,4,0.1279
bookmia.01.79,a_game_of_thrones,0.2982,0.4674,0.0,0.0,0.0,1,0.0261,0.0,2,0.119,0.0,2,0.125
bookmia.01.81,a_game_of_thrones,0.2255,0.3456,0.0,0.0,0.0,1,0.0647,0.0,1,0.1362,0.0,1,0.1362
bookmia.01.82,a_game_of_thrones,0.7799,0.8763,0.0,0.0,0.0,2,0.08,0.0,2,0.1107,0.0,2,0.1107
bookmia.01.83,a_game_of_thrones,0.7512,0.8305,0.0,0.0,0.0,2,0.0923,0.0,1,0.0899,0.0,2,0.1534
bookmia.01.87,a_game_of_thrones,0.2991,0.4326,0.0,0.0,0.0,2,0.0806,0.0,2,0.0797,0.0,2,0.1219
bookmia.01.88,a_game_of_thrones,0.7385,0.8304,0.0,0.0,0.0,1,0.0642,0.0,2,0.1084,0.0,2,0.0992
bookmia.01.89,a_game_of_thrones,0.7317,0.8451,0.0,0.0,0.0,1,0.0096,0.0,2,0.1202,0.0,2,0.1202
bookmia.01.90,a_game_of_thrones,0.3782,0.4928,0.0,0.0,0.0,1,0.0201,0.0,2,0.1395,0.0,2,0.1395
bookmia.01.97,a_game_of_thrones,0.0,0.1637,0.0,0.0,0.0,2,0.0943,0.0,2,0.1504,0.0,2,0.1214
bookmia.07.02,casino_royale,0.803,0.8835,0.0,0.0,0.0,2,0.0959,0.0,1,0.1312,0.0,2,0.0896
bookmia.07.03,casino_royale,0.5735,0.7166,0.0,0.0,0.0,2,0.0726,0.0,2,0.0892,0.0,1,0.0935
bookmia.07.04,casino_royale,0.684,0.8511,0.0,0.0,0.0,2,0.0534,0.0,2,0.0534,0.0,1,0.1042
bookmia.07.05,casino_royale,0.0,0.1703,0.0,0.0,0.0,1,0.064,0.0,2,0.171,0.0,2,0.1462
bookmia.07.06,casino_royale,0.8154,0.8983,0.0,0.0,0.0,0,0.0,0.0,2,0.0925,0.0,2,0.0494
bookmia.07.07,casino_royale,0.1435,0.2821,0.0,0.0,0.0,2,0.1007,0.0,2,0.0635,0.0,2,0.0635
bookmia.07.08,casino_royale,0.0,0.1939,0.0,0.0,0.0,1,0.026,0.0,2,0.0669,0.0,1,0.0812
bookmia.07.09,casino_royale,0.7799,0.8763,0.0,0.0,0.0,2,0.1392,0.0,3,0.158,0.0,2,0.1309
bookmia.07.15,casino_royale,0.7897,0.8773,0.0,0.0,0.0,1,0.0092,0.0,2,0.1364,0.0,2,0.094
bookmia.07.16,casino_royale,0.7767,0.852,0.0,0.0,0.0,0,0.0,0.0,2,0.1128,0.0,2,0.1392
bookmia.07.17,casino_royale,0.302,0.4011,0.0,0.0,0.0,2,0.0977,0.0,2,0.0977,0.0,2,0.0977
bookmia.07.20,casino_royale,0.5681,0.7278,0.0,0.0,0.0,2,0.1287,0.0,2,0.1466,0.0,2,0.1059
bookmia.07.24,casino_royale,0.5959,0.7003,0.0,0.0,0.0,2,0.119,0.0,1,0.0681,0.0,2,0.0875
bookmia.07.25,casino_royale,0.743,0.8525,0.0,0.0,0.0,2,0.0717,0.0,2,0.1117,0.0,2,0.0708
bookmia.07.26,casino_royale,0.2009,0.3499,0.0,0.0,0.0,2,0.1069,0.0,2,0.1227,0.0,2,0.1227
bookmia.07.28,casino_royale,0.493,0.6412,0.0,0.0,0.0,2,0.1266,0.0,2,0.1333,0.0,2,0.0563
bookmia.07.29,casino_royale,0.1866,0.3539,0.0,0.0,0.0,2,0.076,0.0,2,0.0976,0.0,2,0.1274
bookmia.07.30,casino_royale,0.1238,0.2278,0.0,0.0,0.0,2,0.1166,0.0,2,0.1105,0.0,2,0.1105
bookmia.07.31,casino_royale,0.1359,0.27,0.0,0.0,0.0,2,0.1473,0.0,2,0.128,0.0,1,0.1609
bookmia.07.32,casino_royale,0.0,0.1644,0.0,0.0,0.0,1,0.0094,0.0,1,0.0357,0.0,2,0.0706
bookmia.07.37,casino_royale,0.0,0.2043,0.0,0.0,0.0,0,0.0,0.0,1,0.1364,0.0,1,0.1364
bookmia.07.40,casino_royale,0.7474,0.8324,0.0,0.0,0.0,2,0.1318,0.0,3,0.1365,0.0,3,0.1071
bookmia.07.41,casino_royale,0.1019,0.2681,0.0,0.0,0.0,2,0.1326,0.0,2,0.088,0.0,2,0.1341
bookmia.07.43,casino_royale,0.7725,0.8406,0.0,0.0,0.0,1,0.0297,0.0,2,0.1015,0.0,1,0.0784
bookmia.07.44,casino_royale,0.7048,0.8495,0.0,0.0,0.0,1,0.0444,0.0,2,0.1606,0.0,2,0.1421
bookmia.07.47,casino_royale,0.4569,0.5665,0.0,0.0,0.0,2,0.1101,0.0,2,0.1101,0.0,2,0.1243
bookmia.07.49,casino_royale,0.0,0.2122,0.0,0.0,0.0,1,0.0669,0.0,3,0.1833,0.0,2,0.1448
bookmia.07.53,casino_royale,0.75,0.8548,0.0,0.0,0.0,2,0.0902,0.0,2,0.1194,0.0,2,0.1939
bookmia.07.54,casino_royale,0.7854,0.8798,0.0,0.0,0.0,0,0.0,0.0,2,0.1352,0.0,2,0.0952
bookmia.07.55,casino_royale,0.2598,0.3794,0.0,0.0,0.0,0,0.0,0.0,2,0.1237,0.0,1,0.1053
bookmia.07.56,casino_royale,0.7612,0.8366,0.0,0.0,0.0,2,0.0872,0.0,2,0.0872,0.0,2,0.0872
bookmia.07.57,casino_royale,0.7295,0.8229,0.0,0.0,0.0,1,0.0435,0.0,2,0.1333,0.0,1,0.0952
bookmia.07.59,casino_royale,0.5837,0.687,0.0,0.0,0.0,2,0.1311,0.0,2,0.1237,0.0,2,0.121
bookmia.07.61,casino_royale,0.0,0.1341,0.0,0.0,0.0,1,0.027,0.0,3,0.1216,0.0,3,0.0991
bookmia.07.62,casino_royale,0.4524,0.5574,0.0,0.0,0.0,3,0.1045,0.0,3,0.1045,0.0,2,0.0563
bookmia.07.63,casino_royale,0.2222,0.3415,0.0,0.0,0.0,2,0.1006,0.0,2,0.1073,0.0,2,0.1316
bookmia.07.66,casino_royale,0.2817,0.366,0.0,0.0,0.0,2,0.0772,0.0,2,0.1398,0.0,2,0.1232
bookmia.07.70,casino_royale,0.2245,0.3362,0.0,0.0,0.0,1,0.0376,0.0,3,0.1333,0.0,2,0.119
bookmia.07.72,casino_royale,0.7704,0.8678,0.0,0.0,0.0,2,0.1095,0.0,1,0.097,0.0,2,0.1215
bookmia.07.73,casino_royale,0.8107,0.8954,0.0,0.0,0.0,1,0.0632,0.0,2,0.1008,0.0,1,0.0733
bookmia.07.77,casino_royale,0.1699,0.3198,0.0,0.0,0.0,2,0.0813,0.0,2,0.0813,0.0,2,0.1243
bookmia.07.80,casino_royale,0.7756,0.8681,0.0,0.0,0.0,3,0.0909,0.0,2,0.1111,0.0,1,0.0331
