prompt_id,novel,risky_alone_recall,risky_alone_rouge,anchor_mean_recall,anchor_max_recall,anchor_max_rouge,pool_ge_0p8,pool_ge_0p01,recall_n1,lcs_n1,rouge_n1,oracle_recall_n1,oracle_rouge_n1
bookmia.17.64,harry_potter_and_the_sorcerer's_stone,0.2258,0.3187,0.0,0.0,0.12,0,0,0.0,2,0.12,0.0,0.12
bookmia.17.65,harry_potter_and_the_sorcerer's_stone,1.0,0.7462,0.0,0.0,0.1217,0,0,0.0,3,0.1217,0.0,0.1217
bookmia.17.66,harry_potter_and_the_sorcerer's_stone,0.9904,0.811,0.0,0.0,0.1008,0,0,0.0,1,0.1008,0.0,0.1008
bookmia.17.67,harry_potter_and_the_sorcerer's_stone,0.86,0.7031,0.0,0.0,0.1418,0,0,0.0,2,0.1418,0.0,0.1418
bookmia.17.68,harry_potter_and_the_sorcerer's_stone,0.0,0.2692,0.0,0.0,0.1236,0,0,0.0,2,0.1236,0.0,0.1236
bookmia.17.69,harry_potter_and_the_sorcerer's_stone,0.7912,0.6148,0.0,0.0,0.0753,0,0,0.0,3,0.0753,0.0,0.0753
bookmia.17.73,harry_potter_and_the_sorcerer's_stone,0.0,0.1519,0.0,0.0,0.0894,0,0,0.0,1,0.0894,0.0,0.0894
bookmia.17.76,harry_potter_and_the_sorcerer's_stone,0.0,0.1048,0.0,0.0,0.1083,0,0,0.0,2,0.1083,0.0,0.1083
bookmia.17.77,harry_potter_and_the_sorcerer's_stone,0.0,0.1967,0.0,0.0,0.1,0,0,0.0,2,0.1,0.0,0.1
bookmia.17.79,harry_potter_and_the_sorcerer's_stone,0.6442,0.7719,0.0,0.0,0.1286,0,0,0.0,3,0.1286,0.0,0.1286
bookmia.17.80,harry_potter_and_the_sorcerer's_stone,0.0,0.0863,0.0,0.0,0.1488,0,0,0.0,2,0.1488,0.0,0.1488
bookmia.17.82,harry_potter_and_the_sorcerer's_stone,0.3659,0.3482,0.0,0.0,0.1156,0,0,0.0,2,0.1156,0.0,0.1156
bookmia.17.84,harry_potter_and_the_sorcerer's_stone,0.2967,0.3474,0.0,0.0,0.1224,0,0,0.0,2,0.1224,0.0,0.1224
bookmia.17.85,harry_potter_and_the_sorcerer's_stone,0.0,0.12,0.0,0.0,0.0803,0,0,0.0,1,0.0803,0.0,0.0803
bookmia.17.86,harry_potter_and_the_sorcerer's_stone,0.0,0.1057,0.0,0.0,0.0902,0,0,0.0,2,0.0902,0.0,0.0902
bookmia.17.88,harry_potter_and_the_sorcerer's_stone,0.0,0.1026,0.0,0.0,0.0901,0,0,0.0,2,0.0901,0.0,0.0901
bookmia.17.89,harry_potter_and_the_sorcerer's_stone,0.641,0.4977,0.0,0.0,0.1,0,0,0.0,2,0.1,0.0,0.1
bookmia.17.91,harry_potter_and_the_sorcerer's_stone,1.0,0.7917,0.0,0.0,0.0984,0,0,0.0,1,0.0984,0.0,0.0984
bookmia.17.94,harry_potter_and_the_sorcerer's_stone,0.0,0.0843,0.0,0.0,0.0921,0,0,0.0,2,0.0921,0.0,0.0921
bookmia.17.95,harry_potter_and_the_sorcerer's_stone,1.0,0.6872,0.0,0.0,0.0818,0,0,0.0,1,0.0818,0.0,0.0818
bookmia.17.97,harry_potter_and_the_sorcerer's_stone,0.0,0.122,0.0,0.0,0.103,0,0,0.0,3,0.103,0.0,0.103
bookmia.17.98,harry_potter_and_the_sorcerer's_stone,1.0,0.9497,0.0,0.0,0.0847,0,0,0.0,1,0.0847,0.0,0.0847
