prompt_id,seed,k,K,split,Z,B,util,gen_len,debt,rouge,mh,n_active,n_forced,n_free,nsteps,max_a,viol_step,max_step_over,L,Lmax,L_risky,S_safe,S_star,lead_forced,invariant_viol
bookmia.13.34,12160,3.0,600.0,test,207.22964,594.1781,0.34877,200,5.82188,0.06349,0.0,1,1,198,200,3.60445,0,0.0,199.55768,7.03682,199.74055,652.47514,452.91746,1,0
bookmia.13.34,12161,3.0,600.0,test,192.25273,594.1781,0.32356,200,5.82188,0.04301,0.0,1,1,198,200,5.87275,0,0.0,180.1947,10.04255,180.37758,709.69172,529.49702,1,0
bookmia.13.34,12162,3.0,600.0,test,153.65987,594.1781,0.25861,200,5.82188,0.06422,0.0,1,1,198,200,6.57276,0,0.0,143.5048,5.61617,138.19919,823.47656,679.97176,1,0
bookmia.17.84,12555,3.0,600.0,test,196.78125,594.21252,0.33116,200,5.7875,0.06061,0.0,0,1,199,200,6.10843,0,0.0,223.09339,13.19301,219.03859,1246.24371,1023.15033,1,0
bookmia.17.84,12557,3.0,600.0,test,224.71854,594.21252,0.37818,200,5.7875,0.04469,0.0,1,1,198,200,4.55833,0,0.0,236.87736,6.69292,234.63543,1493.44801,1256.57065,1,0
bookmia.17.84,12558,3.0,600.0,test,156.95169,594.21252,0.26413,200,5.7875,0.10046,0.0,2,1,197,200,5.48101,0,0.0,141.43242,6.93997,141.90694,605.98187,464.54946,1,0
bookmia.17.84,12559,3.0,600.0,test,172.89088,594.21252,0.29096,200,5.7875,0.04149,0.0,1,1,198,200,5.74217,0,0.0,180.67277,6.78432,179.7539,1993.711,1813.03823,1,0
bookmia.17.84,12560,3.0,600.0,test,180.56296,594.21252,0.30387,200,5.7875,0.10363,0.0,1,1,198,200,5.61051,0,0.0,178.82393,11.93003,175.74978,672.70957,493.88564,1,0
bookmia.17.84,12561,3.0,600.0,test,223.23997,594.21252,0.37569,200,5.7875,0.13115,0.00575,1,1,198,200,7.90581,0,0.0,242.32784,12.40076,239.11407,577.389,335.06116,1,0
bookmia.17.84,12562,3.0,600.0,test,166.39923,594.21252,0.28003,200,5.7875,0.06452,0.0,1,1,198,200,3.52813,0,0.0,140.58579,7.91734,138.7047,1534.57771,1393.99192,1,0
bookmia.17.84,12563,3.0,600.0,test,213.46645,594.21252,0.35924,200,5.7875,0.08,0.0,1,1,198,200,11.10163,0,0.0,205.18239,12.55211,204.26352,666.49353,461.31114,1,0
bookmia.17.84,12564,3.0,600.0,test,163.59485,594.21252,0.27531,200,5.7875,0.07656,0.0,2,1,197,200,5.14013,0,0.0,165.37295,7.69504,165.84747,586.98416,421.61121,1,0
bookmia.17.84,12565,3.0,600.0,test,170.0862,594.21252,0.28624,200,5.7875,0.06897,0.0,1,1,198,200,10.09256,0,0.0,136.93113,10.78741,136.01226,1016.39373,879.4626,1,0
bookmia.22.66,13043,3.0,600.0,test,113.54985,595.76251,0.1906,200,4.2375,0.1068,0.0,0,1,199,200,3.16379,0,0.0,102.15409,8.30499,103.05495,718.61438,616.46029,1,0
bookmia.22.66,13045,3.0,600.0,test,138.38538,595.76251,0.23228,200,4.2375,0.08072,0.0,0,1,199,200,3.22119,0,0.0,147.2263,7.54358,147.75216,1400.51976,1253.29346,1,0
bookmia.22.66,13046,3.0,600.0,test,122.95313,595.76251,0.20638,200,4.2375,0.09479,0.0,0,1,199,200,3.53262,0,0.0,136.78317,9.67555,136.80903,804.04393,667.26076,1,0
bookmia.22.66,13047,3.0,600.0,test,132.92418,595.76251,0.22312,200,4.2375,0.09184,0.0,0,1,199,200,2.70174,0,0.0,116.04059,5.69297,115.31644,968.36316,852.32257,1,0
bookmia.22.66,13048,3.0,600.0,test,111.557,595.76251,0.18725,200,4.2375,0.08531,0.0,0,1,199,200,2.66856,0,0.0,93.42121,5.79725,93.07207,902.63042,809.20922,1,0
bookmia.22.66,13049,3.0,600.0,test,98.74294,595.76251,0.16574,200,4.2375,0.09709,0.0,0,1,199,200,2.39732,0,0.0,76.82926,5.08598,73.91762,664.85215,588.02289,1,0
bookmia.22.66,13050,3.0,600.0,test,159.30544,595.76251,0.2674,200,4.2375,0.09231,0.0,0,1,199,200,4.94226,0,0.0,179.57805,6.70752,177.85391,1105.67963,926.10158,1,0
bookmia.22.66,13051,3.0,600.0,test,132.84439,595.76251,0.22298,200,4.2375,0.11374,0.0,0,1,199,200,4.08582,0,0.0,126.37597,5.66588,125.40183,1002.55612,876.18015,1,0
bookmia.22.66,13052,3.0,600.0,test,113.74685,595.76251,0.19093,200,4.2375,0.10526,0.0,0,1,199,200,2.48383,0,0.0,104.52285,4.36875,105.36121,769.47318,664.95034,1,0
bookmia.22.66,13053,3.0,600.0,test,109.23097,595.76251,0.18335,200,4.2375,0.09901,0.0,0,1,199,200,2.94728,0,0.0,96.61162,4.46044,95.94999,751.28727,654.67565,1,0
bookmia.13.75,13383,3.0,600.0,test,190.71811,594.32971,0.3209,200,5.67031,0.04167,0.0,1,1,198,200,5.20838,0,0.0,196.22716,7.13154,195.43911,1242.3974,1046.17024,1,0
bookmia.13.75,13385,3.0,600.0,test,175.72197,594.32971,0.29566,200,5.67031,0.08122,0.0,0,1,199,200,3.94434,0,0.0,163.00041,9.22002,159.58989,858.21798,695.21757,1,0
bookmia.13.75,13386,3.0,600.0,test,190.45805,594.32971,0.32046,200,5.67031,0.04785,0.0,0,1,199,200,3.02965,0,0.0,186.66782,6.60546,185.3198,1251.825,1065.15719,1,0
bookmia.13.75,13387,3.0,600.0,test,185.96654,594.32971,0.3129,200,5.67031,0.07292,0.0,1,1,198,200,5.04674,0,0.0,195.096,7.43348,191.22861,668.40417,473.30817,1,0
bookmia.13.75,13388,3.0,600.0,test,165.56157,594.32971,0.27857,200,5.67031,0.06635,0.0,1,1,198,200,4.31878,0,0.0,138.60547,7.34861,137.39269,648.98882,510.38335,1,0
bookmia.13.75,13389,3.0,600.0,test,173.30646,594.32971,0.2916,200,5.67031,0.07692,0.0,0,1,199,200,4.2512,0,0.0,169.46584,8.01609,168.99282,616.45569,446.98985,1,0
bookmia.13.75,13390,3.0,600.0,test,182.32506,594.32971,0.30677,200,5.67031,0.06635,0.0,0,1,199,200,2.89837,0,0.0,182.33235,6.35973,180.79684,1317.4112,1135.07885,1,0
bookmia.13.75,13391,3.0,600.0,test,218.6922,594.32971,0.36796,200,5.67031,0.0201,0.0,1,1,198,200,8.6658,0,0.0,179.23992,9.1336,179.71543,1384.47092,1205.231,1,0
bookmia.13.75,13392,3.0,600.0,test,144.28087,594.32971,0.24276,200,5.67031,0.06965,0.0,0,1,199,200,3.78774,0,0.0,195.69529,6.51585,194.40977,873.2669,677.57161,1,0
bookmia.13.75,13393,3.0,600.0,test,155.15288,594.32971,0.26106,200,5.67031,0.07216,0.0,1,1,198,200,6.00772,0,0.0,119.51723,6.21151,116.5698,718.74373,599.2265,1,0
bookmia.22.02,16829,3.0,600.0,test,144.2915,596.27185,0.24199,200,3.72813,0.11111,0.0,0,1,199,200,2.30407,0,0.0,127.67,7.56612,127.4758,1011.70096,884.03097,1,0
bookmia.22.02,16831,3.0,600.0,test,211.17935,596.27185,0.35417,200,3.72813,0.07368,0.0,0,1,199,200,5.68547,0,0.0,209.24493,6.01687,208.98823,872.75067,663.50575,1,0
bookmia.22.02,16832,3.0,600.0,test,131.14566,596.27185,0.21994,200,3.72813,0.08867,0.0,0,1,199,200,3.19306,0,0.0,138.2889,7.82737,136.4072,1011.96011,873.67121,1,0
bookmia.22.02,16833,3.0,600.0,test,153.2372,596.27185,0.25699,200,3.72813,0.09,0.0,0,1,199,200,6.52496,0,0.0,142.10761,6.7406,141.78841,1076.15718,934.04957,1,0
bookmia.22.02,16834,3.0,600.0,test,162.73146,596.27185,0.27291,200,3.72813,0.0814,0.0,0,1,199,200,3.50862,0,0.0,179.09535,11.80253,178.77615,1174.30511,995.20976,1,0
bookmia.22.02,16835,3.0,600.0,test,158.57825,596.27185,0.26595,200,3.72813,0.09,0.0,0,1,199,200,6.9993,0,0.0,138.93172,7.67522,138.73752,1402.53103,1263.59931,1,0
bookmia.22.02,16836,3.0,600.0,test,148.63985,596.27185,0.24928,200,3.72813,0.08163,0.0,0,1,199,200,3.92405,0,0.0,151.28505,7.86585,151.09085,1061.00667,909.72163,1,0
bookmia.22.02,16837,3.0,600.0,test,168.58337,596.27185,0.28273,200,3.72813,0.09901,0.0,0,1,199,200,7.5968,0,0.0,151.7525,8.35404,149.7458,587.10819,435.3557,1,0
bookmia.22.02,16838,3.0,600.0,test,189.94417,596.27185,0.31855,200,3.72813,0.10417,0.0,0,1,199,200,5.92397,0,0.0,188.6006,8.00673,190.46891,804.58819,615.98758,1,0
bookmia.22.02,16839,3.0,600.0,test,207.49612,596.27185,0.34799,200,3.72813,0.08466,0.0,0,1,199,200,12.02333,0,0.0,212.72606,15.12965,210.84437,1017.85888,805.13282,1,0
bookmia.13.94,17718,3.0,600.0,test,148.81036,594.70154,0.25023,200,5.29844,0.07882,0.0,1,1,198,200,6.72382,0,0.0,136.18129,9.20362,135.72427,703.33997,567.15868,1,0
bookmia.13.94,17720,3.0,600.0,test,317.47858,594.70154,0.53385,200,5.29844,0.06742,0.0,1,1,198,200,9.34442,0,0.0,315.42248,9.54071,314.70882,1018.61124,703.18876,1,0
bookmia.13.94,17721,3.0,600.0,test,166.10091,594.70154,0.2793,200,5.29844,0.07216,0.0,1,1,198,200,4.03964,0,0.0,178.35214,7.27619,177.83317,1264.63889,1086.28675,1,0
bookmia.13.94,17722,3.0,600.0,test,160.56361,594.70154,0.26999,200,5.29844,0.06965,0.0,1,1,198,200,4.72822,0,0.0,183.20428,7.95316,182.60566,909.55024,726.34595,1,0
bookmia.13.94,17723,3.0,600.0,test,140.31525,594.70154,0.23594,200,5.29844,0.10526,0.0,2,1,197,200,3.17139,0,0.0,114.07268,5.91765,111.09473,632.4024,518.32972,1,0
bookmia.13.94,17724,3.0,600.0,test,143.7265,594.70154,0.24168,200,5.29844,0.1005,0.0,2,1,197,200,5.26665,0,0.0,150.30393,6.60619,151.15626,524.30827,374.00434,1,0
bookmia.13.94,17725,3.0,600.0,test,148.81567,594.70154,0.25024,200,5.29844,0.07292,0.0,1,1,198,200,3.26893,0,0.0,159.65967,6.75676,161.06648,979.52939,819.86972,1,0
bookmia.13.94,17726,3.0,600.0,test,171.52449,594.70154,0.28842,200,5.29844,0.07767,0.0,1,1,198,200,5.43631,0,0.0,182.49337,6.43526,181.9744,1583.49757,1401.00419,1,0
bookmia.13.94,17727,3.0,600.0,test,132.04419,594.70154,0.22203,200,5.29844,0.09375,0.0,0,1,199,200,4.63841,0,0.0,141.46132,7.03579,140.94948,546.15267,404.69135,1,0
bookmia.13.94,17728,3.0,600.0,test,131.11574,594.70154,0.22047,200,5.29844,0.0625,0.0,0,1,199,200,4.10925,0,0.0,145.76876,8.69537,146.94442,792.29618,646.52742,1,0
bookmia.17.32,18626,3.0,600.0,test,204.85452,593.50311,0.34516,200,6.49687,0.07447,0.0,0,2,198,200,8.96068,0,0.0,184.17498,9.36295,183.79996,562.49285,378.31787,2,0
bookmia.17.32,18628,3.0,600.0,test,221.61938,593.50311,0.37341,200,6.49687,0.07186,0.0,0,2,198,200,7.87766,0,0.0,203.71498,8.87558,197.98128,799.58064,595.86566,2,0
bookmia.17.32,18629,3.0,600.0,test,194.32602,593.50311,0.32742,200,6.49687,0.09677,0.0,0,2,198,200,9.46427,0,0.0,191.57325,12.28339,191.3855,515.64427,324.07102,2,0
bookmia.17.32,18630,3.0,600.0,test,147.80142,593.50311,0.24903,200,6.49687,0.04525,0.0,0,2,198,200,3.24461,0,0.0,163.42841,4.89967,160.20964,1458.13424,1294.70583,2,0
bookmia.17.32,18631,3.0,600.0,test,211.18654,593.50311,0.35583,200,6.49687,0.08333,0.0,0,2,198,200,7.05938,0,0.0,211.40717,7.56679,209.84465,650.16673,438.75957,2,0
bookmia.17.32,18632,3.0,600.0,test,185.38736,593.50311,0.31236,200,6.49687,0.07368,0.0,0,2,198,200,4.85751,0,0.0,191.21634,9.33169,184.6857,823.5278,632.31146,2,0
bookmia.17.32,18633,3.0,600.0,test,200.48215,593.50311,0.33779,200,6.49687,0.12022,0.0,1,2,197,200,5.0669,0,0.0,232.18308,8.70368,227.27798,653.85023,421.66715,2,0
bookmia.17.32,18634,3.0,600.0,test,198.90944,593.50311,0.33514,200,6.49687,0.05263,0.0,0,2,198,200,7.42455,0,0.0,221.48612,9.50926,220.23609,993.42457,771.93846,2,0
bookmia.17.32,18635,3.0,600.0,test,221.33791,593.50311,0.37293,200,6.49687,0.07292,0.0,0,2,198,200,9.95021,0,0.0,221.73683,13.47275,221.92408,760.02819,538.29136,2,0
bookmia.17.32,18636,3.0,600.0,test,200.56458,593.50311,0.33793,200,6.49687,0.09783,0.0,0,2,198,200,13.52013,0,0.0,181.39108,15.12399,181.30387,481.54561,300.15453,2,0
bookmia.13.52,19676,3.0,600.0,test,196.21031,592.79999,0.33099,200,7.2,0.04695,0.0,0,2,198,200,5.09254,0,0.0,199.0207,8.19153,199.10228,1470.24114,1271.22044,2,0
bookmia.13.52,19678,3.0,600.0,test,165.7838,592.79999,0.27966,200,7.2,0.06667,0.0,0,2,198,200,3.47521,0,0.0,170.06627,6.76329,170.9126,1154.02157,983.9553,2,0
bookmia.13.52,19679,3.0,600.0,test,344.59369,592.79999,0.5813,200,7.2,0.06091,0.0,0,2,198,200,9.91292,0,0.0,372.42711,9.91745,367.44619,799.7085,427.28139,2,0
bookmia.13.52,19680,3.0,600.0,test,173.63338,592.79999,0.2929,200,7.2,0.0733,0.0,0,2,198,200,4.06468,0,0.0,178.28371,6.10015,178.36529,653.43794,475.15423,2,0
bookmia.13.52,19681,3.0,600.0,test,200.7231,592.79999,0.3386,200,7.2,0.07882,0.0,0,2,198,200,4.23348,0,0.0,226.97351,9.28265,228.06985,1757.71816,1530.74465,2,0
bookmia.13.52,19682,3.0,600.0,test,312.03452,592.79999,0.52637,200,7.2,0.07527,0.0,0,2,198,200,12.99588,0,0.0,321.03347,13.28462,321.8798,983.32233,662.28886,2,0
bookmia.13.52,19683,3.0,600.0,test,170.9639,592.79999,0.2884,200,7.2,0.05556,0.0,0,2,198,200,3.05111,0,0.0,148.84903,6.51685,144.77568,1562.2065,1413.35747,2,0
bookmia.13.52,19684,3.0,600.0,test,218.02081,592.79999,0.36778,200,7.2,0.07368,0.0,0,2,198,200,7.56148,0,0.0,251.72055,13.89754,248.19189,812.74801,561.02745,2,0
bookmia.13.52,19685,3.0,600.0,test,182.40291,592.79999,0.3077,200,7.2,0.06897,0.0,0,2,198,200,6.75853,0,0.0,167.63986,8.96683,163.40895,810.51965,642.87978,2,0
bookmia.13.52,19686,3.0,600.0,test,164.40222,592.79999,0.27733,200,7.2,0.06604,0.0,1,2,197,200,5.24675,0,0.0,171.24458,8.89032,167.07063,1294.32427,1123.07969,2,0
bookmia.17.91,19905,3.0,600.0,test,130.53969,591.72815,0.22061,200,8.27188,0.07656,0.0,0,2,198,200,4.17076,0,0.0,112.41017,6.00929,107.97622,815.81634,703.40617,2,0
bookmia.17.91,19907,3.0,600.0,test,231.23834,591.72815,0.39078,200,8.27188,0.08081,0.0,0,2,198,200,5.85713,0,0.0,253.4856,11.20589,253.82559,812.14608,558.66048,2,0
bookmia.17.91,19908,3.0,600.0,test,159.48769,591.72815,0.26953,200,8.27188,0.08654,0.0,1,2,197,200,7.7455,0,0.0,146.83297,10.25948,140.96123,687.69578,540.86281,2,0
bookmia.17.91,19909,3.0,600.0,test,161.08104,591.72815,0.27222,200,8.27188,0.04975,0.0,1,2,197,200,3.01646,0,0.0,113.31165,7.95264,110.23815,1263.69234,1150.38069,2,0
bookmia.17.91,19910,3.0,600.0,test,167.42822,591.72815,0.28295,200,8.27188,0.07583,0.0,1,2,197,200,4.1382,0,0.0,208.9652,8.18774,207.63052,1218.66677,1009.70157,2,0
bookmia.17.91,19911,3.0,600.0,test,176.96204,591.72815,0.29906,200,8.27188,0.07107,0.0,1,2,197,200,3.29466,0,0.0,159.78851,6.46811,158.87414,1075.13923,915.35072,2,0
bookmia.17.91,19912,3.0,600.0,test,0.0,-5.27188,-0.0,1,8.27188,0.0,0.0,0,1,0,1,0.0,0,0.0,0.0,0.0,-10.78713,1.87753,1.87753,1,0
bookmia.17.91,19913,3.0,600.0,test,0.0,-5.27188,-0.0,1,8.27188,0.0,0.0,0,1,0,1,0.0,0,0.0,0.0,0.0,-10.78713,1.87753,1.87753,1,0
bookmia.17.91,19914,3.0,600.0,test,186.65068,591.72815,0.31543,200,8.27188,0.06393,0.0,1,2,197,200,4.79887,0,0.0,194.92572,8.6969,190.77411,1600.12507,1405.19935,2,0
bookmia.17.91,19915,3.0,600.0,test,151.92773,591.72815,0.25675,200,8.27188,0.0796,0.0,1,2,197,200,5.70702,0,0.0,182.09015,7.50123,179.15844,497.16192,315.07177,2,0
bookmia.22.21,20066,3.0,600.0,test,139.44922,593.68127,0.23489,200,6.31875,0.09524,0.0,0,2,198,200,3.04726,0,0.0,137.42116,6.19752,140.22501,1453.15445,1315.73329,2,0
bookmia.22.21,20068,3.0,600.0,test,172.30382,593.68127,0.29023,200,6.31875,0.09709,0.0,0,2,198,200,5.49302,0,0.0,183.14703,8.41067,179.7756,761.97998,578.83295,2,0
bookmia.22.21,20069,3.0,600.0,test,164.88141,593.68127,0.27773,200,6.31875,0.1105,0.0,0,2,198,200,8.26213,0,0.0,160.85356,11.13948,159.33558,719.70235,558.84879,2,0
bookmia.22.21,20070,3.0,600.0,test,117.28313,593.68127,0.19755,200,6.31875,0.08824,0.0,0,2,198,200,3.0359,0,0.0,109.69858,5.44258,106.39313,997.39411,887.69553,2,0
bookmia.22.21,20071,3.0,600.0,test,167.05202,593.68127,0.28138,200,6.31875,0.0995,0.0,0,2,198,200,2.74554,0,0.0,172.28609,8.05746,173.61081,1440.77433,1268.48824,2,0
bookmia.22.21,20072,3.0,600.0,test,202.66328,593.68127,0.34137,200,6.31875,0.09804,0.0,0,2,198,200,6.29907,0,0.0,157.25725,7.32598,157.32982,906.39894,749.14169,2,0
bookmia.22.21,20073,3.0,600.0,test,125.4519,593.68127,0.21131,200,6.31875,0.08738,0.0,0,2,198,200,2.86074,0,0.0,121.46488,5.58996,121.2207,714.55421,593.08933,2,0
bookmia.22.21,20074,3.0,600.0,test,167.78073,593.68127,0.28261,200,6.31875,0.07767,0.0,0,2,198,200,4.79217,0,0.0,173.14662,8.48391,169.68998,1638.40062,1465.25401,2,0
bookmia.22.21,20075,3.0,600.0,test,91.46493,593.68127,0.15406,200,6.31875,0.09569,0.0,0,2,198,200,2.71013,0,0.0,100.00888,5.42426,100.65753,766.36035,666.35147,2,0
bookmia.22.21,20076,3.0,600.0,test,320.48282,593.68127,0.53982,200,6.31875,0.05298,0.0,0,2,198,200,7.39521,0,0.0,322.22683,11.62163,322.30155,1545.43893,1223.2121,2,0
bookmia.22.77,20393,3.0,600.0,test,165.56084,593.70471,0.27886,200,6.29531,0.02703,0.0,0,2,198,200,3.14369,0,0.0,203.41693,8.07411,200.08777,2078.08678,1874.66985,2,0
bookmia.22.77,20395,3.0,600.0,test,129.58601,593.70471,0.21827,200,6.29531,0.12698,0.00559,0,2,198,200,3.06614,0,0.0,116.91132,5.50873,115.39466,1007.86096,890.94965,2,0
bookmia.22.77,20396,3.0,600.0,test,154.45001,593.70471,0.26015,200,6.29531,0.05634,0.0,0,2,198,200,4.53536,0,0.0,162.18872,6.3403,157.73456,1429.63069,1267.44196,2,0
bookmia.22.77,20397,3.0,600.0,test,174.42329,593.70471,0.29379,200,6.29531,0.09424,0.0,0,2,198,200,4.15485,0,0.0,190.24674,7.94635,187.16758,1062.04449,871.79775,2,0
bookmia.22.77,20398,3.0,600.0,test,248.01936,593.70471,0.41775,200,6.29531,0.09278,0.0,0,2,198,200,9.67726,0,0.0,256.20418,9.71677,254.18751,857.46812,601.26394,2,0
bookmia.22.77,20399,3.0,600.0,test,164.3562,593.70471,0.27683,200,6.29531,0.0989,0.0,0,2,198,200,8.3254,0,0.0,184.7447,13.47002,181.66554,977.03963,792.29493,2,0
bookmia.22.77,20400,3.0,600.0,test,169.24211,593.70471,0.28506,200,6.29531,0.10628,0.00513,0,2,198,200,6.28448,0,0.0,162.92238,7.91426,161.77184,607.8862,444.96382,2,0
bookmia.22.77,20401,3.0,600.0,test,159.51891,593.70471,0.26868,200,6.29531,0.10046,0.0,0,2,198,200,4.88445,0,0.0,142.01351,5.44951,140.49685,629.49441,487.4809,2,0
bookmia.22.77,20402,3.0,600.0,test,148.23969,593.70471,0.24969,200,6.29531,0.10891,0.0,0,2,198,200,5.69798,0,0.0,110.15428,6.27985,110.20011,1029.78191,919.62763,2,0
bookmia.22.77,20403,3.0,600.0,test,239.84528,593.70471,0.40398,200,6.29531,0.10628,0.0102,0,2,198,200,6.46533,0,0.0,241.32894,9.40383,241.37477,531.72539,290.39646,2,0
bookmia.13.08,20931,3.0,600.0,test,181.39601,594.62189,0.30506,200,5.37813,0.07656,0.0,1,1,198,200,4.17546,0,0.0,196.26827,8.48945,195.21894,1689.84201,1493.57374,1,0
bookmia.13.08,20933,3.0,600.0,test,160.80176,594.62189,0.27043,200,5.37813,0.08,0.0,0,1,199,200,6.03048,0,0.0,180.09037,7.55457,180.00046,1398.13156,1218.04119,1,0
bookmia.13.08,20934,3.0,600.0,test,171.18262,594.62189,0.28788,200,5.37813,0.07229,0.0,0,1,199,200,3.16236,0,0.0,169.07512,7.73294,169.23522,1214.01037,1044.93525,1,0
bookmia.13.08,20935,3.0,600.0,test,134.21284,594.62189,0.22571,200,5.37813,0.10837,0.0,1,1,198,200,4.49719,0,0.0,140.2881,7.11756,139.68692,1003.07329,862.78519,1,0
bookmia.13.08,20936,3.0,600.0,test,132.99138,594.62189,0.22366,200,5.37813,0.06222,0.0,1,1,198,200,5.47409,0,0.0,132.04605,5.40383,132.02756,803.02001,670.97395,1,0
bookmia.13.08,20937,3.0,600.0,test,228.18694,594.62189,0.38375,200,5.37813,0.0804,0.0,0,1,199,200,7.03125,0,0.0,245.61813,10.24501,246.15323,1095.46658,849.84845,1,0
bookmia.13.08,20938,3.0,600.0,test,169.33788,594.62189,0.28478,200,5.37813,0.07,0.0,1,1,198,200,5.03865,0,0.0,142.64171,6.26879,141.64693,1668.66247,1526.02076,1,0
bookmia.13.08,20939,3.0,600.0,test,163.21121,594.62189,0.27448,200,5.37813,0.04808,0.0,0,1,199,200,2.97722,0,0.0,147.36981,4.48007,147.27991,1567.08093,1419.71112,1,0
bookmia.13.08,20940,3.0,600.0,test,148.15561,594.62189,0.24916,200,5.37813,0.05286,0.0,0,1,199,200,4.20837,0,0.0,131.75441,7.72814,131.78951,1908.00402,1776.24961,1,0
bookmia.13.08,20941,3.0,600.0,test,171.3015,594.62189,0.28808,200,5.37813,0.09901,0.0,0,1,199,200,3.97635,0,0.0,178.37184,8.39227,179.09445,1037.4305,859.05865,1,0
bookmia.17.98,21334,3.0,600.0,test,172.2981,594.80939,0.28967,200,5.19063,0.04396,0.0,1,1,198,200,4.07914,0,0.0,172.15344,11.62718,173.05467,817.65403,645.50059,1,0
bookmia.17.98,21336,3.0,600.0,test,208.49402,594.80939,0.35052,200,5.19063,0.01818,0.0,1,1,198,200,5.11062,0,0.0,200.85055,6.63186,197.88866,1845.01261,1644.16206,1,0
bookmia.17.98,21337,3.0,600.0,test,194.46304,594.80939,0.32693,200,5.19063,0.04372,0.0,1,1,198,200,5.75612,0,0.0,195.15311,10.26909,196.0216,966.91383,771.76071,1,0
bookmia.17.98,21338,3.0,600.0,test,216.65662,594.80939,0.36425,200,5.19063,0.03659,0.0,0,1,199,200,8.25377,0,0.0,216.85557,10.60705,214.53432,676.30415,459.44858,1,0
bookmia.17.98,21339,3.0,600.0,test,193.57617,594.80939,0.32544,200,5.19063,0.02857,0.0,0,1,199,200,5.24161,0,0.0,227.4408,7.44488,225.11955,1633.7276,1406.28681,1,0
bookmia.17.98,21340,3.0,600.0,test,211.45422,594.80939,0.3555,200,5.19063,0.0339,0.0,1,1,198,200,7.71019,0,0.0,199.90173,9.30444,199.27629,1267.40615,1067.50442,1,0
bookmia.17.98,21341,3.0,600.0,test,180.31464,594.80939,0.30315,200,5.19063,0.0463,0.0,1,1,198,200,5.09891,0,0.0,195.37036,7.99105,191.92437,1766.2284,1570.85804,1,0
bookmia.17.98,21342,3.0,600.0,test,185.48079,594.80939,0.31183,200,5.19063,0.05236,0.0,0,1,199,200,4.44264,0,0.0,151.47253,8.34952,152.46378,822.03173,670.5592,1,0
bookmia.17.98,21343,3.0,600.0,test,211.27615,594.80939,0.3552,200,5.19063,0.04103,0.0,0,1,199,200,5.70094,0,0.0,169.87059,8.1616,167.92434,1297.6371,1127.76651,1,0
bookmia.17.98,21344,3.0,600.0,test,218.69638,594.80939,0.36767,200,5.19063,0.04608,0.0,1,1,198,200,7.3167,0,0.0,240.11458,8.69662,238.1741,1010.00029,769.88571,1,0
bookmia.17.80,23031,3.0,600.0,test,155.76036,593.90625,0.26226,200,6.09375,0.07254,0.0,0,2,198,200,3.92307,0,0.0,155.1367,5.32493,155.26127,1178.44249,1023.30579,2,0
bookmia.17.80,23033,3.0,600.0,test,212.39687,593.90625,0.35763,200,6.09375,0.05051,0.0,0,2,198,200,9.4107,0,0.0,211.14233,10.73155,212.8284,1625.44064,1414.29831,2,0
bookmia.17.80,23034,3.0,600.0,test,147.55048,593.90625,0.24844,200,6.09375,0.07656,0.0,0,2,198,200,3.95697,0,0.0,145.40932,5.18763,144.37221,516.3347,370.92538,2,0
bookmia.17.80,23035,3.0,600.0,test,161.38727,593.90625,0.27174,200,6.09375,0.08824,0.0,2,2,196,200,5.69611,0,0.0,161.06203,10.78967,149.46423,874.59574,713.53371,2,0
bookmia.17.80,23036,3.0,600.0,test,108.24463,593.90625,0.18226,200,6.09375,0.10138,0.0,0,2,198,200,2.78609,0,0.0,116.30236,6.98939,113.72122,830.81191,714.50954,2,0
bookmia.17.80,23037,3.0,600.0,test,147.08076,593.90625,0.24765,200,6.09375,0.05797,0.0,0,2,198,200,8.15623,0,0.0,179.5408,7.40896,176.95965,596.51726,416.97646,2,0
bookmia.17.80,23038,3.0,600.0,test,169.39117,593.90625,0.28522,200,6.09375,0.09836,0.0,0,2,198,200,6.40017,0,0.0,139.24553,9.25168,137.46638,591.84585,452.60031,2,0
bookmia.17.80,23039,3.0,600.0,test,211.18201,593.90625,0.35558,200,6.09375,0.09569,0.0,0,2,198,200,7.1505,0,0.0,239.75314,13.73893,238.16149,420.84644,181.09329,2,0
bookmia.17.80,23040,3.0,600.0,test,178.52336,593.90625,0.30059,200,6.09375,0.09091,0.0,0,2,198,200,4.3307,0,0.0,174.02527,6.60847,171.41843,629.95275,455.92748,2,0
bookmia.17.80,23041,3.0,600.0,test,201.88841,593.90625,0.33993,200,6.09375,0.0597,0.0,0,2,198,200,4.60164,0,0.0,225.09246,6.93842,223.57055,1447.71348,1222.62102,2,0
bookmia.22.62,23519,3.0,600.0,test,158.89062,596.02185,0.26659,200,3.97813,0.09278,0.0,0,1,199,200,4.04557,0,0.0,125.84085,6.30615,126.56293,1108.76802,982.92717,1,0
bookmia.22.62,23521,3.0,600.0,test,123.29562,596.02185,0.20686,200,3.97813,0.11111,0.0,0,1,199,200,4.25525,0,0.0,129.85812,8.8148,127.3927,658.52721,528.66909,1,0
bookmia.22.62,23522,3.0,600.0,test,124.0686,596.02185,0.20816,200,3.97813,0.10732,0.0,0,1,199,200,2.40532,0,0.0,124.20777,6.96402,124.30486,611.46153,487.25376,1,0
