arm,prompt_id,n_facts,n_supported,precision,abstained
ab_k0.1,fact_00120_Erich Hartmann,0,0,,1
ab_k0.1,fact_00127_Ezechiel N'Douassel,14,0,0.0,0
ab_k0.1,fact_00131_Aditya Kalyanpur,12,0,0.0,0
ab_k0.1,fact_00132_Dennis Andersson,0,0,,1
ab_k0.1,fact_00133_Daniel Bedingfield,15,0,0.0,0
ab_k0.1,fact_00134_Celâl Bayar,7,1,0.142857,0
ab_k0.1,fact_00138_Diana Ivanova,12,0,0.0,0
ab_k0.1,fact_00140_André Le Nôtre,8,4,0.5,0
ab_k0.1,fact_00142_Cierre Wood,1,0,0.0,0
ab_k0.1,fact_00145_Carmelo Anthony,8,1,0.125,0
ab_k0.1,fact_00146_Asafa Powell,0,0,,1
ab_k0.1,fact_00152_Felix Newman,17,0,0.0,0
ab_k0.1,fact_00154_Earl Garrison,18,0,0.0,0
ab_k0.1,fact_00162_Aleksandar Kolarov,10,0,0.0,0
ab_k0.1,fact_00163_Alexandre Hohagen,10,0,0.0,0
ab_k0.1,fact_00166_Emcee N.I.C.E.,14,0,0.0,0
ab_k0.1,fact_00181_Chris Woakes,13,1,0.076923,0
ab_k0.1,fact_00182_Diosdado Cabello,11,0,0.0,0
ab_k0.1,fact_00184_Dana Awartani,3,0,0.0,0
ab_k0.1,fact_00185_Brianna Keilar,23,1,0.043478,0
ab_k0.1,fact_00188_Cédric Bakambu,10,1,0.1,0
ab_k0.1,fact_00193_Bobby Fischer,0,0,,1
ab_k0.1,fact_00198_Benjamin Lawrence Reid,10,0,0.0,0
ab_k0.1,fact_00199_Djimon Hounsou,15,0,0.0,0
ab_k0.1,fact_00202_Ahsee Tuala,3,0,0.0,0
ab_k0.1,fact_00204_Don DeLillo,15,6,0.4,0
ab_k0.1,fact_00207_Elizabeth Inglis,0,0,,1
ab_k0.1,fact_00208_Fifi Cooper,0,0,,1
ab_k0.1,fact_00223_Ahmed Mumin Warfa,16,1,0.0625,0
ab_k0.1,fact_00226_Dewi Sartika,14,0,0.0,0
ab_k0.1,fact_00227_Alf Garland,0,0,,1
ab_k0.1,fact_00230_Abdul Ilah Khatib,12,0,0.0,0
ab_k0.1,fact_00239_Bif Naked,19,0,0.0,0
ab_k0.1,fact_00245_Dominique Blake,8,0,0.0,0
ab_k0.1,fact_00247_Diafra Sakho,15,2,0.133333,0
ab_k0.1,fact_00249_Fahadh Faasil,14,0,0.0,0
ab_k0.1,fact_00250_Dr. Dre,7,6,0.857143,0
ab_k0.1,fact_00255_Caitlin Lowe,18,2,0.111111,0
ab_k0.1,fact_00257_Camille Paulus,10,0,0.0,0
ab_k0.1,fact_00258_Charley Boorman,16,4,0.25,0
ab_k0.1,fact_00260_Douglas Wood (engineer),8,1,0.125,0
ab_k0.1,fact_00263_Billy Snedden,14,1,0.071429,0
ab_k0.1,fact_00264_Esteban Espíndola,0,0,,1
ab_k0.1,fact_00270_Daniel Ek,0,0,,1
ab_k0.1,fact_00275_Belisarius,8,3,0.375,0
ab_k0.1,fact_00276_Carol Dweck,4,2,0.5,0
ab_k0.1,fact_00286_Amr Diab,7,0,0.0,0
ab_k0.1,fact_00296_Akbar Hossain,0,0,,1
ab_k0.1,fact_00300_Coco Chanel,3,1,0.333333,0
ab_k0.1,fact_00302_Enamul Haque (engineer),6,0,0.0,0
ab_k0.1,fact_00304_Abdelhamid Shabana,16,0,0.0,0
ab_k0.1,fact_00307_Abdullahi Mohammad Ahmad Hassan,14,2,0.142857,0
ab_k0.1,fact_00309_Diego Godín,0,0,,1
ab_k0.1,fact_00312_Adel Emam,12,0,0.0,0
ab_k0.1,fact_00315_Billy Conigliaro,12,2,0.166667,0
ab_k0.1,fact_00316_Arif Mohammad Khan,0,0,,1
ab_k0.1,fact_00321_Bob Marley,0,0,,1
ab_k0.1,fact_00328_Dana Ashbrook,0,0,,1
ab_k0.1,fact_00332_Cha Eun-woo,6,1,0.166667,0
ab_k0.1,fact_00333_Abdul Halik Hudu,5,0,0.0,0
ab_k0.1,fact_00335_Carl Braun (obstetrician),15,0,0.0,0
ab_k0.1,fact_00343_Ameyaw Debrah,0,0,,1
ab_k0.1,fact_00344_Cleopatra,14,1,0.071429,0
ab_k0.1,fact_00345_Ana Cláudia Bolzan,4,0,0.0,0
ab_k0.1,fact_00347_Evgeny Shalunov,0,0,,1
ab_k0.1,fact_00348_Charles Allen (jurist),0,0,,1
ab_k0.1,fact_00349_Deyverson,17,0,0.0,0
ab_k0.1,fact_00351_Cris Cyborg,9,0,0.0,0
ab_k0.1,fact_00354_Bobby Thomson,0,0,,1
ab_k0.1,fact_00356_Eric Winter,13,0,0.0,0
ab_k0.1,fact_00362_Aert van der Neer,2,0,0.0,0
ab_k0.1,fact_00364_Blanca Errázuriz,0,0,,1
ab_k0.1,fact_00366_Deitrick Haddon,8,0,0.0,0
ab_k0.1,fact_00367_Andreas Ivanschitz,12,0,0.0,0
ab_k0.1,fact_00368_Clancy Brown,0,0,,1
ab_k0.1,fact_00371_Carrie Ann Inaba,0,0,,1
ab_k0.1,fact_00374_Cicero,16,6,0.375,0
ab_k0.1,fact_00376_14th Dalai Lama,15,5,0.333333,0
ab_k0.1,fact_00377_Christian Almeida,10,0,0.0,0
ab_k0.1,fact_00378_Arthur Wakefield,12,0,0.0,0
ab_k0.1,fact_00384_Andry Rajoelina,0,0,,1
ab_k0.1,fact_00394_Danny Almonte,15,0,0.0,0
ab_k0.1,fact_00396_Andy Middleton,6,0,0.0,0
ab_k0.1,fact_00397_Anderson Silva,12,0,0.0,0
ab_k0.1,fact_00399_Edgar Bennett,0,0,,1
ab_k0.1,fact_00401_Balázs Bekő,0,0,,1
ab_k0.1,fact_00404_Abraham Ancer,0,0,,1
ab_k0.1,fact_00418_A. K. Ramanujan,0,0,,1
ab_k0.1,fact_00420_Carlos Ghosn,10,0,0.0,0
ab_k0.1,fact_00421_Anurag Kashyap,7,0,0.0,0
ab_k0.1,fact_00425_Angela Bairstow,5,0,0.0,0
ab_k0.1,fact_00427_Ernestine Eckstein,14,1,0.071429,0
ab_k0.1,fact_00430_Ezekiel Elliott,6,0,0.0,0
ab_k0.1,fact_00433_Aaron Burr,19,13,0.684211,0
ab_k0.1,fact_00444_Charles B. McVay III,0,0,,1
ab_k0.1,fact_00448_Carol Chell,18,0,0.0,0
ab_k0.1,fact_00449_Alen Omić,6,1,0.166667,0
ab_k0.1,fact_00452_Alice Torriani,13,0,0.0,0
ab_k0.1,fact_00454_Albert Outler,16,0,0.0,0
ab_k0.1,fact_00459_Felician of Foligno,7,4,0.571429,0
ab_k0.1,fact_00460_Annie Landouw,14,0,0.0,0
ab_k0.1,fact_00462_Bhāskara I,12,3,0.25,0
ab_k0.1,fact_00464_Damon Herriman,5,0,0.0,0
ab_k0.1,fact_00466_Feroze Gandhi,4,0,0.0,0
ab_k0.1,fact_00471_D. B. Nihalsinghe,6,1,0.166667,0
ab_k0.1,fact_00478_F. Gwynplaine MacIntyre,19,2,0.105263,0
ab_k0.1,fact_00486_Fidel Castro,19,0,0.0,0
ab_k0.1,fact_00489_Bir Hambir,2,0,0.0,0
ab_k0.1,fact_00491_Avraham Eilam-Amzallag,9,0,0.0,0
ab_k0.1,fact_00492_Date Narikuni,14,0,0.0,0
ab_k0.1,fact_00495_Ariel Behar,13,1,0.076923,0
ab_k0.1,fact_00498_DeAnna Bennett,5,0,0.0,0
