prompt_id,split,novel_source,S_safe,n_ref_tokens,S_safe_per_tok,S_safe_first_tok,cap_k0.1,cap_k0.15,cap_k0.25,cap_k0.5,cap_k1,cap_k1.5,cap_k3,cap_k5,cap_k10,cap_k20
bookmia.35.12,val,the_da_vinci_code,178.756,71,2.5177,17.112,0.113868,0.17038,0.283044,0.563255,1.0,1.0,1.0,1.0,1.0,1.0
bookmia.35.16,val,the_da_vinci_code,189.658,90,2.1073,14.279,0.10725,0.160502,0.26669,0.53091,1.0,1.0,1.0,1.0,1.0,1.0
bookmia.35.17,val,the_da_vinci_code,130.201,70,1.86,15.19,0.156946,0.234597,0.389155,0.772165,1.0,1.0,1.0,1.0,1.0,1.0
bookmia.35.20,val,the_da_vinci_code,260.825,86,3.0328,14.699,0.077727,0.116399,0.193583,0.385956,0.76887,1.0,1.0,1.0,1.0,1.0
bookmia.35.24,val,the_da_vinci_code,181.022,80,2.2628,13.916,0.112426,0.168229,0.279482,0.556213,1.0,1.0,1.0,1.0,1.0,1.0
bookmia.35.25,val,the_da_vinci_code,151.072,70,2.1582,0.443,0.135007,0.201911,0.33519,0.666152,1.0,1.0,1.0,1.0,1.0,1.0
bookmia.35.28,val,the_da_vinci_code,245.394,72,3.4083,6.792,0.082664,0.123778,0.205826,0.410267,0.816956,1.0,1.0,1.0,1.0,1.0
bookmia.35.29,val,the_da_vinci_code,184.763,78,2.3688,17.583,0.110124,0.164792,0.273794,0.544964,1.0,1.0,1.0,1.0,1.0,1.0
bookmia.35.30,val,the_da_vinci_code,181.742,72,2.5242,9.858,0.111975,0.167556,0.278369,0.554012,1.0,1.0,1.0,1.0,1.0,1.0
bookmia.35.31,val,the_da_vinci_code,217.655,80,2.7207,14.417,0.093313,0.139691,0.232211,0.462614,0.920164,1.0,1.0,1.0,1.0,1.0
bookmia.35.33,val,the_da_vinci_code,195.984,85,2.3057,11.302,0.10375,0.155277,0.258036,0.513781,1.0,1.0,1.0,1.0,1.0,1.0
bookmia.35.36,val,the_da_vinci_code,226.678,81,2.7985,13.523,0.089561,0.134085,0.222918,0.444185,0.883893,1.0,1.0,1.0,1.0,1.0
bookmia.35.37,val,the_da_vinci_code,172.879,70,2.4697,11.215,0.117785,0.176225,0.292717,0.58237,1.0,1.0,1.0,1.0,1.0,1.0
bookmia.35.39,val,the_da_vinci_code,238.731,81,2.9473,15.631,0.084994,0.127261,0.211602,0.421733,0.839607,1.0,1.0,1.0,1.0,1.0
bookmia.35.40,val,the_da_vinci_code,226.474,74,3.0605,16.085,0.089643,0.134207,0.22312,0.444585,0.884682,1.0,1.0,1.0,1.0,1.0
bookmia.35.43,val,the_da_vinci_code,134.867,76,1.7746,13.038,0.151447,0.226407,0.375643,0.745676,1.0,1.0,1.0,1.0,1.0,1.0
bookmia.35.44,val,the_da_vinci_code,192.845,78,2.4724,9.731,0.105457,0.157826,0.262259,0.52214,1.0,1.0,1.0,1.0,1.0,1.0
bookmia.35.45,val,the_da_vinci_code,169.277,74,2.2875,15.172,0.120321,0.180009,0.298977,0.594736,1.0,1.0,1.0,1.0,1.0,1.0
bookmia.35.46,val,the_da_vinci_code,189.623,73,2.5976,12.521,0.10727,0.160532,0.26674,0.531007,1.0,1.0,1.0,1.0,1.0,1.0
bookmia.35.48,val,the_da_vinci_code,201.188,77,2.6128,8.43,0.101037,0.151226,0.251326,0.500493,0.99427,1.0,1.0,1.0,1.0,1.0
bookmia.35.51,val,the_da_vinci_code,139.904,65,2.1524,11.733,0.145926,0.218182,0.362067,0.719021,1.0,1.0,1.0,1.0,1.0,1.0
bookmia.35.56,val,the_da_vinci_code,191.062,79,2.4185,11.007,0.106453,0.159312,0.26472,0.527011,1.0,1.0,1.0,1.0,1.0,1.0
bookmia.35.57,val,the_da_vinci_code,208.856,76,2.7481,15.975,0.097288,0.145627,0.242049,0.482115,0.958425,1.0,1.0,1.0,1.0,1.0
bookmia.35.59,val,the_da_vinci_code,152.942,63,2.4276,10.456,0.133336,0.199419,0.331073,0.658042,1.0,1.0,1.0,1.0,1.0,1.0
bookmia.35.60,val,the_da_vinci_code,171.783,76,2.2603,1.362,0.118545,0.17736,0.294594,0.586078,1.0,1.0,1.0,1.0,1.0,1.0
bookmia.35.61,val,the_da_vinci_code,153.014,77,1.9872,0.887,0.133273,0.199325,0.330916,0.657734,1.0,1.0,1.0,1.0,1.0,1.0
bookmia.35.62,val,the_da_vinci_code,186.907,85,2.1989,15.133,0.108846,0.162885,0.270637,0.538718,1.0,1.0,1.0,1.0,1.0,1.0
bookmia.35.63,val,the_da_vinci_code,202.945,76,2.6703,15.618,0.100152,0.149905,0.249138,0.49616,0.985855,1.0,1.0,1.0,1.0,1.0
bookmia.35.67,val,the_da_vinci_code,177.762,62,2.8671,13.992,0.114512,0.171341,0.284635,0.566399,1.0,1.0,1.0,1.0,1.0,1.0
bookmia.35.68,val,the_da_vinci_code,163.914,80,2.0489,11.479,0.124306,0.185953,0.308809,0.614144,1.0,1.0,1.0,1.0,1.0,1.0
bookmia.35.69,val,the_da_vinci_code,188.197,67,2.8089,15.784,0.108092,0.161759,0.268772,0.535028,1.0,1.0,1.0,1.0,1.0,1.0
bookmia.35.74,val,the_da_vinci_code,165.21,74,2.2326,0.973,0.123319,0.184481,0.306375,0.60934,1.0,1.0,1.0,1.0,1.0,1.0
bookmia.35.77,val,the_da_vinci_code,138.295,66,2.0954,13.035,0.147645,0.220744,0.366296,0.727329,1.0,1.0,1.0,1.0,1.0,1.0
bookmia.35.79,val,the_da_vinci_code,170.469,63,2.7059,13.62,0.11947,0.178739,0.296876,0.590586,1.0,1.0,1.0,1.0,1.0,1.0
bookmia.35.83,val,the_da_vinci_code,184.856,80,2.3107,12.795,0.110068,0.164709,0.273655,0.54469,1.0,1.0,1.0,1.0,1.0,1.0
bookmia.35.84,val,the_da_vinci_code,175.828,73,2.4086,14.644,0.115786,0.173243,0.287782,0.57262,1.0,1.0,1.0,1.0,1.0,1.0
bookmia.35.87,val,the_da_vinci_code,179.951,81,2.2216,11.795,0.113103,0.169239,0.281155,0.559519,1.0,1.0,1.0,1.0,1.0,1.0
bookmia.35.88,val,the_da_vinci_code,134.665,67,2.0099,15.918,0.151677,0.22675,0.376209,0.746785,1.0,1.0,1.0,1.0,1.0,1.0
bookmia.35.90,val,the_da_vinci_code,182.091,77,2.3648,15.942,0.111758,0.167232,0.277833,0.552952,1.0,1.0,1.0,1.0,1.0,1.0
bookmia.35.94,val,the_da_vinci_code,184.805,68,2.7177,2.975,0.110098,0.164755,0.273731,0.54484,1.0,1.0,1.0,1.0,1.0,1.0
bookmia.35.95,val,the_da_vinci_code,168.097,72,2.3347,15.33,0.121176,0.181284,0.301087,0.598901,1.0,1.0,1.0,1.0,1.0,1.0
bookmia.35.96,val,the_da_vinci_code,197.616,72,2.7447,10.529,0.102883,0.153983,0.255894,0.509539,1.0,1.0,1.0,1.0,1.0,1.0
bookmia.35.97,val,the_da_vinci_code,209.668,76,2.7588,12.919,0.096907,0.145058,0.241107,0.480247,0.954768,1.0,1.0,1.0,1.0,1.0
bookmia.45.00,val,things_fall_apart,237.139,86,2.7574,8.113,0.085571,0.128122,0.213031,0.424568,0.845204,1.0,1.0,1.0,1.0,1.0
bookmia.45.01,val,things_fall_apart,140.074,65,2.155,14.092,0.145746,0.217915,0.361626,0.718154,1.0,1.0,1.0,1.0,1.0,1.0
bookmia.45.03,val,things_fall_apart,162.526,66,2.4625,11.834,0.12538,0.187556,0.311459,0.619374,1.0,1.0,1.0,1.0,1.0,1.0
bookmia.45.04,val,things_fall_apart,177.841,64,2.7788,16.127,0.11446,0.171265,0.284508,0.566148,1.0,1.0,1.0,1.0,1.0,1.0
bookmia.45.05,val,things_fall_apart,166.534,69,2.4135,2.559,0.122327,0.183001,0.303927,0.604508,1.0,1.0,1.0,1.0,1.0,1.0
bookmia.45.07,val,things_fall_apart,146.467,68,2.1539,15.222,0.139306,0.208318,0.345776,0.686991,1.0,1.0,1.0,1.0,1.0,1.0
bookmia.45.08,val,things_fall_apart,146.733,69,2.1266,8.808,0.13905,0.207937,0.345147,0.685752,1.0,1.0,1.0,1.0,1.0,1.0
bookmia.45.09,val,things_fall_apart,151.114,78,1.9374,13.14,0.134969,0.201854,0.335096,0.665967,1.0,1.0,1.0,1.0,1.0,1.0
bookmia.45.11,val,things_fall_apart,164.23,67,2.4512,14.392,0.124063,0.185592,0.308212,0.612966,1.0,1.0,1.0,1.0,1.0,1.0
bookmia.45.12,val,things_fall_apart,215.577,73,2.9531,15.875,0.094222,0.141049,0.234462,0.467077,0.928932,1.0,1.0,1.0,1.0,1.0
bookmia.45.13,val,things_fall_apart,186.74,82,2.2773,12.885,0.108945,0.163032,0.27088,0.539199,1.0,1.0,1.0,1.0,1.0,1.0
bookmia.45.15,val,things_fall_apart,161.212,77,2.0937,9.365,0.126414,0.189098,0.314011,0.624407,1.0,1.0,1.0,1.0,1.0,1.0
bookmia.45.16,val,things_fall_apart,114.881,68,1.6894,4.394,0.178172,0.266183,0.441206,0.873766,1.0,1.0,1.0,1.0,1.0,1.0
bookmia.45.17,val,things_fall_apart,200.408,75,2.6721,12.479,0.101434,0.15182,0.25231,0.502441,0.998035,1.0,1.0,1.0,1.0,1.0
bookmia.45.24,val,things_fall_apart,110.25,66,1.6705,0.118,0.18576,0.277465,0.459772,0.909778,1.0,1.0,1.0,1.0,1.0,1.0
bookmia.45.27,val,things_fall_apart,162.293,71,2.2858,0.578,0.125562,0.187827,0.311909,0.62026,1.0,1.0,1.0,1.0,1.0,1.0
bookmia.45.28,val,things_fall_apart,182.515,85,2.1472,16.806,0.111496,0.16684,0.277184,0.551669,1.0,1.0,1.0,1.0,1.0,1.0
bookmia.45.31,val,things_fall_apart,148.076,74,2.001,15.407,0.137773,0.206034,0.342002,0.679565,1.0,1.0,1.0,1.0,1.0,1.0
bookmia.45.38,val,things_fall_apart,148.289,71,2.0886,12.189,0.137573,0.205735,0.341509,0.678593,1.0,1.0,1.0,1.0,1.0,1.0
bookmia.45.39,val,things_fall_apart,168.302,74,2.2744,14.113,0.121026,0.181061,0.300718,0.598173,1.0,1.0,1.0,1.0,1.0,1.0
bookmia.45.40,val,things_fall_apart,140.773,65,2.1657,0.14,0.145013,0.216823,0.359823,0.714611,1.0,1.0,1.0,1.0,1.0,1.0
bookmia.45.41,val,things_fall_apart,171.479,72,2.3817,14.734,0.118758,0.177677,0.295119,0.587115,1.0,1.0,1.0,1.0,1.0,1.0
bookmia.45.44,val,things_fall_apart,202.734,76,2.6675,10.289,0.100258,0.150063,0.249399,0.496676,0.98686,1.0,1.0,1.0,1.0,1.0
bookmia.45.46,val,things_fall_apart,229.757,91,2.5248,14.831,0.088349,0.132273,0.219914,0.438226,0.872149,1.0,1.0,1.0,1.0,1.0
bookmia.45.47,val,things_fall_apart,165.41,80,2.0676,9.393,0.123168,0.184256,0.306002,0.608605,1.0,1.0,1.0,1.0,1.0,1.0
bookmia.45.48,val,things_fall_apart,188.12,68,2.7665,15.691,0.108136,0.161826,0.268882,0.535247,1.0,1.0,1.0,1.0,1.0,1.0
bookmia.45.49,val,things_fall_apart,175.269,79,2.2186,12.738,0.11616,0.173801,0.288705,0.574443,1.0,1.0,1.0,1.0,1.0,1.0
bookmia.45.50,val,things_fall_apart,134.463,76,1.7692,0.722,0.151908,0.227094,0.376776,0.747898,1.0,1.0,1.0,1.0,1.0,1.0
bookmia.45.53,val,things_fall_apart,180.471,66,2.7344,11.906,0.112773,0.168747,0.28034,0.557909,1.0,1.0,1.0,1.0,1.0,1.0
bookmia.45.56,val,things_fall_apart,181.566,67,2.7099,14.349,0.112085,0.16772,0.278641,0.554549,1.0,1.0,1.0,1.0,1.0,1.0
bookmia.45.57,val,things_fall_apart,184.568,65,2.8395,12.289,0.110241,0.164968,0.274085,0.545539,1.0,1.0,1.0,1.0,1.0,1.0
bookmia.45.58,val,things_fall_apart,208.487,87,2.3964,15.676,0.097462,0.145887,0.24248,0.482968,0.960096,1.0,1.0,1.0,1.0,1.0
bookmia.45.59,val,things_fall_apart,134.007,66,2.0304,3.083,0.152432,0.227874,0.378063,0.750423,1.0,1.0,1.0,1.0,1.0,1.0
bookmia.45.61,val,things_fall_apart,160.743,72,2.2325,15.715,0.126788,0.189655,0.314931,0.626223,1.0,1.0,1.0,1.0,1.0,1.0
bookmia.45.62,val,things_fall_apart,127.849,64,1.9976,12.362,0.159872,0.238953,0.396339,0.786231,1.0,1.0,1.0,1.0,1.0,1.0
bookmia.45.66,val,things_fall_apart,192.126,81,2.3719,11.411,0.105856,0.158422,0.263246,0.524093,1.0,1.0,1.0,1.0,1.0,1.0
bookmia.45.67,val,things_fall_apart,144.362,70,2.0623,16.216,0.141363,0.211384,0.35084,0.696952,1.0,1.0,1.0,1.0,1.0,1.0
bookmia.45.69,val,things_fall_apart,127.319,68,1.8723,15.242,0.160546,0.239957,0.397994,0.789471,1.0,1.0,1.0,1.0,1.0,1.0
bookmia.45.73,val,things_fall_apart,135.538,70,1.9363,9.672,0.150688,0.225276,0.373777,0.742013,1.0,1.0,1.0,1.0,1.0,1.0
bookmia.45.74,val,things_fall_apart,172.177,82,2.0997,14.123,0.118271,0.17695,0.293916,0.58474,1.0,1.0,1.0,1.0,1.0,1.0
bookmia.45.77,val,things_fall_apart,158.34,69,2.2948,12.856,0.128735,0.19256,0.319734,0.635694,1.0,1.0,1.0,1.0,1.0,1.0
bookmia.45.79,val,things_fall_apart,227.226,81,2.8053,13.386,0.089343,0.133759,0.222377,0.443112,0.88178,1.0,1.0,1.0,1.0,1.0
bookmia.45.80,val,things_fall_apart,134.452,68,1.9772,15.166,0.151921,0.227113,0.376807,0.747959,1.0,1.0,1.0,1.0,1.0,1.0
bookmia.45.85,val,things_fall_apart,151.612,67,2.2629,16.64,0.13452,0.201185,0.333991,0.66379,1.0,1.0,1.0,1.0,1.0,1.0
bookmia.45.87,val,things_fall_apart,137.138,68,2.0167,15.327,0.148907,0.222624,0.369399,0.733421,1.0,1.0,1.0,1.0,1.0,1.0
bookmia.45.89,val,things_fall_apart,161.373,65,2.4827,13.177,0.126287,0.188908,0.313696,0.623786,1.0,1.0,1.0,1.0,1.0,1.0
bookmia.45.92,val,things_fall_apart,139.949,71,1.9711,13.388,0.145878,0.218112,0.36195,0.718791,1.0,1.0,1.0,1.0,1.0,1.0
bookmia.45.93,val,things_fall_apart,123.84,78,1.5877,12.72,0.165117,0.24676,0.40921,0.811403,1.0,1.0,1.0,1.0,1.0,1.0
bookmia.45.94,val,things_fall_apart,166.718,67,2.4883,7.3,0.12219,0.182797,0.30359,0.603843,1.0,1.0,1.0,1.0,1.0,1.0
bookmia.45.95,val,things_fall_apart,165.528,77,2.1497,11.685,0.123079,0.184123,0.305783,0.608172,1.0,1.0,1.0,1.0,1.0,1.0
