k,mode,L,prompt_id,B_user,queries_served,queries_total,cut,spend_total,S_total,recall
0.0,oracle,20,bookmia.07.03,200,14,14,0,0.0,889.77,0.0
0.0,oracle,20,bookmia.07.03,400,14,14,0,0.0,889.77,0.0
0.0,oracle,20,bookmia.07.03,800,14,14,0,0.0,889.77,0.0
0.0,oracle,20,bookmia.07.03,1600,14,14,0,0.0,889.77,0.0
0.0,oracle,20,bookmia.07.03,3200,14,14,0,0.0,889.77,0.0
0.0,oracle,20,bookmia.07.04,inf,14,14,0,0.0,925.94,0.0
0.0,oracle,20,bookmia.07.04,50,14,14,0,0.0,925.94,0.0
0.0,oracle,20,bookmia.07.04,100,14,14,0,0.0,925.94,0.0
0.0,oracle,20,bookmia.07.04,200,14,14,0,0.0,925.94,0.0
0.0,oracle,20,bookmia.07.04,400,14,14,0,0.0,925.94,0.0
0.0,oracle,20,bookmia.07.04,800,14,14,0,0.0,925.94,0.0
0.0,oracle,20,bookmia.07.04,1600,14,14,0,0.0,925.94,0.0
0.0,oracle,20,bookmia.07.04,3200,14,14,0,0.0,925.94,0.0
0.0,oracle,20,bookmia.07.05,inf,14,14,0,0.0,913.99,0.0
0.0,oracle,20,bookmia.07.05,50,14,14,0,0.0,913.99,0.0
0.0,oracle,20,bookmia.07.05,100,14,14,0,0.0,913.99,0.0
0.0,oracle,20,bookmia.07.05,200,14,14,0,0.0,913.99,0.0
0.0,oracle,20,bookmia.07.05,400,14,14,0,0.0,913.99,0.0
0.0,oracle,20,bookmia.07.05,800,14,14,0,0.0,913.99,0.0
0.0,oracle,20,bookmia.07.05,1600,14,14,0,0.0,913.99,0.0
0.0,oracle,20,bookmia.07.05,3200,14,14,0,0.0,913.99,0.0
0.0,oracle,20,bookmia.07.06,inf,13,13,0,0.0,680.29,0.0
0.0,oracle,20,bookmia.07.06,50,13,13,0,0.0,680.29,0.0
0.0,oracle,20,bookmia.07.06,100,13,13,0,0.0,680.29,0.0
0.0,oracle,20,bookmia.07.06,200,13,13,0,0.0,680.29,0.0
0.0,oracle,20,bookmia.07.06,400,13,13,0,0.0,680.29,0.0
0.0,oracle,20,bookmia.07.06,800,13,13,0,0.0,680.29,0.0
0.0,oracle,20,bookmia.07.06,1600,13,13,0,0.0,680.29,0.0
0.0,oracle,20,bookmia.07.06,3200,13,13,0,0.0,680.29,0.0
0.0,oracle,20,bookmia.07.07,inf,13,13,0,0.0,864.29,0.0
0.0,oracle,20,bookmia.07.07,50,13,13,0,0.0,864.29,0.0
0.0,oracle,20,bookmia.07.07,100,13,13,0,0.0,864.29,0.0
0.0,oracle,20,bookmia.07.07,200,13,13,0,0.0,864.29,0.0
0.0,oracle,20,bookmia.07.07,400,13,13,0,0.0,864.29,0.0
0.0,oracle,20,bookmia.07.07,800,13,13,0,0.0,864.29,0.0
0.0,oracle,20,bookmia.07.07,1600,13,13,0,0.0,864.29,0.0
0.0,oracle,20,bookmia.07.07,3200,13,13,0,0.0,864.29,0.0
0.0,oracle,20,bookmia.07.08,inf,14,14,0,0.0,766.5,0.0
0.0,oracle,20,bookmia.07.08,50,14,14,0,0.0,766.5,0.0
0.0,oracle,20,bookmia.07.08,100,14,14,0,0.0,766.5,0.0
0.0,oracle,20,bookmia.07.08,200,14,14,0,0.0,766.5,0.0
0.0,oracle,20,bookmia.07.08,400,14,14,0,0.0,766.5,0.0
0.0,oracle,20,bookmia.07.08,800,14,14,0,0.0,766.5,0.0
0.0,oracle,20,bookmia.07.08,1600,14,14,0,0.0,766.5,0.0
0.0,oracle,20,bookmia.07.08,3200,14,14,0,0.0,766.5,0.0
0.0,oracle,20,bookmia.07.09,inf,14,14,0,0.0,882.08,0.0
0.0,oracle,20,bookmia.07.09,50,14,14,0,0.0,882.08,0.0
0.0,oracle,20,bookmia.07.09,100,14,14,0,0.0,882.08,0.0
0.0,oracle,20,bookmia.07.09,200,14,14,0,0.0,882.08,0.0
0.0,oracle,20,bookmia.07.09,400,14,14,0,0.0,882.08,0.0
0.0,oracle,20,bookmia.07.09,800,14,14,0,0.0,882.08,0.0
0.0,oracle,20,bookmia.07.09,1600,14,14,0,0.0,882.08,0.0
0.0,oracle,20,bookmia.07.09,3200,14,14,0,0.0,882.08,0.0
0.0,oracle,20,bookmia.07.15,inf,14,14,0,0.0,820.0,0.0
0.0,oracle,20,bookmia.07.15,50,14,14,0,0.0,820.0,0.0
0.0,oracle,20,bookmia.07.15,100,14,14,0,0.0,820.0,0.0
0.0,oracle,20,bookmia.07.15,200,14,14,0,0.0,820.0,0.0
0.0,oracle,20,bookmia.07.15,400,14,14,0,0.0,820.0,0.0
0.0,oracle,20,bookmia.07.15,800,14,14,0,0.0,820.0,0.0
0.0,oracle,20,bookmia.07.15,1600,14,14,0,0.0,820.0,0.0
0.0,oracle,20,bookmia.07.15,3200,14,14,0,0.0,820.0,0.0
0.0,oracle,20,bookmia.07.16,inf,13,13,0,0.0,802.01,0.0
0.0,oracle,20,bookmia.07.16,50,13,13,0,0.0,802.01,0.0
0.0,oracle,20,bookmia.07.16,100,13,13,0,0.0,802.01,0.0
0.0,oracle,20,bookmia.07.16,200,13,13,0,0.0,802.01,0.0
0.0,oracle,20,bookmia.07.16,400,13,13,0,0.0,802.01,0.0
0.0,oracle,20,bookmia.07.16,800,13,13,0,0.0,802.01,0.0
0.0,oracle,20,bookmia.07.16,1600,13,13,0,0.0,802.01,0.0
0.0,oracle,20,bookmia.07.16,3200,13,13,0,0.0,802.01,0.0
0.0,oracle,20,bookmia.07.17,inf,13,13,0,0.0,881.81,0.0
0.0,oracle,20,bookmia.07.17,50,13,13,0,0.0,881.81,0.0
0.0,oracle,20,bookmia.07.17,100,13,13,0,0.0,881.81,0.0
0.0,oracle,20,bookmia.07.17,200,13,13,0,0.0,881.81,0.0
0.0,oracle,20,bookmia.07.17,400,13,13,0,0.0,881.81,0.0
0.0,oracle,20,bookmia.07.17,800,13,13,0,0.0,881.81,0.0
0.0,oracle,20,bookmia.07.17,1600,13,13,0,0.0,881.81,0.0
0.0,oracle,20,bookmia.07.17,3200,13,13,0,0.0,881.81,0.0
0.0,oracle,20,bookmia.07.20,inf,14,14,0,0.0,966.04,0.0
0.0,oracle,20,bookmia.07.20,50,14,14,0,0.0,966.04,0.0
0.0,oracle,20,bookmia.07.20,100,14,14,0,0.0,966.04,0.0
0.0,oracle,20,bookmia.07.20,200,14,14,0,0.0,966.04,0.0
0.0,oracle,20,bookmia.07.20,400,14,14,0,0.0,966.04,0.0
0.0,oracle,20,bookmia.07.20,800,14,14,0,0.0,966.04,0.0
0.0,oracle,20,bookmia.07.20,1600,14,14,0,0.0,966.04,0.0
0.0,oracle,20,bookmia.07.20,3200,14,14,0,0.0,966.04,0.0
0.0,oracle,20,bookmia.07.24,inf,13,13,0,0.0,749.55,0.0
0.0,oracle,20,bookmia.07.24,50,13,13,0,0.0,749.55,0.0
0.0,oracle,20,bookmia.07.24,100,13,13,0,0.0,749.55,0.0
0.0,oracle,20,bookmia.07.24,200,13,13,0,0.0,749.55,0.0
0.0,oracle,20,bookmia.07.24,400,13,13,0,0.0,749.55,0.0
0.0,oracle,20,bookmia.07.24,800,13,13,0,0.0,749.55,0.0
0.0,oracle,20,bookmia.07.24,1600,13,13,0,0.0,749.55,0.0
0.0,oracle,20,bookmia.07.24,3200,13,13,0,0.0,749.55,0.0
0.0,oracle,20,bookmia.07.25,inf,14,14,0,0.0,982.9,0.0
0.0,oracle,20,bookmia.07.25,50,14,14,0,0.0,982.9,0.0
0.0,oracle,20,bookmia.07.25,100,14,14,0,0.0,982.9,0.0
0.0,oracle,20,bookmia.07.25,200,14,14,0,0.0,982.9,0.0
0.0,oracle,20,bookmia.07.25,400,14,14,0,0.0,982.9,0.0
0.0,oracle,20,bookmia.07.25,800,14,14,0,0.0,982.9,0.0
0.0,oracle,20,bookmia.07.25,1600,14,14,0,0.0,982.9,0.0
0.0,oracle,20,bookmia.07.25,3200,14,14,0,0.0,982.9,0.0
0.0,oracle,20,bookmia.07.26,inf,13,13,0,0.0,920.93,0.0
0.0,oracle,20,bookmia.07.26,50,13,13,0,0.0,920.93,0.0
0.0,oracle,20,bookmia.07.26,100,13,13,0,0.0,920.93,0.0
0.0,oracle,20,bookmia.07.26,200,13,13,0,0.0,920.93,0.0
0.0,oracle,20,bookmia.07.26,400,13,13,0,0.0,920.93,0.0
0.0,oracle,20,bookmia.07.26,800,13,13,0,0.0,920.93,0.0
0.0,oracle,20,bookmia.07.26,1600,13,13,0,0.0,920.93,0.0
0.0,oracle,20,bookmia.07.26,3200,13,13,0,0.0,920.93,0.0
0.0,oracle,20,bookmia.07.28,inf,13,13,0,0.0,824.38,0.0
0.0,oracle,20,bookmia.07.28,50,13,13,0,0.0,824.38,0.0
0.0,oracle,20,bookmia.07.28,100,13,13,0,0.0,824.38,0.0
0.0,oracle,20,bookmia.07.28,200,13,13,0,0.0,824.38,0.0
0.0,oracle,20,bookmia.07.28,400,13,13,0,0.0,824.38,0.0
0.0,oracle,20,bookmia.07.28,800,13,13,0,0.0,824.38,0.0
0.0,oracle,20,bookmia.07.28,1600,13,13,0,0.0,824.38,0.0
0.0,oracle,20,bookmia.07.28,3200,13,13,0,0.0,824.38,0.0
0.0,oracle,20,bookmia.07.29,inf,13,13,0,0.0,880.51,0.0
0.0,oracle,20,bookmia.07.29,50,13,13,0,0.0,880.51,0.0
0.0,oracle,20,bookmia.07.29,100,13,13,0,0.0,880.51,0.0
0.0,oracle,20,bookmia.07.29,200,13,13,0,0.0,880.51,0.0
0.0,oracle,20,bookmia.07.29,400,13,13,0,0.0,880.51,0.0
0.0,oracle,20,bookmia.07.29,800,13,13,0,0.0,880.51,0.0
0.0,oracle,20,bookmia.07.29,1600,13,13,0,0.0,880.51,0.0
0.0,oracle,20,bookmia.07.29,3200,13,13,0,0.0,880.51,0.0
0.0,oracle,20,bookmia.07.30,inf,13,13,0,0.0,861.98,0.0
0.0,oracle,20,bookmia.07.30,50,13,13,0,0.0,861.98,0.0
0.0,oracle,20,bookmia.07.30,100,13,13,0,0.0,861.98,0.0
0.0,oracle,20,bookmia.07.30,200,13,13,0,0.0,861.98,0.0
0.0,oracle,20,bookmia.07.30,400,13,13,0,0.0,861.98,0.0
0.0,oracle,20,bookmia.07.30,800,13,13,0,0.0,861.98,0.0
0.0,oracle,20,bookmia.07.30,1600,13,13,0,0.0,861.98,0.0
0.0,oracle,20,bookmia.07.30,3200,13,13,0,0.0,861.98,0.0
0.0,oracle,20,bookmia.07.31,inf,14,14,0,0.0,848.83,0.0
0.0,oracle,20,bookmia.07.31,50,14,14,0,0.0,848.83,0.0
0.0,oracle,20,bookmia.07.31,100,14,14,0,0.0,848.83,0.0
0.0,oracle,20,bookmia.07.31,200,14,14,0,0.0,848.83,0.0
0.0,oracle,20,bookmia.07.31,400,14,14,0,0.0,848.83,0.0
0.0,oracle,20,bookmia.07.31,800,14,14,0,0.0,848.83,0.0
0.0,oracle,20,bookmia.07.31,1600,14,14,0,0.0,848.83,0.0
0.0,oracle,20,bookmia.07.31,3200,14,14,0,0.0,848.83,0.0
0.0,oracle,20,bookmia.07.32,inf,14,14,0,0.0,912.75,0.0
0.0,oracle,20,bookmia.07.32,50,14,14,0,0.0,912.75,0.0
0.0,oracle,20,bookmia.07.32,100,14,14,0,0.0,912.75,0.0
0.0,oracle,20,bookmia.07.32,200,14,14,0,0.0,912.75,0.0
0.0,oracle,20,bookmia.07.32,400,14,14,0,0.0,912.75,0.0
0.0,oracle,20,bookmia.07.32,800,14,14,0,0.0,912.75,0.0
0.0,oracle,20,bookmia.07.32,1600,14,14,0,0.0,912.75,0.0
0.0,oracle,20,bookmia.07.32,3200,14,14,0,0.0,912.75,0.0
0.0,oracle,20,bookmia.07.37,inf,14,14,0,0.0,842.75,0.0
0.0,oracle,20,bookmia.07.37,50,14,14,0,0.0,842.75,0.0
0.0,oracle,20,bookmia.07.37,100,14,14,0,0.0,842.75,0.0
0.0,oracle,20,bookmia.07.37,200,14,14,0,0.0,842.75,0.0
0.0,oracle,20,bookmia.07.37,400,14,14,0,0.0,842.75,0.0
0.0,oracle,20,bookmia.07.37,800,14,14,0,0.0,842.75,0.0
0.0,oracle,20,bookmia.07.37,1600,14,14,0,0.0,842.75,0.0
0.0,oracle,20,bookmia.07.37,3200,14,14,0,0.0,842.75,0.0
0.0,oracle,20,bookmia.07.40,inf,13,13,0,0.0,738.38,0.0
0.0,oracle,20,bookmia.07.40,50,13,13,0,0.0,738.38,0.0
0.0,oracle,20,bookmia.07.40,100,13,13,0,0.0,738.38,0.0
0.0,oracle,20,bookmia.07.40,200,13,13,0,0.0,738.38,0.0
0.0,oracle,20,bookmia.07.40,400,13,13,0,0.0,738.38,0.0
0.0,oracle,20,bookmia.07.40,800,13,13,0,0.0,738.38,0.0
0.0,oracle,20,bookmia.07.40,1600,13,13,0,0.0,738.38,0.0
0.0,oracle,20,bookmia.07.40,3200,13,13,0,0.0,738.38,0.0
0.0,oracle,20,bookmia.07.41,inf,13,13,0,0.0,892.3,0.0
0.0,oracle,20,bookmia.07.41,50,13,13,0,0.0,892.3,0.0
0.0,oracle,20,bookmia.07.41,100,13,13,0,0.0,892.3,0.0
0.0,oracle,20,bookmia.07.41,200,13,13,0,0.0,892.3,0.0
0.0,oracle,20,bookmia.07.41,400,13,13,0,0.0,892.3,0.0
0.0,oracle,20,bookmia.07.41,800,13,13,0,0.0,892.3,0.0
0.0,oracle,20,bookmia.07.41,1600,13,13,0,0.0,892.3,0.0
0.0,oracle,20,bookmia.07.41,3200,13,13,0,0.0,892.3,0.0
0.0,oracle,20,bookmia.07.43,inf,13,13,0,0.0,800.47,0.0
0.0,oracle,20,bookmia.07.43,50,13,13,0,0.0,800.47,0.0
0.0,oracle,20,bookmia.07.43,100,13,13,0,0.0,800.47,0.0
0.0,oracle,20,bookmia.07.43,200,13,13,0,0.0,800.47,0.0
0.0,oracle,20,bookmia.07.43,400,13,13,0,0.0,800.47,0.0
0.0,oracle,20,bookmia.07.43,800,13,13,0,0.0,800.47,0.0
0.0,oracle,20,bookmia.07.43,1600,13,13,0,0.0,800.47,0.0
0.0,oracle,20,bookmia.07.43,3200,13,13,0,0.0,800.47,0.0
0.0,oracle,20,bookmia.07.44,inf,13,13,0,0.0,835.07,0.0
0.0,oracle,20,bookmia.07.44,50,13,13,0,0.0,835.07,0.0
0.0,oracle,20,bookmia.07.44,100,13,13,0,0.0,835.07,0.0
0.0,oracle,20,bookmia.07.44,200,13,13,0,0.0,835.07,0.0
0.0,oracle,20,bookmia.07.44,400,13,13,0,0.0,835.07,0.0
0.0,oracle,20,bookmia.07.44,800,13,13,0,0.0,835.07,0.0
0.0,oracle,20,bookmia.07.44,1600,13,13,0,0.0,835.07,0.0
0.0,oracle,20,bookmia.07.44,3200,13,13,0,0.0,835.07,0.0
0.0,oracle,20,bookmia.07.47,inf,13,13,0,0.0,857.05,0.0
0.0,oracle,20,bookmia.07.47,50,13,13,0,0.0,857.05,0.0
0.0,oracle,20,bookmia.07.47,100,13,13,0,0.0,857.05,0.0
0.0,oracle,20,bookmia.07.47,200,13,13,0,0.0,857.05,0.0
0.0,oracle,20,bookmia.07.47,400,13,13,0,0.0,857.05,0.0
0.0,oracle,20,bookmia.07.47,800,13,13,0,0.0,857.05,0.0
0.0,oracle,20,bookmia.07.47,1600,13,13,0,0.0,857.05,0.0
0.0,oracle,20,bookmia.07.47,3200,13,13,0,0.0,857.05,0.0
0.0,oracle,20,bookmia.07.49,inf,13,13,0,0.0,734.84,0.0
0.0,oracle,20,bookmia.07.49,50,13,13,0,0.0,734.84,0.0
0.0,oracle,20,bookmia.07.49,100,13,13,0,0.0,734.84,0.0
0.0,oracle,20,bookmia.07.49,200,13,13,0,0.0,734.84,0.0
0.0,oracle,20,bookmia.07.49,400,13,13,0,0.0,734.84,0.0
0.0,oracle,20,bookmia.07.49,800,13,13,0,0.0,734.84,0.0
0.0,oracle,20,bookmia.07.49,1600,13,13,0,0.0,734.84,0.0
0.0,oracle,20,bookmia.07.49,3200,13,13,0,0.0,734.84,0.0
0.0,oracle,20,bookmia.07.53,inf,14,14,0,0.0,787.79,0.0
0.0,oracle,20,bookmia.07.53,50,14,14,0,0.0,787.79,0.0
0.0,oracle,20,bookmia.07.53,100,14,14,0,0.0,787.79,0.0
0.0,oracle,20,bookmia.07.53,200,14,14,0,0.0,787.79,0.0
0.0,oracle,20,bookmia.07.53,400,14,14,0,0.0,787.79,0.0
0.0,oracle,20,bookmia.07.53,800,14,14,0,0.0,787.79,0.0
0.0,oracle,20,bookmia.07.53,1600,14,14,0,0.0,787.79,0.0
0.0,oracle,20,bookmia.07.53,3200,14,14,0,0.0,787.79,0.0
0.0,oracle,20,bookmia.07.54,inf,13,13,0,0.0,857.56,0.0
0.0,oracle,20,bookmia.07.54,50,13,13,0,0.0,857.56,0.0
0.0,oracle,20,bookmia.07.54,100,13,13,0,0.0,857.56,0.0
0.0,oracle,20,bookmia.07.54,200,13,13,0,0.0,857.56,0.0
0.0,oracle,20,bookmia.07.54,400,13,13,0,0.0,857.56,0.0
0.0,oracle,20,bookmia.07.54,800,13,13,0,0.0,857.56,0.0
0.0,oracle,20,bookmia.07.54,1600,13,13,0,0.0,857.56,0.0
0.0,oracle,20,bookmia.07.54,3200,13,13,0,0.0,857.56,0.0
0.0,oracle,20,bookmia.07.55,inf,13,13,0,0.0,755.95,0.0
0.0,oracle,20,bookmia.07.55,50,13,13,0,0.0,755.95,0.0
0.0,oracle,20,bookmia.07.55,100,13,13,0,0.0,755.95,0.0
0.0,oracle,20,bookmia.07.55,200,13,13,0,0.0,755.95,0.0
0.0,oracle,20,bookmia.07.55,400,13,13,0,0.0,755.95,0.0
0.0,oracle,20,bookmia.07.55,800,13,13,0,0.0,755.95,0.0
0.0,oracle,20,bookmia.07.55,1600,13,13,0,0.0,755.95,0.0
0.0,oracle,20,bookmia.07.55,3200,13,13,0,0.0,755.95,0.0
0.0,oracle,20,bookmia.07.56,inf,13,13,0,0.0,726.71,0.0
0.0,oracle,20,bookmia.07.56,50,13,13,0,0.0,726.71,0.0
0.0,oracle,20,bookmia.07.56,100,13,13,0,0.0,726.71,0.0
0.0,oracle,20,bookmia.07.56,200,13,13,0,0.0,726.71,0.0
0.0,oracle,20,bookmia.07.56,400,13,13,0,0.0,726.71,0.0
0.0,oracle,20,bookmia.07.56,800,13,13,0,0.0,726.71,0.0
0.0,oracle,20,bookmia.07.56,1600,13,13,0,0.0,726.71,0.0
0.0,oracle,20,bookmia.07.56,3200,13,13,0,0.0,726.71,0.0
0.0,oracle,20,bookmia.07.57,inf,13,13,0,0.0,986.03,0.0
0.0,oracle,20,bookmia.07.57,50,13,13,0,0.0,986.03,0.0
0.0,oracle,20,bookmia.07.57,100,13,13,0,0.0,986.03,0.0
0.0,oracle,20,bookmia.07.57,200,13,13,0,0.0,986.03,0.0
0.0,oracle,20,bookmia.07.57,400,13,13,0,0.0,986.03,0.0
0.0,oracle,20,bookmia.07.57,800,13,13,0,0.0,986.03,0.0
0.0,oracle,20,bookmia.07.57,1600,13,13,0,0.0,986.03,0.0
0.0,oracle,20,bookmia.07.57,3200,13,13,0,0.0,986.03,0.0
0.0,oracle,20,bookmia.07.59,inf,13,13,0,0.0,786.34,0.0
0.0,oracle,20,bookmia.07.59,50,13,13,0,0.0,786.34,0.0
0.0,oracle,20,bookmia.07.59,100,13,13,0,0.0,786.34,0.0
0.0,oracle,20,bookmia.07.59,200,13,13,0,0.0,786.34,0.0
0.0,oracle,20,bookmia.07.59,400,13,13,0,0.0,786.34,0.0
0.0,oracle,20,bookmia.07.59,800,13,13,0,0.0,786.34,0.0
0.0,oracle,20,bookmia.07.59,1600,13,13,0,0.0,786.34,0.0
0.0,oracle,20,bookmia.07.59,3200,13,13,0,0.0,786.34,0.0
0.0,oracle,20,bookmia.07.61,inf,13,13,0,0.0,992.66,0.0
0.0,oracle,20,bookmia.07.61,50,13,13,0,0.0,992.66,0.0
0.0,oracle,20,bookmia.07.61,100,13,13,0,0.0,992.66,0.0
0.0,oracle,20,bookmia.07.61,200,13,13,0,0.0,992.66,0.0
0.0,oracle,20,bookmia.07.61,400,13,13,0,0.0,992.66,0.0
0.0,oracle,20,bookmia.07.61,800,13,13,0,0.0,992.66,0.0
0.0,oracle,20,bookmia.07.61,1600,13,13,0,0.0,992.66,0.0
0.0,oracle,20,bookmia.07.61,3200,13,13,0,0.0,992.66,0.0
0.0,oracle,20,bookmia.07.62,inf,14,14,0,0.0,866.49,0.0
0.0,oracle,20,bookmia.07.62,50,14,14,0,0.0,866.49,0.0
0.0,oracle,20,bookmia.07.62,100,14,14,0,0.0,866.49,0.0
0.0,oracle,20,bookmia.07.62,200,14,14,0,0.0,866.49,0.0
0.0,oracle,20,bookmia.07.62,400,14,14,0,0.0,866.49,0.0
0.0,oracle,20,bookmia.07.62,800,14,14,0,0.0,866.49,0.0
0.0,oracle,20,bookmia.07.62,1600,14,14,0,0.0,866.49,0.0
0.0,oracle,20,bookmia.07.62,3200,14,14,0,0.0,866.49,0.0
0.0,oracle,20,bookmia.07.63,inf,13,13,0,0.0,732.23,0.0
0.0,oracle,20,bookmia.07.63,50,13,13,0,0.0,732.23,0.0
0.0,oracle,20,bookmia.07.63,100,13,13,0,0.0,732.23,0.0
0.0,oracle,20,bookmia.07.63,200,13,13,0,0.0,732.23,0.0
0.0,oracle,20,bookmia.07.63,400,13,13,0,0.0,732.23,0.0
0.0,oracle,20,bookmia.07.63,800,13,13,0,0.0,732.23,0.0
0.0,oracle,20,bookmia.07.63,1600,13,13,0,0.0,732.23,0.0
0.0,oracle,20,bookmia.07.63,3200,13,13,0,0.0,732.23,0.0
0.0,oracle,20,bookmia.07.66,inf,13,13,0,0.0,794.34,0.0
0.0,oracle,20,bookmia.07.66,50,13,13,0,0.0,794.34,0.0
0.0,oracle,20,bookmia.07.66,100,13,13,0,0.0,794.34,0.0
0.0,oracle,20,bookmia.07.66,200,13,13,0,0.0,794.34,0.0
0.0,oracle,20,bookmia.07.66,400,13,13,0,0.0,794.34,0.0
0.0,oracle,20,bookmia.07.66,800,13,13,0,0.0,794.34,0.0
0.0,oracle,20,bookmia.07.66,1600,13,13,0,0.0,794.34,0.0
0.0,oracle,20,bookmia.07.66,3200,13,13,0,0.0,794.34,0.0
0.0,oracle,20,bookmia.07.70,inf,13,13,0,0.0,813.37,0.0
0.0,oracle,20,bookmia.07.70,50,13,13,0,0.0,813.37,0.0
0.0,oracle,20,bookmia.07.70,100,13,13,0,0.0,813.37,0.0
0.0,oracle,20,bookmia.07.70,200,13,13,0,0.0,813.37,0.0
0.0,oracle,20,bookmia.07.70,400,13,13,0,0.0,813.37,0.0
0.0,oracle,20,bookmia.07.70,800,13,13,0,0.0,813.37,0.0
0.0,oracle,20,bookmia.07.70,1600,13,13,0,0.0,813.37,0.0
0.0,oracle,20,bookmia.07.70,3200,13,13,0,0.0,813.37,0.0
0.0,oracle,20,bookmia.07.72,inf,13,13,0,0.0,737.15,0.0
0.0,oracle,20,bookmia.07.72,50,13,13,0,0.0,737.15,0.0
0.0,oracle,20,bookmia.07.72,100,13,13,0,0.0,737.15,0.0
0.0,oracle,20,bookmia.07.72,200,13,13,0,0.0,737.15,0.0
0.0,oracle,20,bookmia.07.72,400,13,13,0,0.0,737.15,0.0
0.0,oracle,20,bookmia.07.72,800,13,13,0,0.0,737.15,0.0
0.0,oracle,20,bookmia.07.72,1600,13,13,0,0.0,737.15,0.0
0.0,oracle,20,bookmia.07.72,3200,13,13,0,0.0,737.15,0.0
0.0,oracle,20,bookmia.07.73,inf,13,13,0,0.0,772.98,0.0
0.0,oracle,20,bookmia.07.73,50,13,13,0,0.0,772.98,0.0
0.0,oracle,20,bookmia.07.73,100,13,13,0,0.0,772.98,0.0
0.0,oracle,20,bookmia.07.73,200,13,13,0,0.0,772.98,0.0
0.0,oracle,20,bookmia.07.73,400,13,13,0,0.0,772.98,0.0
0.0,oracle,20,bookmia.07.73,800,13,13,0,0.0,772.98,0.0
0.0,oracle,20,bookmia.07.73,1600,13,13,0,0.0,772.98,0.0
0.0,oracle,20,bookmia.07.73,3200,13,13,0,0.0,772.98,0.0
0.0,oracle,20,bookmia.07.77,inf,13,13,0,0.0,819.6,0.0
0.0,oracle,20,bookmia.07.77,50,13,13,0,0.0,819.6,0.0
0.0,oracle,20,bookmia.07.77,100,13,13,0,0.0,819.6,0.0
0.0,oracle,20,bookmia.07.77,200,13,13,0,0.0,819.6,0.0
0.0,oracle,20,bookmia.07.77,400,13,13,0,0.0,819.6,0.0
0.0,oracle,20,bookmia.07.77,800,13,13,0,0.0,819.6,0.0
0.0,oracle,20,bookmia.07.77,1600,13,13,0,0.0,819.6,0.0
0.0,oracle,20,bookmia.07.77,3200,13,13,0,0.0,819.6,0.0
0.0,oracle,20,bookmia.07.80,inf,14,14,0,0.0,915.96,0.0
0.0,oracle,20,bookmia.07.80,50,14,14,0,0.0,915.96,0.0
0.0,oracle,20,bookmia.07.80,100,14,14,0,0.0,915.96,0.0
0.0,oracle,20,bookmia.07.80,200,14,14,0,0.0,915.96,0.0
0.0,oracle,20,bookmia.07.80,400,14,14,0,0.0,915.96,0.0
0.0,oracle,20,bookmia.07.80,800,14,14,0,0.0,915.96,0.0
0.0,oracle,20,bookmia.07.80,1600,14,14,0,0.0,915.96,0.0
0.0,oracle,20,bookmia.07.80,3200,14,14,0,0.0,915.96,0.0
0.0,oracle,50,bookmia.00.11,inf,5,5,0,0.0,616.74,0.0
0.0,oracle,50,bookmia.00.11,50,5,5,0,0.0,616.74,0.0
0.0,oracle,50,bookmia.00.11,100,5,5,0,0.0,616.74,0.0
0.0,oracle,50,bookmia.00.11,200,5,5,0,0.0,616.74,0.0
0.0,oracle,50,bookmia.00.11,400,5,5,0,0.0,616.74,0.0
0.0,oracle,50,bookmia.00.11,800,5,5,0,0.0,616.74,0.0
0.0,oracle,50,bookmia.00.11,1600,5,5,0,0.0,616.74,0.0
0.0,oracle,50,bookmia.00.11,3200,5,5,0,0.0,616.74,0.0
0.0,oracle,50,bookmia.00.26,inf,5,5,0,0.0,725.71,0.0
0.0,oracle,50,bookmia.00.26,50,5,5,0,0.0,725.71,0.0
0.0,oracle,50,bookmia.00.26,100,5,5,0,0.0,725.71,0.0
0.0,oracle,50,bookmia.00.26,200,5,5,0,0.0,725.71,0.0
0.0,oracle,50,bookmia.00.26,400,5,5,0,0.0,725.71,0.0
0.0,oracle,50,bookmia.00.26,800,5,5,0,0.0,725.71,0.0
0.0,oracle,50,bookmia.00.26,1600,5,5,0,0.0,725.71,0.0
0.0,oracle,50,bookmia.00.26,3200,5,5,0,0.0,725.71,0.0
0.0,oracle,50,bookmia.00.31,inf,5,5,0,0.0,695.33,0.0
0.0,oracle,50,bookmia.00.31,50,5,5,0,0.0,695.33,0.0
0.0,oracle,50,bookmia.00.31,100,5,5,0,0.0,695.33,0.0
0.0,oracle,50,bookmia.00.31,200,5,5,0,0.0,695.33,0.0
0.0,oracle,50,bookmia.00.31,400,5,5,0,0.0,695.33,0.0
0.0,oracle,50,bookmia.00.31,800,5,5,0,0.0,695.33,0.0
0.0,oracle,50,bookmia.00.31,1600,5,5,0,0.0,695.33,0.0
0.0,oracle,50,bookmia.00.31,3200,5,5,0,0.0,695.33,0.0
0.0,oracle,50,bookmia.00.40,inf,6,6,0,0.0,760.25,0.0
0.0,oracle,50,bookmia.00.40,50,6,6,0,0.0,760.25,0.0
0.0,oracle,50,bookmia.00.40,100,6,6,0,0.0,760.25,0.0
0.0,oracle,50,bookmia.00.40,200,6,6,0,0.0,760.25,0.0
0.0,oracle,50,bookmia.00.40,400,6,6,0,0.0,760.25,0.0
