model,corpus,params,family,work,id,n_tok,n_char,total_nats,s_rate,k_crit,uncertified_width,nats_per_tok
alea-institute/kl3m-002-170m,kl3m,0.17,passage,casino_royale,bookmia.07.44,130,250,313.43046597388457,1.2537218638955383,15.375166893005371,12.263618698673703,2.411003584414497
alea-institute/kl3m-002-170m,kl3m,0.17,passage,casino_royale,bookmia.07.47,132,279,246.34167357663682,0.8829450665829277,2.6555567383766174,3.0076126351255885,1.8662247998230062
alea-institute/kl3m-002-170m,kl3m,0.17,passage,casino_royale,bookmia.07.49,137,266,284.2603351972357,1.0686478766813372,3.844043731689453,3.5971097829034644,2.0748929576440562
alea-institute/kl3m-002-170m,kl3m,0.17,passage,casino_royale,bookmia.07.53,147,280,318.6355048235273,1.1379839457983119,3.605016072591146,3.1678971271094483,2.1675884681872604
alea-institute/kl3m-002-170m,kl3m,0.17,passage,casino_royale,bookmia.07.54,125,258,317.02633464106475,1.2287842427948246,18.208900451660156,14.81863114572879,2.536210677128518
alea-institute/kl3m-002-170m,kl3m,0.17,passage,casino_royale,bookmia.07.55,125,257,313.77814569917973,1.2209266369617888,3.8130290508270264,3.123061562745119,2.510225165593438
alea-institute/kl3m-002-170m,kl3m,0.17,passage,casino_royale,bookmia.07.56,138,251,290.7563133459771,1.158391686637359,4.044192123413086,3.4912130068481257,2.1069298068549065
alea-institute/kl3m-002-170m,kl3m,0.17,passage,casino_royale,bookmia.07.57,129,257,293.5773691546201,1.1423243935977436,5.51582145690918,4.828594651241872,2.2757935593381404
alea-institute/kl3m-002-170m,kl3m,0.17,passage,casino_royale,bookmia.07.59,132,259,279.0277182954014,1.0773270976656426,3.9205567042032876,3.6391516677695828,2.113846350722738
alea-institute/kl3m-002-170m,kl3m,0.17,passage,casino_royale,bookmia.07.61,129,271,302.695730161533,1.1169584138801956,17.29949378967285,15.488037490649484,2.346478528383977
alea-institute/kl3m-002-170m,kl3m,0.17,passage,casino_royale,bookmia.07.62,143,257,375.95428980939323,1.4628571587914134,3.946445941925049,2.69776575122723,2.6290509776880646
alea-institute/kl3m-002-170m,kl3m,0.17,passage,casino_royale,bookmia.07.63,129,266,322.30466803518357,1.2116716843427953,4.923716227213542,4.063572905794313,2.498485798722353
alea-institute/kl3m-002-170m,kl3m,0.17,passage,casino_royale,bookmia.07.66,135,262,292.58464428049047,1.1167352835133224,10.80539321899414,9.675876976860321,2.1672936613369664
alea-institute/kl3m-002-170m,kl3m,0.17,passage,casino_royale,bookmia.07.70,130,266,309.1020020832948,1.1620376018168976,2.236621856689453,1.9247413794462374,2.3777077083330367
alea-institute/kl3m-002-170m,kl3m,0.17,passage,casino_royale,bookmia.07.72,140,267,340.30325888315565,1.2745440407608826,2.4556152165556946,1.9266617221714295,2.4307375634511117
alea-institute/kl3m-002-170m,kl3m,0.17,passage,casino_royale,bookmia.07.73,134,263,311.46229016099824,1.184267262969575,15.884498596191406,13.412933965902843,2.3243454489626734
alea-institute/kl3m-002-170m,kl3m,0.17,passage,casino_royale,bookmia.07.77,122,261,253.88425203427323,0.9727365978324645,4.4545416831970215,4.579391474653072,2.0810184592973218
alea-institute/kl3m-002-170m,kl3m,0.17,passage,casino_royale,bookmia.07.80,154,288,404.5030128033468,1.404524350011621,8.569993019104004,6.1017048362551325,2.6266429402814726
alea-institute/kl3m-002-170m,kl3m,0.17,passage,casino_royale,bookmia.07.82,142,272,284.62702047383937,1.0464228693891153,1.7505048389236133,1.672846504153268,2.0044156371397137
alea-institute/kl3m-002-170m,kl3m,0.17,passage,casino_royale,bookmia.07.83,122,255,269.0280932616297,1.0550121304377635,21.865819931030273,20.725657364676305,2.205148305423194
alea-institute/kl3m-002-170m,kl3m,0.17,passage,casino_royale,bookmia.07.84,139,251,312.95618674106663,1.2468373973747675,5.38784122467041,4.321205985651843,2.2514833578494002
alea-institute/kl3m-002-170m,kl3m,0.17,passage,casino_royale,bookmia.07.86,133,260,336.0322248086977,1.2924316338796067,16.75068473815918,12.960596366615666,2.526558081268404
alea-institute/kl3m-002-170m,kl3m,0.17,passage,casino_royale,bookmia.07.90,134,271,300.8787769121409,1.1102537893436932,5.757028102874756,5.185326236335496,2.2453640068070215
alea-institute/kl3m-002-170m,kl3m,0.17,passage,casino_royale,bookmia.07.95,133,269,288.11369781405665,1.0710546387139652,4.650167147318522,4.341671264224263,2.166268404616967
alea-institute/kl3m-002-170m,kl3m,0.17,passage,casino_royale,bookmia.07.98,131,247,282.6855306766083,1.1444758326988191,1.9533154296043973,1.7067336625171297,2.157904814325254
alea-institute/kl3m-002-170m,kl3m,0.17,passage,casino_royale,bookmia.07.99,130,270,278.74468440290366,1.0323877200107543,4.5457258224487305,4.403118842213058,2.144189880022336
alea-institute/kl3m-002-170m,kl3m,0.17,passage,dune,bookmia.10.01,127,262,294.4096429271158,1.123700927202732,4.344427585601807,3.8661778062393717,2.3181861647804394
alea-institute/kl3m-002-170m,kl3m,0.17,passage,dune,bookmia.10.02,134,297,359.6933887412306,1.2110888509805744,1.5032646421343088,1.2412505002561707,2.6842790204569447
alea-institute/kl3m-002-170m,kl3m,0.17,passage,dune,bookmia.10.03,125,251,269.1516862332064,1.072317475032695,3.0145206451416016,2.8112202918726927,2.153213489865651
alea-institute/kl3m-002-170m,kl3m,0.17,passage,dune,bookmia.10.07,141,269,349.3827449104283,1.2988206130499194,5.08226744333903,3.9129864372915497,2.477891807875378
alea-institute/kl3m-002-170m,kl3m,0.17,passage,dune,bookmia.10.11,135,276,391.2113484860456,1.4174324220508898,4.469498634338379,3.153235783806497,2.897861840637375
alea-institute/kl3m-002-170m,kl3m,0.17,passage,dune,bookmia.10.12,136,267,357.7359366729288,1.3398349688124673,2.5370664596557617,1.893566385944109,2.6304112990656527
alea-institute/kl3m-002-170m,kl3m,0.17,passage,dune,bookmia.10.13,120,267,308.16208184388233,1.154165100538885,3.5629305839538574,3.0870198572893153,2.5680173486990197
alea-institute/kl3m-002-170m,kl3m,0.17,passage,dune,bookmia.10.14,140,271,371.34131457007607,1.3702631533951146,7.812745571136475,5.701638806953801,2.652437961214829
alea-institute/kl3m-002-170m,kl3m,0.17,passage,dune,bookmia.10.16,131,263,339.44464023889304,1.2906640313265896,6.864871501922607,5.318867912408353,2.591180459838878
alea-institute/kl3m-002-170m,kl3m,0.17,passage,dune,bookmia.10.19,131,253,338.04321596406226,1.336139193533843,3.6885147094726562,2.760576687910196,2.580482564611162
alea-institute/kl3m-002-170m,kl3m,0.17,passage,dune,bookmia.10.21,128,264,317.2081510598655,1.2015460267419147,10.556076049804688,8.785411307487161,2.478188680155199
alea-institute/kl3m-002-170m,kl3m,0.17,passage,dune,bookmia.10.25,132,274,338.6480984315276,1.235941965078568,1.608304416689162,1.301278265591478,2.5655158972085426
alea-institute/kl3m-002-170m,kl3m,0.17,passage,dune,bookmia.10.32,136,261,327.5371483002382,1.254931602682905,5.81048583984375,4.6301215360435375,2.4083613845605747
alea-institute/kl3m-002-170m,kl3m,0.17,passage,dune,bookmia.10.35,120,271,323.6604540522094,1.1943190186428392,5.501742680867513,4.606593879011825,2.6971704504350784
alea-institute/kl3m-002-170m,kl3m,0.17,passage,dune,bookmia.10.36,108,224,299.1512910592137,1.3354968350857754,7.625476360321045,5.709842329825724,2.7699193616593862
alea-institute/kl3m-002-170m,kl3m,0.17,passage,dune,bookmia.10.37,140,303,400.8729784413008,1.3230131301693095,4.223326365152995,3.192202910799929,2.863378417437863
alea-institute/kl3m-002-170m,kl3m,0.17,passage,dune,bookmia.10.38,135,289,337.8377532096347,1.1689887654312618,2.571486064365932,2.199752589938076,2.5025018756269235
alea-institute/kl3m-002-170m,kl3m,0.17,passage,dune,bookmia.10.40,130,280,368.88811449451896,1.317457551766139,5.00503396987915,3.7990096630965993,2.8376008807270687
alea-institute/kl3m-002-170m,kl3m,0.17,passage,dune,bookmia.10.41,127,245,306.87941066888743,1.252569023138316,5.450960159301758,4.351824177836011,2.4163733123534445
alea-institute/kl3m-002-170m,kl3m,0.17,passage,dune,bookmia.10.42,131,275,288.7595635939797,1.0500347767053806,5.156606197357178,4.910890869287867,2.204271477816639
alea-institute/kl3m-002-170m,kl3m,0.17,passage,dune,bookmia.10.44,142,272,378.1049384244834,1.39009168538413,15.510883331298828,11.158172870455402,2.6627108339752352
alea-institute/kl3m-002-170m,kl3m,0.17,passage,dune,bookmia.10.48,139,257,397.3854999781179,1.5462470816269178,8.8163423538208,5.7017681446774295,2.858888489051208
alea-institute/kl3m-002-170m,kl3m,0.17,passage,dune,bookmia.10.49,146,286,438.8016490401933,1.534271500140536,7.880865573883057,5.136552150751146,3.005490746850639
alea-institute/kl3m-002-170m,kl3m,0.17,passage,dune,bookmia.10.52,132,275,347.51632877613883,1.2636957410041412,3.39338755607605,2.6852884329416518,2.632699460425294
alea-institute/kl3m-002-170m,kl3m,0.17,passage,dune,bookmia.10.54,132,264,275.51792388100876,1.0436284995492755,1.5018129348754883,1.4390302061740308,2.087256999098551
alea-institute/kl3m-002-170m,kl3m,0.17,passage,dune,bookmia.10.57,131,261,325.1259218137129,1.24569318702572,5.692482948303223,4.569731140534599,2.4818772657535337
alea-institute/kl3m-002-170m,kl3m,0.17,passage,dune,bookmia.10.58,130,276,309.75169780594024,1.1222887601664502,4.469205379486084,3.9822241281497304,2.382705367738002
alea-institute/kl3m-002-170m,kl3m,0.17,passage,dune,bookmia.10.59,129,253,288.6350317436154,1.140849927840377,2.7047466048638205,2.3708171766148873,2.2374808662295766
alea-institute/kl3m-002-170m,kl3m,0.17,passage,dune,bookmia.10.61,142,276,367.16510606731754,1.330308355316368,6.504886627197266,4.889758529442824,2.5856697610374475
alea-institute/kl3m-002-170m,kl3m,0.17,passage,dune,bookmia.10.62,130,260,365.0800602341187,1.4041540778235335,11.445602893829346,8.151244279096675,2.808308155647067
alea-institute/kl3m-002-170m,kl3m,0.17,passage,dune,bookmia.10.63,123,270,286.0589678919323,1.0594776588590085,2.3733101110491486,2.2400756553989596,2.3256826657880674
alea-institute/kl3m-002-170m,kl3m,0.17,passage,dune,bookmia.10.65,129,261,284.56443440384464,1.090285189286761,1.340182063047235,1.2292032178516068,2.205925848091819
alea-institute/kl3m-002-170m,kl3m,0.17,passage,dune,bookmia.10.68,148,294,429.5800940382178,1.4611567824429177,16.402175903320312,11.225472926934922,2.902568202960931
alea-institute/kl3m-002-170m,kl3m,0.17,passage,dune,bookmia.10.70,135,285,335.11705205994076,1.1758493054734764,3.438308000564575,2.924105992629795,2.4823485337773388
alea-institute/kl3m-002-170m,kl3m,0.17,passage,dune,bookmia.10.71,127,259,311.8520705139963,1.204062048316588,6.657426834106445,5.529139335812689,2.4555281142834353
alea-institute/kl3m-002-170m,kl3m,0.17,passage,dune,bookmia.10.72,131,275,304.5907822358131,1.1076028444938657,8.012569427490234,7.234153891281931,2.3251204750825427
alea-institute/kl3m-002-170m,kl3m,0.17,passage,dune,bookmia.10.74,135,279,304.9525461741323,1.093019878760331,1.7635262714808477,1.613443914195764,2.258907749438017
alea-institute/kl3m-002-170m,kl3m,0.17,passage,dune,bookmia.10.76,148,288,377.8485702554499,1.3119742022758676,4.375576337178548,3.335108517826252,2.5530308801043913
alea-institute/kl3m-002-170m,kl3m,0.17,passage,dune,bookmia.10.77,159,295,427.69924918637844,1.4498279633436557,2.5450624229173022,1.7554237380328694,2.6899323848199903
alea-institute/kl3m-002-170m,kl3m,0.17,passage,dune,bookmia.10.78,134,264,353.5242930192617,1.3391071705275064,7.67965841293335,5.7349094844351765,2.6382409926810575
alea-institute/kl3m-002-170m,kl3m,0.17,passage,dune,bookmia.10.79,127,272,332.11821260150464,1.2210228404467083,6.2571976979573565,5.12455417760095,2.61510403623232
alea-institute/kl3m-002-170m,kl3m,0.17,passage,dune,bookmia.10.80,138,297,370.4131180633558,1.2471822157015346,4.811498641967773,3.857895487437917,2.6841530294446074
alea-institute/kl3m-002-170m,kl3m,0.17,passage,dune,bookmia.10.82,126,269,372.9563129102753,1.3864546948337373,3.3234737396240233,2.3971023012927026,2.9599707373831374
alea-institute/kl3m-002-170m,kl3m,0.17,passage,dune,bookmia.10.85,145,283,471.51132328061794,1.6661177501081905,6.835910797119141,4.102897767384836,3.251802229521503
alea-institute/kl3m-002-170m,kl3m,0.17,passage,dune,bookmia.10.90,135,259,341.2537454200792,1.3175820286489546,6.208637873331706,4.712145231441892,2.527805521630216
alea-institute/kl3m-002-170m,kl3m,0.17,passage,dune,bookmia.10.91,125,278,363.95615845755674,1.309194814595528,14.285049438476562,10.91132448679144,2.911649267660454
alea-institute/kl3m-002-170m,kl3m,0.17,passage,dune,bookmia.10.92,157,281,361.7937183453905,1.2875221293430268,3.8129348754882812,2.9614519149537846,2.304418588187201
alea-institute/kl3m-002-170m,kl3m,0.17,passage,dune,bookmia.10.94,141,279,435.3992627764819,1.5605708343243079,6.623424053192139,4.244231602636565,3.0879380338757585
alea-institute/kl3m-002-170m,kl3m,0.17,passage,dune,bookmia.10.98,147,281,411.5558206061687,1.4646114612319172,3.496577262878418,2.387375324741327,2.7996994599059097
alea-institute/kl3m-002-170m,kl3m,0.17,passage,dune,bookmia.10.99,133,243,366.2128518957179,1.507048773233407,18.540407180786133,12.302459953573548,2.753480089441488
alea-institute/kl3m-002-170m,kl3m,0.17,passage,fahrenheit_451,bookmia.12.01,131,262,315.56936113630945,1.2044632104439292,4.200918579101563,3.4877931867700878,2.4089264208878585
alea-institute/kl3m-002-170m,kl3m,0.17,passage,fahrenheit_451,bookmia.12.04,133,241,274.04670994095795,1.137123277763311,4.313720703125,3.7935382974570406,2.0605015785034433
alea-institute/kl3m-002-170m,kl3m,0.17,passage,fahrenheit_451,bookmia.12.06,134,271,265.5972776794515,0.9800637552747288,1.732370138168335,1.76760963645954,1.9820692364138173
alea-institute/kl3m-002-170m,kl3m,0.17,passage,fahrenheit_451,bookmia.12.08,131,245,336.2667503920384,1.3725173485389321,16.502304077148438,12.023384691432438,2.56692175871785
alea-institute/kl3m-002-170m,kl3m,0.17,passage,fahrenheit_451,bookmia.12.09,146,280,461.3329423040268,1.64761765108581,5.833533604939778,3.5405869809026225,3.159814673315252
alea-institute/kl3m-002-170m,kl3m,0.17,passage,fahrenheit_451,bookmia.12.12,129,244,407.5339906067529,1.6702212729784955,2.0237691267927893,1.2116772547051888,3.1591782217577746
alea-institute/kl3m-002-170m,kl3m,0.17,passage,fahrenheit_451,bookmia.12.18,133,297,382.21431628172286,1.2869168898374508,6.731741905212402,5.230906485392916,2.873791851742277
alea-institute/kl3m-002-170m,kl3m,0.17,passage,fahrenheit_451,bookmia.12.19,132,252,279.807543506613,1.110347394867512,1.3975386389841635,1.2586499013229275,2.119754117474341
alea-institute/kl3m-002-170m,kl3m,0.17,passage,fahrenheit_451,bookmia.12.23,145,277,377.01760993676726,1.361074404103853,17.290700912475586,12.703714697992563,2.6001214478397743
alea-institute/kl3m-002-170m,kl3m,0.17,passage,fahrenheit_451,bookmia.12.26,133,265,349.17743421404157,1.3176506951473266,14.000431060791016,10.625297821609411,2.625394242210839
alea-institute/kl3m-002-170m,kl3m,0.17,passage,fahrenheit_451,bookmia.12.27,137,275,350.20688093913486,1.2734795670513994,3.4384007453918457,2.7000046442465355,2.556254605395145
alea-institute/kl3m-002-170m,kl3m,0.17,passage,fahrenheit_451,bookmia.12.29,144,285,361.3556526549828,1.2679145707192379,6.774302005767822,5.3428694347482955,2.5094142545484917
alea-institute/kl3m-002-170m,kl3m,0.17,passage,fahrenheit_451,bookmia.12.30,136,253,255.38344547577435,1.0094207331058276,1.8274155855178833,1.8103606609061964,1.8778194520277527
alea-institute/kl3m-002-170m,kl3m,0.17,passage,fahrenheit_451,bookmia.12.32,131,269,336.60317797923926,1.2513129292908522,8.64389419555664,6.90785973134261,2.5694899082384675
alea-institute/kl3m-002-170m,kl3m,0.17,passage,fahrenheit_451,bookmia.12.33,151,294,458.7656744335836,1.5604274640598081,2.2794369599402047,1.4607772629236666,3.0381832743945933
alea-institute/kl3m-002-170m,kl3m,0.17,passage,fahrenheit_451,bookmia.12.35,138,268,408.42113667470403,1.5239594652041195,4.690711657206218,3.0779766550929506,2.9595734541645218
alea-institute/kl3m-002-170m,kl3m,0.17,passage,fahrenheit_451,bookmia.12.36,122,261,287.2140296981088,1.1004368953950527,5.026143709818522,4.56740748229289,2.3542133581812195
alea-institute/kl3m-002-170m,kl3m,0.17,passage,fahrenheit_451,bookmia.12.38,148,296,374.7040398460813,1.2658920265070315,7.890940189361572,6.233501771185808,2.531784053014063
alea-institute/kl3m-002-170m,kl3m,0.17,passage,fahrenheit_451,bookmia.12.39,126,250,287.844635694084,1.151378542776336,4.816891670227051,4.183586449867312,2.284481235667333
alea-institute/kl3m-002-170m,kl3m,0.17,passage,fahrenheit_451,bookmia.12.41,132,273,395.3971508476534,1.4483412118961663,4.5860335032145185,3.1664040666290854,2.9954329609670713
alea-institute/kl3m-002-170m,kl3m,0.17,passage,fahrenheit_451,bookmia.12.45,135,265,325.04156174114905,1.2265719310986756,3.457905522780493,2.8191624438064125,2.4077152721566595
alea-institute/kl3m-002-170m,kl3m,0.17,passage,fahrenheit_451,bookmia.12.47,132,257,403.1729824698996,1.5687664687544731,6.788359642028809,4.327195779126034,3.054340776287118
alea-institute/kl3m-002-170m,kl3m,0.17,passage,fahrenheit_451,bookmia.12.49,141,267,334.8132546005072,1.2539822269681917,7.439816951751709,5.932952470737391,2.3745620893652992
alea-institute/kl3m-002-170m,kl3m,0.17,passage,fahrenheit_451,bookmia.12.50,127,241,253.72432497446425,1.0527980289396857,8.387617111206055,7.966976457634096,1.9978293305075925
alea-institute/kl3m-002-170m,kl3m,0.17,passage,fahrenheit_451,bookmia.12.52,125,249,264.79974464514817,1.063452789739551,2.133514742553234,2.006214815681428,2.1183979571611853
alea-institute/kl3m-002-170m,kl3m,0.17,passage,fahrenheit_451,bookmia.12.53,124,257,303.25314288271693,1.1799733186097936,2.282879238196818,1.9346871680848112,2.445589861957395
alea-institute/kl3m-002-170m,kl3m,0.17,passage,fahrenheit_451,bookmia.12.54,127,261,338.5966270734207,1.297305084572493,3.6889708042144775,2.843564592541562,2.666115173806462
alea-institute/kl3m-002-170m,kl3m,0.17,passage,fahrenheit_451,bookmia.12.56,129,249,357.6331615806557,1.4362777573520311,3.567598581314087,2.48391967573976,2.772350089772525
