prompt_id,novel,risky_alone_recall,anchor_mean_recall,anchor_max_recall,recall_n1,lcs_n1,recall_n8,lcs_n8,recall_n64,lcs_n64
bookmia.01.89,a_game_of_thrones,0.7317,0.2135,0.7512,0.1756,36,0.5902,64,0.7512,113
bookmia.01.90,a_game_of_thrones,0.3782,0.6315,0.8187,0.715,136,0.7047,136,0.8135,157
bookmia.01.97,a_game_of_thrones,0.0,0.521,0.7302,0.2434,46,0.7302,138,0.7302,138
bookmia.07.02,casino_royale,0.803,0.6661,0.8227,0.7192,90,0.8128,139,0.8177,166
bookmia.07.03,casino_royale,0.5735,0.4309,0.6398,0.5166,88,0.5166,38,0.5166,109
bookmia.07.04,casino_royale,0.684,0.249,0.6651,0.2264,25,0.2925,25,0.6651,93
bookmia.07.05,casino_royale,0.0,0.1805,0.5694,0.177,37,0.2967,40,0.5694,42
bookmia.07.06,casino_royale,0.8154,0.7351,0.8205,0.7949,122,0.8154,159,0.8154,159
bookmia.07.07,casino_royale,0.1435,0.5527,0.7454,0.1759,38,0.5972,129,0.7454,119
bookmia.07.08,casino_royale,0.0,0.4709,0.7343,0.1594,33,0.7343,119,0.7343,119
bookmia.07.09,casino_royale,0.7799,0.1855,0.4641,0.1722,36,0.1818,36,0.0,10
bookmia.07.15,casino_royale,0.7897,0.2457,0.7944,0.1262,24,0.1121,24,0.7944,89
bookmia.07.16,casino_royale,0.7767,0.5839,0.7814,0.4465,72,0.7535,111,0.7721,136
bookmia.07.17,casino_royale,0.302,0.0687,0.7079,0.0,3,0.5099,50,0.7079,110
bookmia.07.20,casino_royale,0.5681,0.1327,0.662,0.0,11,0.5869,125,0.5915,126
bookmia.07.24,casino_royale,0.5959,0.5683,0.8187,0.5337,78,0.7927,103,0.8187,158
bookmia.07.25,casino_royale,0.743,0.0735,0.2757,0.1075,23,0.1028,22,0.1308,23
bookmia.07.26,casino_royale,0.2009,0.2342,0.7523,0.1355,17,0.715,75,0.7477,101
bookmia.07.28,casino_royale,0.493,0.4748,0.814,0.7581,65,0.814,175,0.814,175
bookmia.07.29,casino_royale,0.1866,0.4476,0.7608,0.4737,81,0.7177,84,0.7608,84
bookmia.07.30,casino_royale,0.1238,0.1778,0.5446,0.1782,36,0.1782,36,0.5446,64
bookmia.07.31,casino_royale,0.1359,0.6682,0.767,0.7573,156,0.7573,156,0.7573,156
bookmia.07.32,casino_royale,0.0,0.5781,0.774,0.5048,104,0.7692,160,0.7692,160
bookmia.07.37,casino_royale,0.0,0.5268,0.7547,0.2642,56,0.7358,156,0.7358,156
bookmia.07.40,casino_royale,0.7474,0.1766,0.7887,0.6907,49,0.7887,153,0.7887,153
bookmia.07.41,casino_royale,0.1019,0.6239,0.7913,0.0,2,0.7864,162,0.7864,162
bookmia.07.43,casino_royale,0.7725,0.6255,0.8307,0.1587,30,0.8307,157,0.8307,157
bookmia.07.44,casino_royale,0.7048,0.5116,0.7952,0.0,18,0.781,135,0.781,135
bookmia.07.47,casino_royale,0.4569,0.5756,0.7563,0.7462,147,0.7462,147,0.7462,147
bookmia.07.49,casino_royale,0.0,0.2627,0.7416,0.3158,56,0.3158,56,0.7416,51
bookmia.07.53,casino_royale,0.75,0.6142,0.75,0.5802,123,0.75,159,0.75,159
bookmia.07.54,casino_royale,0.7854,0.6242,0.79,0.0,5,0.7854,166,0.7854,166
bookmia.07.55,casino_royale,0.2598,0.1733,0.7108,0.0,11,0.4608,94,0.0,11
bookmia.07.56,casino_royale,0.7612,0.7257,0.806,0.801,161,0.801,161,0.801,161
bookmia.07.57,casino_royale,0.7295,0.3823,0.7681,0.6473,81,0.5217,72,0.7681,96
bookmia.07.59,casino_royale,0.5837,0.2871,0.7919,0.4796,71,0.5928,97,0.7919,139
bookmia.07.61,casino_royale,0.0,0.5187,0.7811,0.7413,108,0.7811,157,0.7811,157
bookmia.07.62,casino_royale,0.4524,0.335,0.7333,0.5286,111,0.6429,111,0.7333,88
bookmia.07.63,casino_royale,0.2222,0.6412,0.8182,0.8182,92,0.8182,92,0.8182,92
bookmia.07.66,casino_royale,0.2817,0.5849,0.7887,0.338,60,0.784,167,0.784,167
bookmia.07.70,casino_royale,0.2245,0.3936,0.7908,0.1327,26,0.75,47,0.7908,155
bookmia.07.72,casino_royale,0.7704,0.1483,0.6582,0.1888,19,0.4133,30,0.5714,60
bookmia.07.73,casino_royale,0.8107,0.4976,0.8155,0.3155,65,0.8107,167,0.8107,167
bookmia.07.77,casino_royale,0.1699,0.1022,0.3155,0.1019,21,0.1019,21,0.1019,21
bookmia.07.80,casino_royale,0.7756,0.7014,0.7805,0.7756,159,0.7756,159,0.7756,159
