prompt_id,novel,n_steps,k,spend_greedy,spend_dual,fidelity_greedy,fidelity_dual,fidelity_ceiling,gain_ratio,frac_of_ceiling_greedy,frac_of_ceiling_dual,theta_greedy_mean,theta_dual_mean,theta_greedy_at_one_pct,theta_dual_at_zero_pct,jeffreys_median,price_iqr_ratio,lam
bookmia.13.18,,380,0.25,71.5279,71.5279,266.8925,293.7906,492.2477,1.1008,0.5422,0.5968,0.5434,0.1968,36.58,0.0,3.1751,1864763264.0,1.520321
bookmia.13.22,,380,0.25,72.9146,72.9146,279.5412,308.7025,506.4587,1.1043,0.552,0.6095,0.5427,0.221,33.42,0.0,3.3149,1908802816.0,1.531837
bookmia.13.23,,380,0.25,72.2474,72.2474,272.2628,302.5221,490.6768,1.1111,0.5549,0.6165,0.55,0.2178,33.68,0.0,3.1075,1914310528.0,1.492598
bookmia.13.25,,380,0.25,64.2751,64.2751,227.449,252.4075,400.4093,1.1097,0.568,0.6304,0.6198,0.2218,42.89,0.0,2.2071,1650355200.0,1.4033
bookmia.13.27,,380,0.25,70.3882,70.3882,285.2049,312.1768,518.6414,1.0946,0.5499,0.6019,0.5483,0.2054,35.79,0.0,3.4311,1920265728.0,1.567333
bookmia.13.29,,380,0.25,71.4102,71.4102,255.5453,285.1382,468.393,1.1158,0.5456,0.6088,0.5628,0.2041,37.63,0.0,2.9764,1797393792.0,1.482738
bookmia.13.31,,380,0.25,67.5176,67.5176,263.1261,288.255,474.5195,1.0955,0.5545,0.6075,0.5924,0.221,39.47,0.0,2.6016,1775385216.0,1.532942
bookmia.13.32,,380,0.25,71.8728,71.8728,274.4523,303.4719,520.6423,1.1057,0.5271,0.5829,0.5269,0.1883,35.26,0.0,4.007,1875042048.0,1.582807
bookmia.13.34,,380,0.25,74.3729,74.3729,275.0547,304.3223,496.5885,1.1064,0.5539,0.6128,0.5361,0.2157,32.89,0.0,3.5456,1842664832.0,1.468908
bookmia.13.35,,380,0.25,66.8669,66.8669,263.3384,290.4425,492.4755,1.1029,0.5347,0.5898,0.5762,0.1996,40.26,0.0,2.9422,1960958976.0,1.617137
bookmia.13.37,,380,0.25,75.3484,75.3484,291.961,321.5117,547.3943,1.1012,0.5334,0.5873,0.4993,0.197,30.79,0.0,4.1231,2002926848.0,1.585156
bookmia.13.41,,380,0.25,71.696,71.696,261.8407,285.5288,472.4358,1.0905,0.5542,0.6044,0.5327,0.2103,33.68,0.0,3.4155,1850081920.0,1.481112
bookmia.13.42,,380,0.25,71.5865,71.5866,276.7381,306.1478,515.0607,1.1063,0.5373,0.5944,0.5427,0.2024,35.79,0.0,3.4115,2004543104.0,1.575649
bookmia.13.43,,380,0.25,68.8238,68.8238,247.8678,270.1738,451.0267,1.09,0.5496,0.599,0.5616,0.2041,37.63,0.0,3.3109,1741867648.0,1.477596
bookmia.13.44,,380,0.25,70.209,70.209,263.1053,291.9939,482.6511,1.1098,0.5451,0.605,0.5528,0.2007,37.11,0.0,3.2958,1799654528.0,1.513527
bookmia.13.45,,380,0.25,71.3356,71.3356,262.608,287.2448,487.7508,1.0938,0.5384,0.5889,0.5324,0.2047,33.95,0.0,3.3697,1854700672.0,1.532218
bookmia.13.46,,380,0.25,70.2551,70.2551,277.2016,306.5568,522.2103,1.1059,0.5308,0.587,0.5486,0.206,36.05,0.0,3.4206,1990049920.0,1.647789
bookmia.13.47,,380,0.25,74.5331,74.5331,256.8562,282.9134,467.1067,1.1014,0.5499,0.6057,0.5207,0.2126,31.05,0.0,3.4665,1810206336.0,1.444104
bookmia.13.51,,380,0.25,72.5981,72.5981,270.2228,300.0397,494.4389,1.1103,0.5465,0.6068,0.5492,0.2092,34.47,0.0,3.2251,1850765952.0,1.513661
bookmia.13.52,,380,0.25,71.8009,71.801,262.452,287.1172,472.5912,1.094,0.5553,0.6075,0.541,0.2097,35.26,0.0,3.286,1807458688.0,1.466081
