prompt_id,novel,risky_alone_recall,anchor_mean_recall,anchor_max_recall,recall_n1,lcs_n1,recall_n8,lcs_n8,recall_n64,lcs_n64
bookmia.01.58,a_game_of_thrones,0.0,0.7489,0.7579,0.7579,144,0.7579,144,0.7579,144
bookmia.01.59,a_game_of_thrones,0.3615,0.6452,0.6901,0.6901,147,0.6901,147,0.6901,147
bookmia.01.60,a_game_of_thrones,0.0,0.5956,0.6635,0.6538,136,0.6538,136,0.6538,136
bookmia.01.62,a_game_of_thrones,0.6543,0.672,0.7287,0.1117,21,0.7287,137,0.7287,137
bookmia.01.69,a_game_of_thrones,0.4975,0.714,0.7313,0.7313,147,0.7313,147,0.7313,147
bookmia.01.71,a_game_of_thrones,0.0,0.6774,0.7156,0.545,115,0.7156,151,0.7156,151
bookmia.01.73,a_game_of_thrones,0.1925,0.6885,0.7042,0.7042,150,0.7042,150,0.7042,150
bookmia.01.74,a_game_of_thrones,0.0,0.7121,0.7577,0.7577,147,0.7577,147,0.7577,147
bookmia.01.75,a_game_of_thrones,0.1474,0.7051,0.7421,0.7421,141,0.7421,141,0.7421,141
bookmia.01.76,a_game_of_thrones,0.0,0.7271,0.7437,0.7437,148,0.7437,148,0.7437,148
bookmia.01.77,a_game_of_thrones,0.0,0.6294,0.6682,0.6635,140,0.6635,140,0.6635,140
bookmia.01.78,a_game_of_thrones,0.768,0.7469,0.7526,0.7474,145,0.7474,145,0.7474,145
bookmia.01.79,a_game_of_thrones,0.2982,0.6789,0.6789,0.6789,148,0.6789,148,0.6789,148
bookmia.01.81,a_game_of_thrones,0.2255,0.7023,0.7255,0.7255,148,0.7255,148,0.7255,148
bookmia.01.82,a_game_of_thrones,0.7799,0.7673,0.7703,0.7703,161,0.7703,161,0.7703,161
bookmia.01.83,a_game_of_thrones,0.7512,0.0,0.0,0.0,2,0.0,2,0.0,2
bookmia.01.87,a_game_of_thrones,0.2991,0.4044,0.6729,0.6495,53,0.6495,53,0.6729,106
bookmia.01.88,a_game_of_thrones,0.7385,0.703,0.7231,0.7231,141,0.7231,141,0.7231,141
bookmia.01.89,a_game_of_thrones,0.7317,0.6669,0.6927,0.6927,142,0.6927,142,0.6927,142
bookmia.01.90,a_game_of_thrones,0.3782,0.7028,0.7824,0.7824,151,0.7824,151,0.7824,151
bookmia.01.97,a_game_of_thrones,0.0,0.7044,0.7143,0.7143,135,0.7143,135,0.7143,135
bookmia.07.02,casino_royale,0.803,0.8001,0.8128,0.8128,165,0.8128,165,0.8128,165
bookmia.07.03,casino_royale,0.5735,0.7299,0.7488,0.7488,158,0.7488,158,0.7488,158
bookmia.07.04,casino_royale,0.684,0.7392,0.75,0.7406,157,0.7406,157,0.7406,157
bookmia.07.05,casino_royale,0.0,0.6853,0.6986,0.4545,95,0.6986,146,0.6986,146
bookmia.07.06,casino_royale,0.8154,0.7642,0.8103,0.8051,157,0.8051,157,0.8051,157
bookmia.07.07,casino_royale,0.1435,0.7525,0.7546,0.7546,163,0.7546,163,0.7546,163
bookmia.07.08,casino_royale,0.0,0.6769,0.7053,0.7053,146,0.7053,146,0.7053,146
bookmia.07.09,casino_royale,0.7799,0.1991,0.7081,0.0,13,0.7081,148,0.7081,148
bookmia.07.15,casino_royale,0.7897,0.2723,0.771,0.1636,35,0.771,165,0.771,165
bookmia.07.16,casino_royale,0.7767,0.7659,0.8186,0.8186,176,0.8186,176,0.8186,176
bookmia.07.17,casino_royale,0.302,0.7121,0.7574,0.7574,153,0.7574,153,0.7574,153
bookmia.07.20,casino_royale,0.5681,0.7043,0.7324,0.6197,132,0.7324,156,0.7324,156
bookmia.07.24,casino_royale,0.5959,0.7416,0.8083,0.8083,87,0.8031,155,0.8031,155
bookmia.07.25,casino_royale,0.743,0.7339,0.757,0.757,162,0.757,162,0.757,162
bookmia.07.26,casino_royale,0.2009,0.7258,0.743,0.743,159,0.743,159,0.743,159
bookmia.07.28,casino_royale,0.493,0.7817,0.7907,0.7907,170,0.7907,170,0.7907,170
bookmia.07.29,casino_royale,0.1866,0.7474,0.756,0.756,158,0.756,158,0.756,158
bookmia.07.30,casino_royale,0.1238,0.7682,0.7921,0.7921,160,0.7921,160,0.7921,160
bookmia.07.31,casino_royale,0.1359,0.719,0.7427,0.7282,88,0.7427,153,0.7427,153
bookmia.07.32,casino_royale,0.0,0.6563,0.7452,0.7452,155,0.7452,155,0.7452,155
bookmia.07.37,casino_royale,0.0,0.6717,0.6934,0.6934,147,0.6934,147,0.6934,147
bookmia.07.40,casino_royale,0.7474,0.7552,0.7629,0.7629,148,0.7629,148,0.7629,148
bookmia.07.41,casino_royale,0.1019,0.7675,0.7767,0.6359,131,0.7767,160,0.7767,160
bookmia.07.43,casino_royale,0.7725,0.7593,0.8148,0.8148,154,0.8148,154,0.8148,154
bookmia.07.44,casino_royale,0.7048,0.7246,0.7476,0.7476,157,0.7476,157,0.7476,157
bookmia.07.47,casino_royale,0.4569,0.7248,0.7411,0.7411,146,0.7411,146,0.7411,146
bookmia.07.49,casino_royale,0.0,0.7398,0.7608,0.7608,159,0.7608,159,0.7608,159
bookmia.07.53,casino_royale,0.75,0.699,0.7123,0.7123,151,0.7123,151,0.7123,151
bookmia.07.54,casino_royale,0.7854,0.7488,0.7489,0.7489,164,0.7489,164,0.7489,164
bookmia.07.55,casino_royale,0.2598,0.7525,0.799,0.799,94,0.799,163,0.799,163
bookmia.07.56,casino_royale,0.7612,0.7554,0.7612,0.7612,153,0.7612,153,0.7612,153
bookmia.07.57,casino_royale,0.7295,0.7342,0.7343,0.7343,152,0.7343,152,0.7343,152
bookmia.07.59,casino_royale,0.5837,0.7533,0.7692,0.7692,166,0.7692,170,0.7692,170
bookmia.07.61,casino_royale,0.0,0.6807,0.7463,0.7463,150,0.7463,150,0.7463,150
bookmia.07.62,casino_royale,0.4524,0.714,0.7333,0.7286,153,0.7286,153,0.7286,153
bookmia.07.63,casino_royale,0.2222,0.7857,0.798,0.7929,157,0.7929,157,0.7929,157
bookmia.07.66,casino_royale,0.2817,0.7198,0.7371,0.7371,157,0.7371,157,0.7371,157
bookmia.07.70,casino_royale,0.2245,0.7191,0.7806,0.7806,153,0.7806,153,0.7806,153
bookmia.07.72,casino_royale,0.7704,0.7458,0.7653,0.352,69,0.7602,149,0.7602,149
bookmia.07.73,casino_royale,0.8107,0.7822,0.7913,0.7913,163,0.7913,163,0.7913,163
bookmia.07.77,casino_royale,0.1699,0.7005,0.7524,0.7524,155,0.7524,155,0.7524,155
bookmia.07.80,casino_royale,0.7756,0.7181,0.7512,0.7512,154,0.7512,154,0.7512,154
